# distance (nm)	f (kT)	df (kT)
  0.0133	  0.4722	  0.0068
  0.0400	  0.0000	  0.0000
  0.0667	  2.2415	  0.0073
  0.0933	  5.5140	  0.0211
  0.1200	  8.0377	  0.0399
  0.1467	 10.1277	  0.0602
  0.1733	 11.5954	  0.0801
  0.2000	 11.8128	  0.0689
  0.2267	 11.6450	  0.0570
  0.2533	 11.0491	  0.0414
  0.2800	 10.5201	  0.0291
  0.3067	 10.1970	  0.0210
  0.3333	 10.2994	  0.0173
  0.3600	 10.7763	  0.0159
  0.3867	 11.6119	  0.0161
  0.4133	 12.6452	  0.0170
  0.4400	 13.8461	  0.0187
  0.4667	 15.0852	  0.0208
  0.4933	 16.3337	  0.0228
  0.5200	 17.6196	  0.0251
  0.5467	 18.7695	  0.0250
  0.5733	 19.0719	  0.0162
  0.6000	 19.2745	  0.0132
  0.6267	 20.1224	  0.0128
  0.6533	 21.4827	  0.0134
  0.6800	 23.1161	  0.0148
  0.7067	 24.7768	  0.0163
  0.7333	 26.5089	  0.0185
  0.7600	 28.3782	  0.0222
  0.7867	 30.1411	  0.0246
