# distance (nm)	f (kT)	df (kT)
  0.0133	  0.9606	  0.0067
  0.0400	  0.0000	  0.0000
  0.0667	  1.2016	  0.0061
  0.0933	  3.8139	  0.0138
  0.1200	  5.8284	  0.0276
  0.1467	  7.3425	  0.0401
  0.1733	  8.5377	  0.0507
  0.2000	  8.9284	  0.0477
  0.2267	  9.0968	  0.0399
  0.2533	  9.0936	  0.0312
  0.2800	  9.0648	  0.0231
  0.3067	  9.1470	  0.0177
  0.3333	  9.5124	  0.0151
  0.3600	 10.1306	  0.0141
  0.3867	 11.0116	  0.0144
  0.4133	 12.0024	  0.0151
  0.4400	 13.1359	  0.0165
  0.4667	 14.3128	  0.0182
  0.4933	 15.4985	  0.0198
  0.5200	 16.7026	  0.0213
  0.5467	 17.5394	  0.0185
  0.5733	 17.6895	  0.0135
  0.6000	 18.1889	  0.0119
  0.6267	 19.2112	  0.0118
  0.6533	 20.6147	  0.0124
  0.6800	 22.2143	  0.0134
  0.7067	 23.8226	  0.0145
  0.7333	 25.5584	  0.0164
  0.7600	 27.4141	  0.0194
  0.7867	 29.1367	  0.0209
