# distance (nm)	f (kT)	df (kT)
  0.0133	  0.6171	  0.0077
  0.0400	  0.0000	  0.0000
  0.0667	  1.8921	  0.0078
  0.0933	  4.8974	  0.0216
  0.1200	  7.0477	  0.0400
  0.1467	  8.6475	  0.0583
  0.1733	  9.6652	  0.0741
  0.2000	  9.4536	  0.0683
  0.2267	  8.8735	  0.0551
  0.2533	  7.8651	  0.0411
  0.2800	  6.8818	  0.0289
  0.3067	  6.0150	  0.0207
  0.3333	  5.4783	  0.0170
  0.3600	  5.2545	  0.0156
  0.3867	  5.3006	  0.0158
  0.4133	  5.4694	  0.0165
  0.4400	  5.7615	  0.0181
  0.4667	  6.0552	  0.0200
  0.4933	  6.2845	  0.0220
  0.5200	  6.4935	  0.0242
  0.5467	  6.4483	  0.0230
  0.5733	  5.4097	  0.0157
  0.6000	  4.4866	  0.0130
  0.6267	  4.1267	  0.0127
  0.6533	  4.1439	  0.0133
  0.6800	  4.3616	  0.0145
  0.7067	  4.5380	  0.0159
  0.7333	  4.7774	  0.0181
  0.7600	  5.1327	  0.0218
  0.7867	  1.0967	  0.0174
