# distance (nm)	f (kT)	df (kT)
  0.0133	  1.3260	  0.0067
  0.0400	  0.0000	  0.0000
  0.0667	  0.3846	  0.0061
  0.0933	  2.0171	  0.0114
  0.1200	  3.9328	  0.0223
  0.1467	  5.1601	  0.0330
  0.1733	  6.1339	  0.0413
  0.2000	  6.6604	  0.0403
  0.2267	  7.0029	  0.0346
  0.2533	  7.2969	  0.0282
  0.2800	  7.5778	  0.0224
  0.3067	  7.9419	  0.0180
  0.3333	  8.4738	  0.0158
  0.3600	  9.1696	  0.0150
  0.3867	 10.0514	  0.0154
  0.4133	 10.9928	  0.0162
  0.4400	 12.0645	  0.0176
  0.4667	 13.1781	  0.0193
  0.4933	 14.2758	  0.0207
  0.5200	 15.2725	  0.0212
  0.5467	 15.6837	  0.0174
  0.5733	 15.9955	  0.0136
  0.6000	 16.7849	  0.0123
  0.6267	 17.9544	  0.0122
  0.6533	 19.3728	  0.0128
  0.6800	 20.9287	  0.0139
  0.7067	 22.5153	  0.0152
  0.7333	 24.2440	  0.0172
  0.7600	 26.0844	  0.0204
  0.7867	 27.7206	  0.0218
