# distance (nm)	f (kT)	df (kT)
  0.0133	  1.2454	  0.0067
  0.0400	  0.0000	  0.0000
  0.0667	  0.5677	  0.0060
  0.0933	  2.4637	  0.0114
  0.1200	  4.4128	  0.0232
  0.1467	  5.6694	  0.0338
  0.1733	  6.6886	  0.0422
  0.2000	  7.1863	  0.0410
  0.2267	  7.4971	  0.0350
  0.2533	  7.7410	  0.0280
  0.2800	  7.9574	  0.0219
  0.3067	  8.2613	  0.0174
  0.3333	  8.7605	  0.0152
  0.3600	  9.4410	  0.0144
  0.3867	 10.3282	  0.0147
  0.4133	 11.2820	  0.0154
  0.4400	 12.3697	  0.0168
  0.4667	 13.4974	  0.0184
  0.4933	 14.6230	  0.0198
  0.5200	 15.6979	  0.0206
  0.5467	 16.2028	  0.0171
  0.5733	 16.4481	  0.0133
  0.6000	 17.1678	  0.0120
  0.6267	 18.3045	  0.0119
  0.6533	 19.7210	  0.0125
  0.6800	 21.2888	  0.0135
  0.7067	 22.8749	  0.0147
  0.7333	 24.6112	  0.0166
  0.7600	 26.4547	  0.0195
  0.7867	 28.1147	  0.0209
