# distance (nm)	f (kT)	df (kT)
  0.0133	  1.9112	  0.0081
  0.0400	  0.1644	  0.0064
  0.0667	  0.0000	  0.0000
  0.0933	  0.9747	  0.0120
  0.1200	  2.3734	  0.0226
  0.1467	  3.1611	  0.0330
  0.1733	  3.6662	  0.0412
  0.2000	  3.7867	  0.0402
  0.2267	  3.7194	  0.0348
  0.2533	  3.6279	  0.0289
  0.2800	  3.5377	  0.0233
  0.3067	  3.5236	  0.0191
  0.3333	  3.6656	  0.0171
  0.3600	  3.9537	  0.0164
  0.3867	  4.4028	  0.0169
  0.4133	  4.9078	  0.0177
  0.4400	  5.5335	  0.0192
  0.4667	  6.2097	  0.0209
  0.4933	  6.8374	  0.0224
  0.5200	  7.2900	  0.0229
  0.5467	  7.1954	  0.0184
  0.5733	  7.1741	  0.0144
  0.6000	  7.6177	  0.0132
  0.6267	  8.3988	  0.0131
  0.6533	  9.3950	  0.0138
  0.6800	 10.5118	  0.0150
  0.7067	 11.6803	  0.0162
  0.7333	 12.9740	  0.0185
  0.7600	 14.3837	  0.0219
  0.7867	 15.4551	  0.0217
