# distance (nm)	f (kT)	df (kT)
  0.0133	  4.1627	  0.0161
  0.0400	  1.9879	  0.0152
  0.0667	  1.2788	  0.0157
  0.0933	  1.6020	  0.0189
  0.1200	  2.4411	  0.0286
  0.1467	  2.8190	  0.0381
  0.1733	  2.8810	  0.0455
  0.2000	  2.5861	  0.0446
  0.2267	  2.1033	  0.0394
  0.2533	  1.6293	  0.0334
  0.2800	  1.1581	  0.0281
  0.3067	  0.7490	  0.0243
  0.3333	  0.4991	  0.0223
  0.3600	  0.3803	  0.0213
  0.3867	  0.3906	  0.0219
  0.4133	  0.4595	  0.0225
  0.4400	  0.6325	  0.0242
  0.4667	  0.8722	  0.0258
  0.4933	  1.0011	  0.0283
  0.5200	  0.8852	  0.0284
  0.5467	  0.3422	  0.0215
  0.5733	  0.0000	  0.0000
  0.6000	  0.0924	  0.0158
  0.6267	  0.4769	  0.0158
  0.6533	  1.0516	  0.0164
  0.6800	  1.7242	  0.0178
  0.7067	  2.4808	  0.0191
  0.7333	  3.3352	  0.0218
  0.7600	  4.3178	  0.0258
  0.7867	  4.7097	  0.0230
