# distance (nm)	f (kT)	df (kT)
  0.0133	 15.4288	  0.0133
  0.0400	 13.4296	  0.0123
  0.0667	 13.6254	  0.0127
  0.0933	 14.8976	  0.0191
  0.1200	 15.4354	  0.0314
  0.1467	 15.4908	  0.0448
  0.1733	 15.1837	  0.0574
  0.2000	 14.0227	  0.0542
  0.2267	 12.5757	  0.0451
  0.2533	 10.9226	  0.0349
  0.2800	  9.3025	  0.0259
  0.3067	  7.8401	  0.0197
  0.3333	  6.6952	  0.0168
  0.3600	  5.8129	  0.0155
  0.3867	  5.2223	  0.0155
  0.4133	  4.7455	  0.0159
  0.4400	  4.4041	  0.0170
  0.4667	  4.1086	  0.0184
  0.4933	  3.8169	  0.0198
  0.5200	  3.5489	  0.0212
  0.5467	  2.9024	  0.0184
  0.5733	  1.5201	  0.0129
  0.6000	  0.5149	  0.0108
  0.6267	  0.0700	  0.0104
  0.6533	  0.0000	  0.0000
  0.6800	  0.1219	  0.0117
  0.7067	  0.2561	  0.0129
  0.7333	  0.5050	  0.0148
  0.7600	  0.8739	  0.0177
  0.7867	  0.0215	  0.0139
