# distance (nm)	f (kT)	df (kT)
  0.0133	  0.6214	  0.0067
  0.0400	  0.0000	  0.0000
  0.0667	  2.0604	  0.0072
  0.0933	  5.1082	  0.0208
  0.1200	  7.4133	  0.0394
  0.1467	  9.2785	  0.0591
  0.1733	 10.5156	  0.0792
  0.2000	 10.5139	  0.0688
  0.2267	 10.1226	  0.0570
  0.2533	  9.3074	  0.0414
  0.2800	  8.5644	  0.0290
  0.3067	  8.0369	  0.0209
  0.3333	  7.9334	  0.0172
  0.3600	  8.2013	  0.0157
  0.3867	  8.8296	  0.0160
  0.4133	  9.6518	  0.0168
  0.4400	 10.6395	  0.0185
  0.4667	 11.6667	  0.0205
  0.4933	 12.7010	  0.0225
  0.5200	 13.7729	  0.0247
  0.5467	 14.7052	  0.0245
  0.5733	 14.7745	  0.0160
  0.6000	 14.7732	  0.0131
  0.6267	 15.4193	  0.0127
  0.6533	 16.5718	  0.0133
  0.6800	 17.9937	  0.0146
  0.7067	 19.4410	  0.0161
  0.7333	 20.9605	  0.0182
  0.7600	 22.6169	  0.0219
  0.7867	 24.1255	  0.0236
