# distance (nm)	f (kT)	df (kT)
  0.0133	  1.3245	  0.0067
  0.0400	  0.0000	  0.0000
  0.0667	  0.5814	  0.0060
  0.0933	  2.5298	  0.0117
  0.1200	  4.2647	  0.0242
  0.1467	  5.3624	  0.0350
  0.1733	  6.2140	  0.0438
  0.2000	  6.4649	  0.0421
  0.2267	  6.5173	  0.0357
  0.2533	  6.4796	  0.0283
  0.2800	  6.4109	  0.0217
  0.3067	  6.4361	  0.0171
  0.3333	  6.6877	  0.0148
  0.3600	  7.1400	  0.0139
  0.3867	  7.8181	  0.0142
  0.4133	  8.5724	  0.0149
  0.4400	  9.4621	  0.0163
  0.4667	 10.3929	  0.0178
  0.4933	 11.3270	  0.0193
  0.5200	 12.2439	  0.0203
  0.5467	 12.6293	  0.0170
  0.5733	 12.6134	  0.0131
  0.6000	 13.0559	  0.0118
  0.6267	 13.9506	  0.0117
  0.6533	 15.1535	  0.0122
  0.6800	 16.5196	  0.0132
  0.7067	 17.8977	  0.0143
  0.7333	 19.4253	  0.0161
  0.7600	 21.0586	  0.0189
  0.7867	 22.4830	  0.0197
