# distance (nm)	f (kT)	df (kT)
  0.0040	 15.8825	  0.1136
  0.0120	 13.7182	  0.0672
  0.0200	 12.4420	  0.0599
  0.0280	 11.4701	  0.0575
  0.0360	 10.8544	  0.0571
  0.0440	 10.3172	  0.0569
  0.0520	  9.9462	  0.0575
  0.0600	  9.6343	  0.0587
  0.0680	  9.5755	  0.0616
  0.0760	  9.4593	  0.0652
  0.0840	  9.5693	  0.0723
  0.0920	  9.7529	  0.0828
  0.1000	 10.0739	  0.0998
  0.1080	 10.2573	  0.1172
  0.1160	 10.1131	  0.1223
  0.1240	 10.5882	  0.1637
  0.1320	 10.3227	  0.1684
  0.1400	 10.7186	  0.2285
  0.1480	 10.3623	  0.2070
  0.1560	 10.0222	  0.2130
  0.1640	 10.3133	  0.2687
  0.1720	  9.7431	  0.2282
  0.1800	  9.8635	  0.2674
  0.1880	  9.4396	  0.2388
  0.1960	  9.2735	  0.2405
  0.2040	  8.7320	  0.2130
  0.2120	  8.8537	  0.2360
  0.2200	  8.5508	  0.2301
  0.2280	  8.3631	  0.2207
  0.2360	  7.9985	  0.2043
  0.2440	  7.6851	  0.1896
  0.2520	  7.4812	  0.1924
  0.2600	  6.9248	  0.1502
  0.2680	  6.9141	  0.1677
  0.2760	  6.4645	  0.1510
  0.2840	  6.2468	  0.1453
  0.2920	  5.8664	  0.1231
  0.3000	  5.6977	  0.1206
  0.3080	  5.2676	  0.1141
  0.3160	  5.1756	  0.1109
  0.3240	  5.1604	  0.1080
  0.3320	  4.8065	  0.1065
  0.3400	  4.4926	  0.0984
  0.3480	  4.3968	  0.0958
  0.3560	  4.2191	  0.0978
  0.3640	  3.9771	  0.0936
  0.3720	  3.7918	  0.0915
  0.3800	  3.8132	  0.0962
  0.3880	  3.7259	  0.0989
  0.3960	  3.6802	  0.1008
  0.4040	  3.3974	  0.0977
  0.4120	  3.4249	  0.0988
  0.4200	  3.2349	  0.1013
  0.4280	  3.2905	  0.1074
  0.4360	  3.2971	  0.1085
  0.4440	  3.0696	  0.1081
  0.4520	  2.9746	  0.1087
  0.4600	  2.9504	  0.1165
  0.4680	  2.9186	  0.1214
  0.4760	  2.9405	  0.1275
  0.4840	  2.8996	  0.1282
  0.4920	  2.6953	  0.1250
  0.5000	  2.6081	  0.1269
  0.5080	  2.6843	  0.1364
  0.5160	  2.3743	  0.1248
  0.5240	  2.2084	  0.1253
  0.5320	  1.9992	  0.1241
  0.5400	  1.8144	  0.1172
  0.5480	  1.4198	  0.1030
  0.5560	  1.0284	  0.0908
  0.5640	  0.6746	  0.0807
  0.5720	  0.4503	  0.0750
  0.5800	  0.3183	  0.0710
  0.5880	  0.3141	  0.0701
  0.5960	  0.1137	  0.0675
  0.6040	  0.0755	  0.0663
  0.6120	  0.0113	  0.0649
  0.6200	  0.0000	  0.0000
  0.6280	  0.0778	  0.0678
  0.6360	  0.0750	  0.0672
  0.6440	  0.1359	  0.0685
  0.6520	  0.1294	  0.0700
  0.6600	  0.2571	  0.0720
  0.6680	  0.3338	  0.0729
  0.6760	  0.3539	  0.0745
  0.6840	  0.5241	  0.0769
  0.6920	  0.5684	  0.0793
  0.7000	  0.7560	  0.0834
  0.7080	  0.6976	  0.0822
  0.7160	  0.8833	  0.0872
  0.7240	  0.9701	  0.0874
  0.7320	  1.1668	  0.0954
  0.7400	  1.3226	  0.0998
  0.7480	  1.6445	  0.1150
  0.7560	  1.7687	  0.1139
  0.7640	  1.9141	  0.1223
  0.7720	  2.0339	  0.1330
  0.7800	  2.1989	  0.1328
  0.7880	  2.3076	  0.1413
  0.7960	  0.3817	  0.0650
