# distance (nm)	f (kT)	df (kT)
  0.0040	  4.9574	  0.1029
  0.0120	  2.9524	  0.0469
  0.0200	  1.8618	  0.0358
  0.0280	  1.0805	  0.0318
  0.0360	  0.6509	  0.0310
  0.0440	  0.3043	  0.0308
  0.0520	  0.1236	  0.0319
  0.0600	  0.0000	  0.0000
  0.0680	  0.1333	  0.0389
  0.0760	  0.2106	  0.0444
  0.0840	  0.5167	  0.0543
  0.0920	  0.8809	  0.0676
  0.1000	  1.3938	  0.0878
  0.1080	  1.7731	  0.1073
  0.1160	  1.8279	  0.1128
  0.1240	  2.4899	  0.1564
  0.1320	  2.4220	  0.1619
  0.1400	  3.0032	  0.2227
  0.1480	  2.8331	  0.2009
  0.1560	  2.7016	  0.2076
  0.1640	  3.1826	  0.2629
  0.1720	  2.8040	  0.2230
  0.1800	  3.1065	  0.2625
  0.1880	  2.8954	  0.2343
  0.1960	  2.9049	  0.2354
  0.2040	  2.5520	  0.2083
  0.2120	  2.8839	  0.2312
  0.2200	  2.7692	  0.2257
  0.2280	  2.7664	  0.2168
  0.2360	  2.5891	  0.2001
  0.2440	  2.4888	  0.1837
  0.2520	  2.4767	  0.1881
  0.2600	  2.1063	  0.1440
  0.2680	  2.2872	  0.1622
  0.2760	  2.0258	  0.1458
  0.2840	  2.0062	  0.1391
  0.2920	  1.8086	  0.1162
  0.3000	  1.8468	  0.1137
  0.3080	  1.6088	  0.1067
  0.3160	  1.7001	  0.1033
  0.3240	  1.8806	  0.1003
  0.3320	  1.7175	  0.0991
  0.3400	  1.5979	  0.0903
  0.3480	  1.6856	  0.0874
  0.3560	  1.7094	  0.0897
  0.3640	  1.6560	  0.0858
  0.3720	  1.6599	  0.0831
  0.3800	  1.8734	  0.0887
  0.3880	  1.9874	  0.0916
  0.3960	  2.1266	  0.0945
  0.4040	  2.0415	  0.0908
  0.4120	  2.2484	  0.0920
  0.4200	  2.2661	  0.0946
  0.4280	  2.5026	  0.1017
  0.4360	  2.7115	  0.1026
  0.4440	  2.6775	  0.1030
  0.4520	  2.7711	  0.1030
  0.4600	  2.9412	  0.1105
  0.4680	  3.1011	  0.1162
  0.4760	  3.3115	  0.1234
  0.4840	  3.4554	  0.1241
  0.4920	  3.4509	  0.1208
  0.5000	  3.5658	  0.1226
  0.5080	  3.8256	  0.1322
  0.5160	  3.7029	  0.1212
  0.5240	  3.7354	  0.1209
  0.5320	  3.7123	  0.1200
  0.5400	  3.7306	  0.1134
  0.5480	  3.5297	  0.0986
  0.5560	  3.3318	  0.0857
  0.5640	  3.1674	  0.0751
  0.5720	  3.1306	  0.0691
  0.5800	  3.1835	  0.0648
  0.5880	  3.3833	  0.0638
  0.5960	  3.3705	  0.0610
  0.6040	  3.5194	  0.0597
  0.6120	  3.6508	  0.0583
  0.6200	  3.8314	  0.0586
  0.6280	  4.0972	  0.0618
  0.6360	  4.2929	  0.0610
  0.6440	  4.5434	  0.0626
  0.6520	  4.7345	  0.0642
  0.6600	  5.0542	  0.0666
  0.6680	  5.3198	  0.0676
  0.6760	  5.5283	  0.0694
  0.6840	  5.8893	  0.0721
  0.6920	  6.1285	  0.0745
  0.7000	  6.5125	  0.0790
  0.7080	  6.6458	  0.0775
  0.7160	  7.0221	  0.0831
  0.7240	  7.3005	  0.0832
  0.7320	  7.6917	  0.0919
  0.7400	  8.0299	  0.0964
  0.7480	  8.5498	  0.1121
  0.7560	  8.8720	  0.1109
  0.7640	  9.2092	  0.1200
  0.7720	  9.5181	  0.1307
  0.7800	  9.8722	  0.1307
  0.7880	 10.1719	  0.1394
  0.7960	  9.2573	  0.0737
