# distance (nm)	f (kT)	df (kT)
  0.0040	 20.4209	  0.1101
  0.0120	 18.2339	  0.0617
  0.0200	 16.9547	  0.0537
  0.0280	 16.0154	  0.0511
  0.0360	 15.4777	  0.0505
  0.0440	 15.0482	  0.0504
  0.0520	 14.8435	  0.0510
  0.0600	 14.7589	  0.0521
  0.0680	 14.9707	  0.0553
  0.0760	 15.1998	  0.0595
  0.0840	 15.5680	  0.0690
  0.0920	 15.9429	  0.0858
  0.1000	 16.1592	  0.1097
  0.1080	 16.2853	  0.1311
  0.1160	 16.0698	  0.1343
  0.1240	 16.4314	  0.1784
  0.1320	 16.2857	  0.1879
  0.1400	 16.7151	  0.2412
  0.1480	 16.0472	  0.2161
  0.1560	 16.2442	  0.2433
  0.1640	 16.2869	  0.2839
  0.1720	 15.7024	  0.2577
  0.1800	 15.7963	  0.2953
  0.1880	 15.1689	  0.2632
  0.1960	 14.8136	  0.2618
  0.2040	 14.6039	  0.2442
  0.2120	 14.1080	  0.2456
  0.2200	 13.9328	  0.2547
  0.2280	 13.4881	  0.2399
  0.2360	 13.0551	  0.2147
  0.2440	 12.5295	  0.1960
  0.2520	 12.3058	  0.2019
  0.2600	 11.3755	  0.1461
  0.2680	 11.4171	  0.1650
  0.2760	 10.9604	  0.1504
  0.2840	 10.6340	  0.1404
  0.2920	  9.8940	  0.1141
  0.3000	  9.5471	  0.1089
  0.3080	  9.2499	  0.1031
  0.3160	  8.8808	  0.0972
  0.3240	  8.5765	  0.0942
  0.3320	  8.2720	  0.0894
  0.3400	  7.8786	  0.0834
  0.3480	  7.6034	  0.0807
  0.3560	  7.4550	  0.0822
  0.3640	  7.1037	  0.0771
  0.3720	  6.8701	  0.0757
  0.3800	  6.8110	  0.0791
  0.3880	  6.6813	  0.0812
  0.3960	  6.5647	  0.0837
  0.4040	  6.2811	  0.0800
  0.4120	  6.1753	  0.0823
  0.4200	  6.0539	  0.0840
  0.4280	  6.0262	  0.0884
  0.4360	  5.8741	  0.0894
  0.4440	  5.7323	  0.0909
  0.4520	  5.5284	  0.0885
  0.4600	  5.5930	  0.0973
  0.4680	  5.5241	  0.1008
  0.4760	  5.4798	  0.1065
  0.4840	  5.3256	  0.1055
  0.4920	  5.1527	  0.1052
  0.5000	  5.0587	  0.1058
  0.5080	  5.0685	  0.1135
  0.5160	  4.7804	  0.1067
  0.5240	  4.6868	  0.1081
  0.5320	  4.6614	  0.1116
  0.5400	  4.4165	  0.1074
  0.5480	  4.0476	  0.0971
  0.5560	  3.5412	  0.0833
  0.5640	  3.0776	  0.0734
  0.5720	  2.6849	  0.0666
  0.5800	  2.3274	  0.0614
  0.5880	  2.1004	  0.0591
  0.5960	  1.8656	  0.0567
  0.6040	  1.6498	  0.0545
  0.6120	  1.4852	  0.0535
  0.6200	  1.3786	  0.0530
  0.6280	  1.4303	  0.0547
  0.6360	  1.3078	  0.0539
  0.6440	  1.2935	  0.0546
  0.6520	  1.3182	  0.0559
  0.6600	  1.3654	  0.0576
  0.6680	  1.3308	  0.0583
  0.6760	  1.3704	  0.0602
  0.6840	  1.4035	  0.0620
  0.6920	  1.4692	  0.0641
  0.7000	  1.5386	  0.0671
  0.7080	  1.4842	  0.0672
  0.7160	  1.5853	  0.0705
  0.7240	  1.5427	  0.0705
  0.7320	  1.7142	  0.0763
  0.7400	  1.8317	  0.0805
  0.7480	  2.1485	  0.0940
  0.7560	  2.0696	  0.0918
  0.7640	  2.2472	  0.1013
  0.7720	  2.4002	  0.1095
  0.7800	  2.3877	  0.1097
  0.7880	  2.4911	  0.1162
  0.7960	  0.0000	  0.0000
