# distance (nm)	f (kT)	df (kT)
  0.0040	 19.4434	  0.1107
  0.0120	 17.2773	  0.0626
  0.0200	 16.0373	  0.0549
  0.0280	 15.1612	  0.0523
  0.0360	 14.7146	  0.0518
  0.0440	 14.4054	  0.0516
  0.0520	 14.3545	  0.0522
  0.0600	 14.4610	  0.0535
  0.0680	 14.8757	  0.0573
  0.0760	 15.3110	  0.0643
  0.0840	 15.7474	  0.0799
  0.0920	 16.0862	  0.1019
  0.1000	 16.2116	  0.1221
  0.1080	 16.4291	  0.1470
  0.1160	 16.3266	  0.1498
  0.1240	 16.7519	  0.2003
  0.1320	 16.6802	  0.2222
  0.1400	 17.3412	  0.2908
  0.1480	 16.4923	  0.2337
  0.1560	 17.0415	  0.2851
  0.1640	 16.9904	  0.3406
  0.1720	 16.3583	  0.2975
  0.1800	 16.5143	  0.3555
  0.1880	 15.7868	  0.3122
  0.1960	 15.3200	  0.2967
  0.2040	 15.3694	  0.3018
  0.2120	 14.5405	  0.2815
  0.2200	 14.3899	  0.2891
  0.2280	 13.8646	  0.2661
  0.2360	 13.4423	  0.2514
  0.2440	 12.7632	  0.2173
  0.2520	 12.4624	  0.2240
  0.2600	 11.5028	  0.1593
  0.2680	 11.4937	  0.1835
  0.2760	 10.9791	  0.1650
  0.2840	 10.7128	  0.1589
  0.2920	  9.8383	  0.1223
  0.3000	  9.4211	  0.1156
  0.3080	  9.1392	  0.1118
  0.3160	  8.6960	  0.1030
  0.3240	  8.3196	  0.0975
  0.3320	  7.9675	  0.0929
  0.3400	  7.6045	  0.0867
  0.3480	  7.2937	  0.0831
  0.3560	  7.1673	  0.0851
  0.3640	  6.7696	  0.0797
  0.3720	  6.5496	  0.0783
  0.3800	  6.4854	  0.0820
  0.3880	  6.3649	  0.0838
  0.3960	  6.2529	  0.0858
  0.4040	  5.9721	  0.0826
  0.4120	  5.8824	  0.0847
  0.4200	  5.7971	  0.0875
  0.4280	  5.7524	  0.0919
  0.4360	  5.5784	  0.0920
  0.4440	  5.5018	  0.0945
  0.4520	  5.2434	  0.0915
  0.4600	  5.4056	  0.1026
  0.4680	  5.3168	  0.1056
  0.4760	  5.2814	  0.1114
  0.4840	  5.0934	  0.1095
  0.4920	  4.9780	  0.1099
  0.5000	  4.8918	  0.1128
  0.5080	  4.8692	  0.1191
  0.5160	  4.6440	  0.1132
  0.5240	  4.5593	  0.1151
  0.5320	  4.6189	  0.1234
  0.5400	  4.4253	  0.1186
  0.5480	  4.1757	  0.1081
  0.5560	  3.6336	  0.0922
  0.5640	  3.2069	  0.0808
  0.5720	  2.7569	  0.0722
  0.5800	  2.3578	  0.0659
  0.5880	  2.0360	  0.0623
  0.5960	  1.8052	  0.0598
  0.6040	  1.5249	  0.0571
  0.6120	  1.3606	  0.0559
  0.6200	  1.2145	  0.0552
  0.6280	  1.2482	  0.0569
  0.6360	  1.1117	  0.0560
  0.6440	  1.0836	  0.0567
  0.6520	  1.1293	  0.0583
  0.6600	  1.1903	  0.0604
  0.6680	  1.1497	  0.0607
  0.6760	  1.2224	  0.0629
  0.6840	  1.2417	  0.0645
  0.6920	  1.3312	  0.0675
  0.7000	  1.3857	  0.0700
  0.7080	  1.3739	  0.0703
  0.7160	  1.4349	  0.0736
  0.7240	  1.3870	  0.0734
  0.7320	  1.5459	  0.0794
  0.7400	  1.6785	  0.0846
  0.7480	  2.0247	  0.0986
  0.7560	  1.8971	  0.0954
  0.7640	  2.1372	  0.1058
  0.7720	  2.2944	  0.1151
  0.7800	  2.2730	  0.1154
  0.7880	  2.3803	  0.1231
  0.7960	  0.0000	  0.0000
