# distance (nm)	f (kT)	df (kT)
  0.0040	  4.0960	  0.0124
  0.0120	  2.2531	  0.0065
  0.0200	  1.4265	  0.0056
  0.0280	  1.0235	  0.0053
  0.0360	  0.8845	  0.0052
  0.0440	  0.9646	  0.0052
  0.0520	  1.2391	  0.0053
  0.0600	  1.6966	  0.0055
  0.0680	  2.3492	  0.0059
  0.0760	  3.1349	  0.0066
  0.0840	  3.9687	  0.0080
  0.0920	  4.7088	  0.0103
  0.1000	  5.3237	  0.0129
  0.1080	  5.8277	  0.0153
  0.1160	  6.2650	  0.0175
  0.1240	  6.6995	  0.0200
  0.1320	  7.1002	  0.0227
  0.1400	  7.4371	  0.0249
  0.1480	  7.7136	  0.0270
  0.1560	  7.9661	  0.0287
  0.1640	  8.1941	  0.0306
  0.1720	  8.3285	  0.0312
  0.1800	  8.4471	  0.0324
  0.1880	  8.3909	  0.0313
  0.1960	  8.4071	  0.0305
  0.2040	  8.4029	  0.0301
  0.2120	  8.2640	  0.0284
  0.2200	  8.1395	  0.0269
  0.2280	  8.0495	  0.0254
  0.2360	  7.8609	  0.0235
  0.2440	  7.6720	  0.0215
  0.2520	  7.4798	  0.0199
  0.2600	  7.2613	  0.0180
  0.2680	  7.0551	  0.0164
  0.2760	  6.8912	  0.0151
  0.2840	  6.6935	  0.0138
  0.2920	  6.5145	  0.0127
  0.3000	  6.3281	  0.0117
  0.3080	  6.1832	  0.0109
  0.3160	  6.0680	  0.0103
  0.3240	  5.9727	  0.0099
  0.3320	  5.8801	  0.0095
  0.3400	  5.8092	  0.0092
  0.3480	  5.7774	  0.0090
  0.3560	  5.7444	  0.0088
  0.3640	  5.7415	  0.0088
  0.3720	  5.7282	  0.0087
  0.3800	  5.7671	  0.0087
  0.3880	  5.7893	  0.0088
  0.3960	  5.8223	  0.0088
  0.4040	  5.8834	  0.0090
  0.4120	  5.9466	  0.0091
  0.4200	  6.0068	  0.0093
  0.4280	  6.0819	  0.0095
  0.4360	  6.1508	  0.0097
  0.4440	  6.2380	  0.0100
  0.4520	  6.2903	  0.0102
  0.4600	  6.3789	  0.0106
  0.4680	  6.4508	  0.0109
  0.4760	  6.5022	  0.0111
  0.4840	  6.5644	  0.0114
  0.4920	  6.6249	  0.0117
  0.5000	  6.6769	  0.0120
  0.5080	  6.7133	  0.0122
  0.5160	  6.7679	  0.0125
  0.5240	  6.7909	  0.0126
  0.5320	  6.7644	  0.0124
  0.5400	  6.6335	  0.0117
  0.5480	  6.4222	  0.0108
  0.5560	  6.1309	  0.0098
  0.5640	  5.7841	  0.0088
  0.5720	  5.4675	  0.0081
  0.5800	  5.1592	  0.0075
  0.5880	  4.9210	  0.0072
  0.5960	  4.7278	  0.0069
  0.6040	  4.5822	  0.0068
  0.6120	  4.4797	  0.0067
  0.6200	  4.4219	  0.0067
  0.6280	  4.3976	  0.0067
  0.6360	  4.3964	  0.0067
  0.6440	  4.4219	  0.0068
  0.6520	  4.4620	  0.0069
  0.6600	  4.5064	  0.0071
  0.6680	  4.5493	  0.0072
  0.6760	  4.5983	  0.0074
  0.6840	  4.6450	  0.0076
  0.6920	  4.7040	  0.0078
  0.7000	  4.7495	  0.0080
  0.7080	  4.7971	  0.0083
  0.7160	  4.8563	  0.0086
  0.7240	  4.9316	  0.0089
  0.7320	  5.0139	  0.0093
  0.7400	  5.0875	  0.0097
  0.7480	  5.2008	  0.0102
  0.7560	  5.3167	  0.0108
  0.7640	  5.4346	  0.0115
  0.7720	  5.5492	  0.0122
  0.7800	  5.6762	  0.0130
  0.7880	  5.7524	  0.0137
  0.7960	  0.0000	  0.0000
