# distance (nm)	f (kT)	df (kT)
  0.0040	  4.1400	  0.0104
  0.0120	  2.1930	  0.0045
  0.0200	  1.2276	  0.0033
  0.0280	  0.6412	  0.0030
  0.0360	  0.2721	  0.0028
  0.0440	  0.0696	  0.0028
  0.0520	  0.0000	  0.0000
  0.0600	  0.0497	  0.0032
  0.0680	  0.2262	  0.0037
  0.0760	  0.5100	  0.0044
  0.0840	  0.8966	  0.0053
  0.0920	  1.3906	  0.0067
  0.1000	  1.9247	  0.0083
  0.1080	  2.4400	  0.0103
  0.1160	  2.9165	  0.0123
  0.1240	  3.3072	  0.0144
  0.1320	  3.6405	  0.0165
  0.1400	  3.8889	  0.0181
  0.1480	  4.1063	  0.0196
  0.1560	  4.3102	  0.0209
  0.1640	  4.5400	  0.0224
  0.1720	  4.6632	  0.0228
  0.1800	  4.8584	  0.0238
  0.1880	  4.9206	  0.0233
  0.1960	  5.0101	  0.0230
  0.2040	  5.0737	  0.0225
  0.2120	  5.1771	  0.0220
  0.2200	  5.1833	  0.0208
  0.2280	  5.2555	  0.0200
  0.2360	  5.2895	  0.0189
  0.2440	  5.3218	  0.0177
  0.2520	  5.3567	  0.0166
  0.2600	  5.3980	  0.0155
  0.2680	  5.4224	  0.0144
  0.2760	  5.4561	  0.0135
  0.2840	  5.5163	  0.0126
  0.2920	  5.5673	  0.0118
  0.3000	  5.6097	  0.0110
  0.3080	  5.7022	  0.0105
  0.3160	  5.7870	  0.0100
  0.3240	  5.9184	  0.0097
  0.3320	  6.0097	  0.0093
  0.3400	  6.1612	  0.0091
  0.3480	  6.3042	  0.0090
  0.3560	  6.4758	  0.0088
  0.3640	  6.6438	  0.0088
  0.3720	  6.8220	  0.0088
  0.3800	  7.0312	  0.0089
  0.3880	  7.2242	  0.0089
  0.3960	  7.4494	  0.0090
  0.4040	  7.6756	  0.0093
  0.4120	  7.9141	  0.0095
  0.4200	  8.1493	  0.0097
  0.4280	  8.3904	  0.0099
  0.4360	  8.6483	  0.0102
  0.4440	  8.9137	  0.0105
  0.4520	  9.1578	  0.0107
  0.4600	  9.4389	  0.0111
  0.4680	  9.7062	  0.0114
  0.4760	  9.9398	  0.0116
  0.4840	 10.2114	  0.0119
  0.4920	 10.4925	  0.0122
  0.5000	 10.7378	  0.0125
  0.5080	 10.9241	  0.0126
  0.5160	 11.1209	  0.0128
  0.5240	 11.2345	  0.0125
  0.5320	 11.2617	  0.0116
  0.5400	 11.2629	  0.0105
  0.5480	 11.2764	  0.0094
  0.5560	 11.3174	  0.0085
  0.5640	 11.3529	  0.0076
  0.5720	 11.4649	  0.0070
  0.5800	 11.6051	  0.0065
  0.5880	 11.7886	  0.0062
  0.5960	 12.0067	  0.0060
  0.6040	 12.2733	  0.0059
  0.6120	 12.5536	  0.0058
  0.6200	 12.8672	  0.0058
  0.6280	 13.2054	  0.0059
  0.6360	 13.5637	  0.0060
  0.6440	 13.9390	  0.0061
  0.6520	 14.3170	  0.0063
  0.6600	 14.7116	  0.0065
  0.6680	 15.1014	  0.0067
  0.6760	 15.4993	  0.0069
  0.6840	 15.8971	  0.0071
  0.6920	 16.3230	  0.0074
  0.7000	 16.7500	  0.0076
  0.7080	 17.1802	  0.0079
  0.7160	 17.6297	  0.0083
  0.7240	 18.0756	  0.0087
  0.7320	 18.5517	  0.0092
  0.7400	 19.0162	  0.0096
  0.7480	 19.5016	  0.0103
  0.7560	 19.9959	  0.0110
  0.7640	 20.4720	  0.0117
  0.7720	 20.9470	  0.0125
  0.7800	 21.4403	  0.0134
  0.7880	 21.9379	  0.0142
  0.7960	 21.4206	  0.0082
