# distance (nm)	f (kT)	df (kT)
  0.0040	 20.1716	  0.0113
  0.0120	 17.9251	  0.0063
  0.0200	 16.6519	  0.0056
  0.0280	 15.7834	  0.0053
  0.0360	 15.1690	  0.0053
  0.0440	 14.7648	  0.0053
  0.0520	 14.5467	  0.0053
  0.0600	 14.5068	  0.0054
  0.0680	 14.6502	  0.0057
  0.0760	 14.9337	  0.0062
  0.0840	 15.2987	  0.0071
  0.0920	 15.6358	  0.0087
  0.1000	 15.8486	  0.0108
  0.1080	 15.9651	  0.0128
  0.1160	 15.9917	  0.0147
  0.1240	 16.0247	  0.0168
  0.1320	 16.0201	  0.0189
  0.1400	 15.9571	  0.0207
  0.1480	 15.8807	  0.0225
  0.1560	 15.7427	  0.0239
  0.1640	 15.6349	  0.0258
  0.1720	 15.4175	  0.0263
  0.1800	 15.2164	  0.0273
  0.1880	 14.8764	  0.0267
  0.1960	 14.5514	  0.0260
  0.2040	 14.2405	  0.0256
  0.2120	 13.8557	  0.0245
  0.2200	 13.4537	  0.0232
  0.2280	 13.0742	  0.0220
  0.2360	 12.6385	  0.0205
  0.2440	 12.1876	  0.0189
  0.2520	 11.7692	  0.0176
  0.2600	 11.3119	  0.0161
  0.2680	 10.8632	  0.0147
  0.2760	 10.4626	  0.0137
  0.2840	 10.0352	  0.0126
  0.2920	  9.6276	  0.0116
  0.3000	  9.2232	  0.0107
  0.3080	  8.8619	  0.0101
  0.3160	  8.5209	  0.0096
  0.3240	  8.2167	  0.0092
  0.3320	  7.9015	  0.0088
  0.3400	  7.6284	  0.0085
  0.3480	  7.3770	  0.0084
  0.3560	  7.1425	  0.0082
  0.3640	  6.9277	  0.0081
  0.3720	  6.7122	  0.0081
  0.3800	  6.5473	  0.0081
  0.3880	  6.3715	  0.0081
  0.3960	  6.2105	  0.0082
  0.4040	  6.0785	  0.0083
  0.4120	  5.9468	  0.0085
  0.4200	  5.8205	  0.0086
  0.4280	  5.7028	  0.0088
  0.4360	  5.5885	  0.0090
  0.4440	  5.4996	  0.0093
  0.4520	  5.3812	  0.0095
  0.4600	  5.3010	  0.0098
  0.4680	  5.2059	  0.0100
  0.4760	  5.0881	  0.0102
  0.4840	  5.0039	  0.0105
  0.4920	  4.9138	  0.0107
  0.5000	  4.8256	  0.0110
  0.5080	  4.7111	  0.0111
  0.5160	  4.6327	  0.0114
  0.5240	  4.5107	  0.0114
  0.5320	  4.3241	  0.0110
  0.5400	  4.0396	  0.0102
  0.5480	  3.6893	  0.0094
  0.5560	  3.2851	  0.0085
  0.5640	  2.8543	  0.0076
  0.5720	  2.4734	  0.0069
  0.5800	  2.1181	  0.0064
  0.5880	  1.8274	  0.0061
  0.5960	  1.5838	  0.0058
  0.6040	  1.3990	  0.0057
  0.6120	  1.2527	  0.0056
  0.6200	  1.1563	  0.0055
  0.6280	  1.0913	  0.0055
  0.6360	  1.0581	  0.0056
  0.6440	  1.0514	  0.0057
  0.6520	  1.0583	  0.0058
  0.6600	  1.0775	  0.0059
  0.6680	  1.0947	  0.0060
  0.6760	  1.1267	  0.0062
  0.6840	  1.1513	  0.0063
  0.6920	  1.2002	  0.0066
  0.7000	  1.2427	  0.0068
  0.7080	  1.2885	  0.0070
  0.7160	  1.3477	  0.0072
  0.7240	  1.4168	  0.0075
  0.7320	  1.5135	  0.0079
  0.7400	  1.5922	  0.0083
  0.7480	  1.7145	  0.0088
  0.7560	  1.8317	  0.0093
  0.7640	  1.9519	  0.0099
  0.7720	  2.0685	  0.0106
  0.7800	  2.1957	  0.0113
  0.7880	  2.2981	  0.0120
  0.7960	  0.0000	  0.0000
