# distance (nm)	f (kT)	df (kT)
  0.0040	 20.6562	  0.0113
  0.0120	 18.4005	  0.0063
  0.0200	 17.1101	  0.0055
  0.0280	 16.2146	  0.0053
  0.0360	 15.5617	  0.0052
  0.0440	 15.1056	  0.0052
  0.0520	 14.8202	  0.0053
  0.0600	 14.6962	  0.0054
  0.0680	 14.7416	  0.0057
  0.0760	 14.9251	  0.0061
  0.0840	 15.2125	  0.0068
  0.0920	 15.5311	  0.0081
  0.1000	 15.7606	  0.0100
  0.1080	 15.8795	  0.0121
  0.1160	 15.8940	  0.0140
  0.1240	 15.8972	  0.0160
  0.1320	 15.8675	  0.0180
  0.1400	 15.7761	  0.0196
  0.1480	 15.6763	  0.0213
  0.1560	 15.5242	  0.0226
  0.1640	 15.4017	  0.0243
  0.1720	 15.1750	  0.0248
  0.1800	 14.9736	  0.0257
  0.1880	 14.6424	  0.0251
  0.1960	 14.3231	  0.0246
  0.2040	 14.0153	  0.0241
  0.2120	 13.6545	  0.0233
  0.2200	 13.2670	  0.0219
  0.2280	 12.9049	  0.0210
  0.2360	 12.4945	  0.0196
  0.2440	 12.0740	  0.0182
  0.2520	 11.6807	  0.0170
  0.2600	 11.2544	  0.0156
  0.2680	 10.8312	  0.0143
  0.2760	 10.4484	  0.0133
  0.2840	 10.0513	  0.0123
  0.2920	  9.6661	  0.0114
  0.3000	  9.2811	  0.0106
  0.3080	  8.9387	  0.0100
  0.3160	  8.6114	  0.0095
  0.3240	  8.3220	  0.0092
  0.3320	  8.0137	  0.0088
  0.3400	  7.7531	  0.0085
  0.3480	  7.5055	  0.0084
  0.3560	  7.2774	  0.0082
  0.3640	  7.0647	  0.0082
  0.3720	  6.8518	  0.0081
  0.3800	  6.6838	  0.0082
  0.3880	  6.5067	  0.0082
  0.3960	  6.3442	  0.0082
  0.4040	  6.2095	  0.0084
  0.4120	  6.0725	  0.0085
  0.4200	  5.9419	  0.0087
  0.4280	  5.8169	  0.0089
  0.4360	  5.6997	  0.0090
  0.4440	  5.6026	  0.0093
  0.4520	  5.4796	  0.0095
  0.4600	  5.3935	  0.0098
  0.4680	  5.2936	  0.0100
  0.4760	  5.1683	  0.0102
  0.4840	  5.0780	  0.0105
  0.4920	  4.9845	  0.0107
  0.5000	  4.8898	  0.0110
  0.5080	  4.7653	  0.0111
  0.5160	  4.6725	  0.0113
  0.5240	  4.5249	  0.0112
  0.5320	  4.2935	  0.0107
  0.5400	  3.9684	  0.0100
  0.5480	  3.5951	  0.0091
  0.5560	  3.1932	  0.0082
  0.5640	  2.7782	  0.0074
  0.5720	  2.4238	  0.0068
  0.5800	  2.0958	  0.0063
  0.5880	  1.8287	  0.0060
  0.5960	  1.6057	  0.0058
  0.6040	  1.4395	  0.0056
  0.6120	  1.3065	  0.0056
  0.6200	  1.2179	  0.0055
  0.6280	  1.1584	  0.0055
  0.6360	  1.1289	  0.0056
  0.6440	  1.1217	  0.0057
  0.6520	  1.1258	  0.0058
  0.6600	  1.1433	  0.0059
  0.6680	  1.1569	  0.0060
  0.6760	  1.1851	  0.0062
  0.6840	  1.2054	  0.0064
  0.6920	  1.2507	  0.0066
  0.7000	  1.2931	  0.0068
  0.7080	  1.3377	  0.0070
  0.7160	  1.3991	  0.0072
  0.7240	  1.4668	  0.0075
  0.7320	  1.5634	  0.0079
  0.7400	  1.6426	  0.0083
  0.7480	  1.7614	  0.0088
  0.7560	  1.8775	  0.0093
  0.7640	  1.9916	  0.0099
  0.7720	  2.1008	  0.0106
  0.7800	  2.2261	  0.0113
  0.7880	  2.3297	  0.0120
  0.7960	  0.0000	  0.0000
