# distance (nm)	f (kT)	df (kT)
  0.0040	  4.6586	  0.0123
  0.0120	  2.5782	  0.0081
  0.0200	  1.4884	  0.0075
  0.0280	  0.8074	  0.0073
  0.0360	  0.3815	  0.0073
  0.0440	  0.1669	  0.0073
  0.0520	  0.1382	  0.0073
  0.0600	  0.2878	  0.0074
  0.0680	  0.6207	  0.0076
  0.0760	  1.0949	  0.0079
  0.0840	  1.6514	  0.0087
  0.0920	  2.1825	  0.0100
  0.1000	  2.5892	  0.0119
  0.1080	  2.9003	  0.0138
  0.1160	  3.1202	  0.0155
  0.1240	  3.3442	  0.0175
  0.1320	  3.5331	  0.0195
  0.1400	  3.6639	  0.0212
  0.1480	  3.7805	  0.0230
  0.1560	  3.8349	  0.0244
  0.1640	  3.9215	  0.0262
  0.1720	  3.8955	  0.0267
  0.1800	  3.8882	  0.0277
  0.1880	  3.7408	  0.0271
  0.1960	  3.6083	  0.0264
  0.2040	  3.4912	  0.0260
  0.2120	  3.3003	  0.0250
  0.2200	  3.0890	  0.0236
  0.2280	  2.9022	  0.0226
  0.2360	  2.6616	  0.0211
  0.2440	  2.4018	  0.0195
  0.2520	  2.1750	  0.0183
  0.2600	  1.9111	  0.0169
  0.2680	  1.6535	  0.0155
  0.2760	  1.4456	  0.0145
  0.2840	  1.2095	  0.0135
  0.2920	  0.9943	  0.0126
  0.3000	  0.7829	  0.0119
  0.3080	  0.6146	  0.0113
  0.3160	  0.4651	  0.0108
  0.3240	  0.3526	  0.0105
  0.3320	  0.2296	  0.0101
  0.3400	  0.1475	  0.0099
  0.3480	  0.0895	  0.0098
  0.3560	  0.0459	  0.0097
  0.3640	  0.0242	  0.0096
  0.3720	  0.0000	  0.0000
  0.3800	  0.0282	  0.0096
  0.3880	  0.0443	  0.0096
  0.3960	  0.0752	  0.0097
  0.4040	  0.1349	  0.0098
  0.4120	  0.1958	  0.0099
  0.4200	  0.2623	  0.0101
  0.4280	  0.3360	  0.0102
  0.4360	  0.4147	  0.0104
  0.4440	  0.5177	  0.0107
  0.4520	  0.5915	  0.0108
  0.4600	  0.7041	  0.0111
  0.4680	  0.8003	  0.0113
  0.4760	  0.8762	  0.0115
  0.4840	  0.9839	  0.0117
  0.4920	  1.0861	  0.0120
  0.5000	  1.1898	  0.0122
  0.5080	  1.2684	  0.0123
  0.5160	  1.3816	  0.0126
  0.5240	  1.4539	  0.0126
  0.5320	  1.4612	  0.0123
  0.5400	  1.3695	  0.0116
  0.5480	  1.2122	  0.0108
  0.5560	  1.0021	  0.0101
  0.5640	  0.7638	  0.0094
  0.5720	  0.5742	  0.0089
  0.5800	  0.4103	  0.0085
  0.5880	  0.3114	  0.0082
  0.5960	  0.2593	  0.0081
  0.6040	  0.2662	  0.0080
  0.6120	  0.3114	  0.0079
  0.6200	  0.4069	  0.0079
  0.6280	  0.5340	  0.0079
  0.6360	  0.6925	  0.0080
  0.6440	  0.8778	  0.0080
  0.6520	  1.0769	  0.0081
  0.6600	  1.2888	  0.0082
  0.6680	  1.4981	  0.0083
  0.6760	  1.7224	  0.0085
  0.6840	  1.9397	  0.0086
  0.6920	  2.1806	  0.0087
  0.7000	  2.4148	  0.0089
  0.7080	  2.6535	  0.0091
  0.7160	  2.9043	  0.0093
  0.7240	  3.1655	  0.0095
  0.7320	  3.4551	  0.0098
  0.7400	  3.7258	  0.0101
  0.7480	  4.0394	  0.0106
  0.7560	  4.3495	  0.0110
  0.7640	  4.6623	  0.0116
  0.7720	  4.9706	  0.0121
  0.7800	  5.2897	  0.0128
  0.7880	  5.5858	  0.0134
  0.7960	  4.5216	  0.0087
