# distance (nm)	f (kT)	df (kT)
  0.0040	 12.1767	  0.0115
  0.0120	 10.0461	  0.0067
  0.0200	  8.9494	  0.0060
  0.0280	  8.3261	  0.0058
  0.0360	  8.0357	  0.0057
  0.0440	  8.0473	  0.0057
  0.0520	  8.3410	  0.0058
  0.0600	  8.8902	  0.0061
  0.0680	  9.5975	  0.0069
  0.0760	 10.2594	  0.0085
  0.0840	 10.7943	  0.0107
  0.0920	 11.2217	  0.0129
  0.1000	 11.6194	  0.0155
  0.1080	 12.0034	  0.0185
  0.1160	 12.3128	  0.0214
  0.1240	 12.6332	  0.0250
  0.1320	 12.8830	  0.0286
  0.1400	 13.0827	  0.0323
  0.1480	 13.2098	  0.0351
  0.1560	 13.2377	  0.0375
  0.1640	 13.2551	  0.0419
  0.1720	 13.1985	  0.0428
  0.1800	 13.0657	  0.0436
  0.1880	 12.6950	  0.0420
  0.1960	 12.4412	  0.0413
  0.2040	 12.0779	  0.0408
  0.2120	 11.6253	  0.0383
  0.2200	 11.1106	  0.0360
  0.2280	 10.6779	  0.0339
  0.2360	 10.1243	  0.0309
  0.2440	  9.5268	  0.0277
  0.2520	  8.9636	  0.0252
  0.2600	  8.3638	  0.0224
  0.2680	  7.8014	  0.0199
  0.2760	  7.3031	  0.0184
  0.2840	  6.7486	  0.0163
  0.2920	  6.2427	  0.0147
  0.3000	  5.7601	  0.0134
  0.3080	  5.3338	  0.0123
  0.3160	  4.9477	  0.0116
  0.3240	  4.6160	  0.0109
  0.3320	  4.2955	  0.0104
  0.3400	  4.0108	  0.0100
  0.3480	  3.7763	  0.0097
  0.3560	  3.5724	  0.0095
  0.3640	  3.3911	  0.0094
  0.3720	  3.2216	  0.0093
  0.3800	  3.1265	  0.0093
  0.3880	  3.0110	  0.0093
  0.3960	  2.9264	  0.0094
  0.4040	  2.8702	  0.0096
  0.4120	  2.8214	  0.0097
  0.4200	  2.7786	  0.0099
  0.4280	  2.7661	  0.0102
  0.4360	  2.7271	  0.0104
  0.4440	  2.7401	  0.0108
  0.4520	  2.7104	  0.0110
  0.4600	  2.7207	  0.0114
  0.4680	  2.7142	  0.0117
  0.4760	  2.6931	  0.0120
  0.4840	  2.6997	  0.0124
  0.4920	  2.6988	  0.0127
  0.5000	  2.6962	  0.0131
  0.5080	  2.6736	  0.0133
  0.5160	  2.6920	  0.0138
  0.5240	  2.6782	  0.0140
  0.5320	  2.6555	  0.0142
  0.5400	  2.6014	  0.0141
  0.5480	  2.5016	  0.0135
  0.5560	  2.3086	  0.0122
  0.5640	  1.9616	  0.0104
  0.5720	  1.5545	  0.0091
  0.5800	  1.1378	  0.0081
  0.5880	  0.7947	  0.0075
  0.5960	  0.5047	  0.0071
  0.6040	  0.2842	  0.0068
  0.6120	  0.1243	  0.0066
  0.6200	  0.0407	  0.0065
  0.6280	  0.0000	  0.0000
  0.6360	  0.0082	  0.0066
  0.6440	  0.0578	  0.0067
  0.6520	  0.1315	  0.0068
  0.6600	  0.2204	  0.0070
  0.6680	  0.3170	  0.0072
  0.6760	  0.4308	  0.0074
  0.6840	  0.5462	  0.0076
  0.6920	  0.6788	  0.0079
  0.7000	  0.8012	  0.0081
  0.7080	  0.9224	  0.0084
  0.7160	  1.0382	  0.0087
  0.7240	  1.1727	  0.0090
  0.7320	  1.3274	  0.0095
  0.7400	  1.4631	  0.0099
  0.7480	  1.6660	  0.0106
  0.7560	  1.8445	  0.0113
  0.7640	  2.0524	  0.0121
  0.7720	  2.2626	  0.0130
  0.7800	  2.4549	  0.0139
  0.7880	  2.6303	  0.0147
  0.7960	  0.9989	  0.0071
