# distance (nm)	f (kT)	df (kT)
  0.0040	 15.8759	  0.0116
  0.0120	 13.6527	  0.0068
  0.0200	 12.3810	  0.0061
  0.0280	 11.4812	  0.0058
  0.0360	 10.7967	  0.0058
  0.0440	 10.2770	  0.0058
  0.0520	  9.8902	  0.0058
  0.0600	  9.6223	  0.0060
  0.0680	  9.4816	  0.0062
  0.0760	  9.4473	  0.0066
  0.0840	  9.5165	  0.0073
  0.0920	  9.6928	  0.0083
  0.1000	  9.9057	  0.0097
  0.1080	 10.0986	  0.0114
  0.1160	 10.2528	  0.0133
  0.1240	 10.3221	  0.0153
  0.1320	 10.3324	  0.0173
  0.1400	 10.2567	  0.0188
  0.1480	 10.1547	  0.0202
  0.1560	 10.0381	  0.0215
  0.1640	  9.9457	  0.0230
  0.1720	  9.7497	  0.0233
  0.1800	  9.6215	  0.0243
  0.1880	  9.3612	  0.0238
  0.1960	  9.1317	  0.0235
  0.2040	  8.8744	  0.0230
  0.2120	  8.6533	  0.0225
  0.2200	  8.3441	  0.0213
  0.2280	  8.0916	  0.0205
  0.2360	  7.8035	  0.0194
  0.2440	  7.5175	  0.0182
  0.2520	  7.2318	  0.0172
  0.2600	  6.9505	  0.0161
  0.2680	  6.6561	  0.0150
  0.2760	  6.3696	  0.0142
  0.2840	  6.1116	  0.0133
  0.2920	  5.8408	  0.0126
  0.3000	  5.5621	  0.0118
  0.3080	  5.3326	  0.0113
  0.3160	  5.0983	  0.0109
  0.3240	  4.9089	  0.0106
  0.3320	  4.6796	  0.0102
  0.3400	  4.5132	  0.0100
  0.3480	  4.3345	  0.0098
  0.3560	  4.1862	  0.0097
  0.3640	  4.0337	  0.0097
  0.3720	  3.8919	  0.0096
  0.3800	  3.7786	  0.0097
  0.3880	  3.6516	  0.0098
  0.3960	  3.5574	  0.0099
  0.4040	  3.4642	  0.0101
  0.4120	  3.3822	  0.0102
  0.4200	  3.2957	  0.0104
  0.4280	  3.2176	  0.0106
  0.4360	  3.1540	  0.0108
  0.4440	  3.0993	  0.0111
  0.4520	  3.0231	  0.0113
  0.4600	  2.9825	  0.0117
  0.4680	  2.9299	  0.0120
  0.4760	  2.8427	  0.0121
  0.4840	  2.7938	  0.0124
  0.4920	  2.7546	  0.0127
  0.5000	  2.6788	  0.0130
  0.5080	  2.5432	  0.0131
  0.5160	  2.4185	  0.0132
  0.5240	  2.2077	  0.0130
  0.5320	  1.9113	  0.0121
  0.5400	  1.5930	  0.0110
  0.5480	  1.2861	  0.0100
  0.5560	  1.0076	  0.0091
  0.5640	  0.7230	  0.0083
  0.5720	  0.5163	  0.0077
  0.5800	  0.3374	  0.0073
  0.5880	  0.2005	  0.0070
  0.5960	  0.0994	  0.0068
  0.6040	  0.0455	  0.0067
  0.6120	  0.0064	  0.0066
  0.6200	  0.0000	  0.0000
  0.6280	  0.0180	  0.0067
  0.6360	  0.0568	  0.0068
  0.6440	  0.1110	  0.0069
  0.6520	  0.1689	  0.0070
  0.6600	  0.2420	  0.0072
  0.6680	  0.3113	  0.0074
  0.6760	  0.3888	  0.0076
  0.6840	  0.4660	  0.0077
  0.6920	  0.5717	  0.0080
  0.7000	  0.6786	  0.0082
  0.7080	  0.7889	  0.0085
  0.7160	  0.9179	  0.0088
  0.7240	  1.0438	  0.0092
  0.7320	  1.1983	  0.0096
  0.7400	  1.3432	  0.0101
  0.7480	  1.5092	  0.0107
  0.7560	  1.6832	  0.0114
  0.7640	  1.8377	  0.0121
  0.7720	  1.9919	  0.0128
  0.7800	  2.1659	  0.0136
  0.7880	  2.3418	  0.0144
  0.7960	  0.4712	  0.0068
