# distance (nm)	f (kT)	df (kT)
  0.0040	  5.0556	  0.0124
  0.0120	  3.1939	  0.0064
  0.0200	  2.3319	  0.0055
  0.0280	  1.8730	  0.0052
  0.0360	  1.6536	  0.0051
  0.0440	  1.6252	  0.0051
  0.0520	  1.7583	  0.0052
  0.0600	  2.0393	  0.0054
  0.0680	  2.4884	  0.0057
  0.0760	  3.0721	  0.0062
  0.0840	  3.7603	  0.0071
  0.0920	  4.4821	  0.0087
  0.1000	  5.1257	  0.0110
  0.1080	  5.6267	  0.0135
  0.1160	  6.0259	  0.0157
  0.1240	  6.3927	  0.0178
  0.1320	  6.7407	  0.0202
  0.1400	  7.0173	  0.0220
  0.1480	  7.2481	  0.0236
  0.1560	  7.4681	  0.0252
  0.1640	  7.6587	  0.0268
  0.1720	  7.7770	  0.0274
  0.1800	  7.8971	  0.0284
  0.1880	  7.8634	  0.0274
  0.1960	  7.8842	  0.0270
  0.2040	  7.8942	  0.0263
  0.2120	  7.8085	  0.0253
  0.2200	  7.7202	  0.0237
  0.2280	  7.6600	  0.0227
  0.2360	  7.5268	  0.0211
  0.2440	  7.3979	  0.0195
  0.2520	  7.2657	  0.0181
  0.2600	  7.1122	  0.0167
  0.2680	  6.9606	  0.0153
  0.2760	  6.8352	  0.0142
  0.2840	  6.6994	  0.0131
  0.2920	  6.5721	  0.0121
  0.3000	  6.4262	  0.0112
  0.3080	  6.3221	  0.0106
  0.3160	  6.2350	  0.0100
  0.3240	  6.1734	  0.0097
  0.3320	  6.0976	  0.0093
  0.3400	  6.0523	  0.0090
  0.3480	  6.0311	  0.0088
  0.3560	  6.0110	  0.0087
  0.3640	  6.0135	  0.0087
  0.3720	  6.0069	  0.0086
  0.3800	  6.0413	  0.0087
  0.3880	  6.0633	  0.0087
  0.3960	  6.0922	  0.0088
  0.4040	  6.1495	  0.0089
  0.4120	  6.2010	  0.0091
  0.4200	  6.2539	  0.0092
  0.4280	  6.3143	  0.0094
  0.4360	  6.3773	  0.0096
  0.4440	  6.4496	  0.0099
  0.4520	  6.4918	  0.0101
  0.4600	  6.5698	  0.0104
  0.4680	  6.6331	  0.0107
  0.4760	  6.6698	  0.0109
  0.4840	  6.7211	  0.0112
  0.4920	  6.7737	  0.0115
  0.5000	  6.8141	  0.0117
  0.5080	  6.8334	  0.0119
  0.5160	  6.8657	  0.0121
  0.5240	  6.8463	  0.0120
  0.5320	  6.7383	  0.0116
  0.5400	  6.5242	  0.0108
  0.5480	  6.2596	  0.0100
  0.5560	  5.9589	  0.0091
  0.5640	  5.6376	  0.0083
  0.5720	  5.3725	  0.0077
  0.5800	  5.1176	  0.0072
  0.5880	  4.9250	  0.0069
  0.5960	  4.7728	  0.0067
  0.6040	  4.6674	  0.0066
  0.6120	  4.5913	  0.0065
  0.6200	  4.5500	  0.0065
  0.6280	  4.5373	  0.0065
  0.6360	  4.5435	  0.0066
  0.6440	  4.5699	  0.0067
  0.6520	  4.6039	  0.0068
  0.6600	  4.6444	  0.0070
  0.6680	  4.6786	  0.0071
  0.6760	  4.7218	  0.0073
  0.6840	  4.7587	  0.0075
  0.6920	  4.8096	  0.0077
  0.7000	  4.8553	  0.0079
  0.7080	  4.8999	  0.0081
  0.7160	  4.9628	  0.0084
  0.7240	  5.0350	  0.0087
  0.7320	  5.1192	  0.0091
  0.7400	  5.1915	  0.0095
  0.7480	  5.2969	  0.0101
  0.7560	  5.4136	  0.0106
  0.7640	  5.5188	  0.0113
  0.7720	  5.6183	  0.0120
  0.7800	  5.7409	  0.0128
  0.7880	  5.8202	  0.0134
  0.7960	  0.0000	  0.0000
