# distance (nm)	f (kT)	df (kT)
  0.0040	  3.3281	  0.0103
  0.0120	  1.4029	  0.0043
  0.0200	  0.5218	  0.0031
  0.0280	  0.1033	  0.0027
  0.0360	  0.0000	  0.0000
  0.0440	  0.1780	  0.0026
  0.0520	  0.6172	  0.0028
  0.0600	  1.3024	  0.0032
  0.0680	  2.1772	  0.0042
  0.0760	  3.0735	  0.0060
  0.0840	  3.8608	  0.0085
  0.0920	  4.5113	  0.0109
  0.1000	  5.1103	  0.0134
  0.1080	  5.6951	  0.0163
  0.1160	  6.2047	  0.0189
  0.1240	  6.7239	  0.0222
  0.1320	  7.1853	  0.0254
  0.1400	  7.5992	  0.0285
  0.1480	  7.9469	  0.0312
  0.1560	  8.2093	  0.0333
  0.1640	  8.4810	  0.0369
  0.1720	  8.6518	  0.0375
  0.1800	  8.7736	  0.0385
  0.1880	  8.6844	  0.0372
  0.1960	  8.6880	  0.0362
  0.2040	  8.6199	  0.0360
  0.2120	  8.4574	  0.0339
  0.2200	  8.2474	  0.0319
  0.2280	  8.0992	  0.0300
  0.2360	  7.8528	  0.0275
  0.2440	  7.5619	  0.0246
  0.2520	  7.3064	  0.0226
  0.2600	  7.0146	  0.0200
  0.2680	  6.7508	  0.0179
  0.2760	  6.5534	  0.0164
  0.2840	  6.2987	  0.0146
  0.2920	  6.0880	  0.0131
  0.3000	  5.8983	  0.0119
  0.3080	  5.7605	  0.0109
  0.3160	  5.6579	  0.0102
  0.3240	  5.6025	  0.0096
  0.3320	  5.5563	  0.0090
  0.3400	  5.5441	  0.0086
  0.3480	  5.5809	  0.0084
  0.3560	  5.6372	  0.0082
  0.3640	  5.7228	  0.0081
  0.3720	  5.8127	  0.0080
  0.3800	  5.9749	  0.0081
  0.3880	  6.1175	  0.0081
  0.3960	  6.2852	  0.0082
  0.4040	  6.4825	  0.0084
  0.4120	  6.6873	  0.0086
  0.4200	  6.8987	  0.0088
  0.4280	  7.1325	  0.0091
  0.4360	  7.3486	  0.0093
  0.4440	  7.6112	  0.0097
  0.4520	  7.8320	  0.0099
  0.4600	  8.0935	  0.0103
  0.4680	  8.3372	  0.0107
  0.4760	  8.5688	  0.0109
  0.4840	  8.8267	  0.0113
  0.4920	  9.0764	  0.0116
  0.5000	  9.3258	  0.0120
  0.5080	  9.5562	  0.0122
  0.5160	  9.8256	  0.0127
  0.5240	 10.0654	  0.0129
  0.5320	 10.2904	  0.0130
  0.5400	 10.4740	  0.0128
  0.5480	 10.5988	  0.0120
  0.5560	 10.6218	  0.0106
  0.5640	 10.5107	  0.0090
  0.5720	 10.3700	  0.0079
  0.5800	 10.2317	  0.0070
  0.5880	 10.1673	  0.0064
  0.5960	 10.1553	  0.0060
  0.6040	 10.2096	  0.0057
  0.6120	 10.3212	  0.0056
  0.6200	 10.5052	  0.0055
  0.6280	 10.7296	  0.0055
  0.6360	 10.9982	  0.0056
  0.6440	 11.3061	  0.0057
  0.6520	 11.6372	  0.0059
  0.6600	 11.9820	  0.0061
  0.6680	 12.3316	  0.0062
  0.6760	 12.6980	  0.0065
  0.6840	 13.0660	  0.0067
  0.6920	 13.4501	  0.0070
  0.7000	 13.8232	  0.0072
  0.7080	 14.1999	  0.0075
  0.7160	 14.5712	  0.0078
  0.7240	 14.9618	  0.0082
  0.7320	 15.3755	  0.0086
  0.7400	 15.7695	  0.0091
  0.7480	 16.2237	  0.0097
  0.7560	 16.6620	  0.0104
  0.7640	 17.1216	  0.0112
  0.7720	 17.5820	  0.0120
  0.7800	 18.0313	  0.0129
  0.7880	 18.4608	  0.0136
  0.7960	 17.9000	  0.0079
