# distance (nm)	f (kT)	df (kT)
  0.0040	 18.3860	  0.0116
  0.0120	 16.1857	  0.0068
  0.0200	 15.0004	  0.0061
  0.0280	 14.2710	  0.0059
  0.0360	 13.8553	  0.0058
  0.0440	 13.7194	  0.0058
  0.0520	 13.8449	  0.0059
  0.0600	 14.2156	  0.0061
  0.0680	 14.7733	  0.0066
  0.0760	 15.3467	  0.0080
  0.0840	 15.8097	  0.0100
  0.0920	 16.1367	  0.0121
  0.1000	 16.4165	  0.0144
  0.1080	 16.6778	  0.0170
  0.1160	 16.8650	  0.0196
  0.1240	 17.0674	  0.0227
  0.1320	 17.2052	  0.0259
  0.1400	 17.2938	  0.0289
  0.1480	 17.3218	  0.0316
  0.1560	 17.2608	  0.0337
  0.1640	 17.2039	  0.0373
  0.1720	 17.0569	  0.0379
  0.1800	 16.8586	  0.0389
  0.1880	 16.4483	  0.0376
  0.1960	 16.1262	  0.0368
  0.2040	 15.7361	  0.0366
  0.2120	 15.2500	  0.0344
  0.2200	 14.7205	  0.0325
  0.2280	 14.2538	  0.0306
  0.2360	 13.6817	  0.0280
  0.2440	 13.0701	  0.0252
  0.2520	 12.4973	  0.0232
  0.2600	 11.8833	  0.0207
  0.2680	 11.3010	  0.0185
  0.2760	 10.7816	  0.0171
  0.2840	 10.2080	  0.0153
  0.2920	  9.6776	  0.0139
  0.3000	  9.1664	  0.0127
  0.3080	  8.7074	  0.0118
  0.3160	  8.2855	  0.0111
  0.3240	  7.9109	  0.0106
  0.3320	  7.5454	  0.0101
  0.3400	  7.2146	  0.0097
  0.3480	  6.9287	  0.0095
  0.3560	  6.6686	  0.0093
  0.3640	  6.4309	  0.0092
  0.3720	  6.2030	  0.0091
  0.3800	  6.0436	  0.0091
  0.3880	  5.8661	  0.0092
  0.3960	  5.7148	  0.0092
  0.4040	  5.5921	  0.0094
  0.4120	  5.4763	  0.0095
  0.4200	  5.3658	  0.0097
  0.4280	  5.2812	  0.0099
  0.4360	  5.1756	  0.0102
  0.4440	  5.1177	  0.0105
  0.4520	  5.0183	  0.0107
  0.4600	  4.9590	  0.0111
  0.4680	  4.8843	  0.0114
  0.4760	  4.7920	  0.0116
  0.4840	  4.7305	  0.0120
  0.4920	  4.6593	  0.0123
  0.5000	  4.5890	  0.0126
  0.5080	  4.4979	  0.0128
  0.5160	  4.4473	  0.0132
  0.5240	  4.3648	  0.0134
  0.5320	  4.2698	  0.0135
  0.5400	  4.1318	  0.0133
  0.5480	  3.9346	  0.0125
  0.5560	  3.6317	  0.0112
  0.5640	  3.1980	  0.0097
  0.5720	  2.7355	  0.0086
  0.5800	  2.2782	  0.0078
  0.5880	  1.8943	  0.0073
  0.5960	  1.5636	  0.0069
  0.6040	  1.2991	  0.0066
  0.6120	  1.0921	  0.0065
  0.6200	  0.9562	  0.0064
  0.6280	  0.8610	  0.0064
  0.6360	  0.8105	  0.0065
  0.6440	  0.7990	  0.0066
  0.6520	  0.8094	  0.0067
  0.6600	  0.8333	  0.0068
  0.6680	  0.8634	  0.0070
  0.6760	  0.9093	  0.0072
  0.6840	  0.9556	  0.0074
  0.6920	  1.0204	  0.0076
  0.7000	  1.0737	  0.0078
  0.7080	  1.1275	  0.0081
  0.7160	  1.1798	  0.0083
  0.7240	  1.2502	  0.0087
  0.7320	  1.3429	  0.0091
  0.7400	  1.4166	  0.0095
  0.7480	  1.5527	  0.0101
  0.7560	  1.6688	  0.0108
  0.7640	  1.8080	  0.0115
  0.7720	  1.9494	  0.0123
  0.7800	  2.0785	  0.0132
  0.7880	  2.1846	  0.0139
  0.7960	  0.0000	  0.0000
