# distance (nm)	f (kT)	df (kT)
  0.0040	 12.9123	  0.0113
  0.0120	 10.7542	  0.0064
  0.0200	  9.6046	  0.0056
  0.0280	  8.8976	  0.0054
  0.0360	  8.4872	  0.0053
  0.0440	  8.3370	  0.0053
  0.0520	  8.4277	  0.0054
  0.0600	  8.7490	  0.0056
  0.0680	  9.2711	  0.0060
  0.0760	  9.8649	  0.0070
  0.0840	 10.3916	  0.0089
  0.0920	 10.7691	  0.0110
  0.1000	 11.0698	  0.0132
  0.1080	 11.3443	  0.0156
  0.1160	 11.5447	  0.0179
  0.1240	 11.7615	  0.0207
  0.1320	 11.9216	  0.0235
  0.1400	 12.0323	  0.0261
  0.1480	 12.0941	  0.0285
  0.1560	 12.0756	  0.0304
  0.1640	 12.0738	  0.0334
  0.1720	 11.9668	  0.0339
  0.1800	 11.8321	  0.0350
  0.1880	 11.5078	  0.0339
  0.1960	 11.2475	  0.0330
  0.2040	 10.9527	  0.0329
  0.2120	 10.5588	  0.0310
  0.2200	 10.1355	  0.0293
  0.2280	  9.7583	  0.0276
  0.2360	  9.2921	  0.0254
  0.2440	  8.7905	  0.0230
  0.2520	  8.3287	  0.0212
  0.2600	  7.8242	  0.0190
  0.2680	  7.3448	  0.0171
  0.2760	  6.9271	  0.0158
  0.2840	  6.4582	  0.0142
  0.2920	  6.0277	  0.0130
  0.3000	  5.6126	  0.0119
  0.3080	  5.2463	  0.0110
  0.3160	  4.9129	  0.0104
  0.3240	  4.6214	  0.0099
  0.3320	  4.3362	  0.0094
  0.3400	  4.0852	  0.0091
  0.3480	  3.8753	  0.0088
  0.3560	  3.6851	  0.0087
  0.3640	  3.5193	  0.0086
  0.3720	  3.3591	  0.0085
  0.3800	  3.2636	  0.0085
  0.3880	  3.1515	  0.0085
  0.3960	  3.0612	  0.0086
  0.4040	  3.0000	  0.0088
  0.4120	  2.9453	  0.0089
  0.4200	  2.8954	  0.0091
  0.4280	  2.8660	  0.0093
  0.4360	  2.8226	  0.0095
  0.4440	  2.8216	  0.0099
  0.4520	  2.7810	  0.0100
  0.4600	  2.7808	  0.0104
  0.4680	  2.7649	  0.0107
  0.4760	  2.7310	  0.0109
  0.4840	  2.7285	  0.0112
  0.4920	  2.7159	  0.0115
  0.5000	  2.7057	  0.0118
  0.5080	  2.6741	  0.0120
  0.5160	  2.6822	  0.0124
  0.5240	  2.6592	  0.0126
  0.5320	  2.6164	  0.0126
  0.5400	  2.5158	  0.0122
  0.5480	  2.3441	  0.0113
  0.5560	  2.0661	  0.0100
  0.5640	  1.6852	  0.0088
  0.5720	  1.3018	  0.0078
  0.5800	  0.9328	  0.0071
  0.5880	  0.6358	  0.0066
  0.5960	  0.3913	  0.0063
  0.6040	  0.2107	  0.0060
  0.6120	  0.0835	  0.0059
  0.6200	  0.0225	  0.0059
  0.6280	  0.0000	  0.0000
  0.6360	  0.0182	  0.0059
  0.6440	  0.0727	  0.0060
  0.6520	  0.1475	  0.0062
  0.6600	  0.2346	  0.0063
  0.6680	  0.3257	  0.0065
  0.6760	  0.4322	  0.0067
  0.6840	  0.5374	  0.0068
  0.6920	  0.6622	  0.0071
  0.7000	  0.7752	  0.0073
  0.7080	  0.8910	  0.0076
  0.7160	  1.0081	  0.0078
  0.7240	  1.1427	  0.0082
  0.7320	  1.3012	  0.0086
  0.7400	  1.4407	  0.0090
  0.7480	  1.6371	  0.0096
  0.7560	  1.8188	  0.0102
  0.7640	  2.0176	  0.0109
  0.7720	  2.2173	  0.0116
  0.7800	  2.4110	  0.0125
  0.7880	  2.5788	  0.0132
  0.7960	  0.9057	  0.0063
