# distance (nm)	f (kT)	df (kT)
  0.0040	  3.9676	  0.0103
  0.0120	  1.9198	  0.0044
  0.0200	  0.8921	  0.0032
  0.0280	  0.3096	  0.0028
  0.0360	  0.0244	  0.0026
  0.0440	  0.0000	  0.0000
  0.0520	  0.2163	  0.0028
  0.0600	  0.6635	  0.0031
  0.0680	  1.3121	  0.0038
  0.0760	  2.0344	  0.0053
  0.0840	  2.6905	  0.0076
  0.0920	  3.1978	  0.0100
  0.1000	  3.6265	  0.0124
  0.1080	  4.0304	  0.0149
  0.1160	  4.3597	  0.0173
  0.1240	  4.7034	  0.0202
  0.1320	  4.9928	  0.0231
  0.1400	  5.2333	  0.0257
  0.1480	  5.4234	  0.0282
  0.1560	  5.5338	  0.0301
  0.1640	  5.6630	  0.0331
  0.1720	  5.6833	  0.0336
  0.1800	  5.6769	  0.0346
  0.1880	  5.4809	  0.0336
  0.1960	  5.3503	  0.0326
  0.2040	  5.1844	  0.0325
  0.2120	  4.9200	  0.0306
  0.2200	  4.6244	  0.0289
  0.2280	  4.3747	  0.0273
  0.2360	  4.0388	  0.0250
  0.2440	  3.6652	  0.0226
  0.2520	  3.3306	  0.0208
  0.2600	  2.9549	  0.0186
  0.2680	  2.6029	  0.0166
  0.2760	  2.3140	  0.0153
  0.2840	  1.9727	  0.0137
  0.2920	  1.6701	  0.0124
  0.3000	  1.3837	  0.0112
  0.3080	  1.1459	  0.0104
  0.3160	  0.9402	  0.0097
  0.3240	  0.7764	  0.0091
  0.3320	  0.6191	  0.0086
  0.3400	  0.4955	  0.0083
  0.3480	  0.4146	  0.0081
  0.3560	  0.3511	  0.0079
  0.3640	  0.3146	  0.0078
  0.3720	  0.2816	  0.0077
  0.3800	  0.3147	  0.0078
  0.3880	  0.3306	  0.0078
  0.3960	  0.3680	  0.0079
  0.4040	  0.4348	  0.0081
  0.4120	  0.5083	  0.0083
  0.4200	  0.5871	  0.0085
  0.4280	  0.6852	  0.0087
  0.4360	  0.7705	  0.0089
  0.4440	  0.8976	  0.0093
  0.4520	  0.9851	  0.0095
  0.4600	  1.1133	  0.0099
  0.4680	  1.2247	  0.0102
  0.4760	  1.3204	  0.0105
  0.4840	  1.4457	  0.0108
  0.4920	  1.5614	  0.0111
  0.5000	  1.6790	  0.0115
  0.5080	  1.7761	  0.0117
  0.5160	  1.9121	  0.0121
  0.5240	  2.0182	  0.0123
  0.5320	  2.1035	  0.0123
  0.5400	  2.1316	  0.0119
  0.5480	  2.0888	  0.0110
  0.5560	  1.9410	  0.0097
  0.5640	  1.6889	  0.0083
  0.5720	  1.4339	  0.0073
  0.5800	  1.1924	  0.0066
  0.5880	  1.0233	  0.0061
  0.5960	  0.9063	  0.0057
  0.6040	  0.8533	  0.0055
  0.6120	  0.8536	  0.0054
  0.6200	  0.9206	  0.0053
  0.6280	  1.0260	  0.0053
  0.6360	  1.1718	  0.0054
  0.6440	  1.3541	  0.0055
  0.6520	  1.5572	  0.0057
  0.6600	  1.7727	  0.0058
  0.6680	  1.9916	  0.0060
  0.6760	  2.2263	  0.0062
  0.6840	  2.4602	  0.0064
  0.6920	  2.7127	  0.0067
  0.7000	  2.9536	  0.0069
  0.7080	  3.1985	  0.0072
  0.7160	  3.4433	  0.0075
  0.7240	  3.7058	  0.0078
  0.7320	  3.9928	  0.0083
  0.7400	  4.2604	  0.0087
  0.7480	  4.5841	  0.0093
  0.7560	  4.8947	  0.0099
  0.7640	  5.2217	  0.0106
  0.7720	  5.5490	  0.0114
  0.7800	  5.8707	  0.0123
  0.7880	  6.1678	  0.0130
  0.7960	  5.1608	  0.0067
