# distance (nm)	f (kT)	df (kT)
  0.0040	  3.5363	  0.0319
  0.0120	  1.6588	  0.0137
  0.0200	  0.7549	  0.0100
  0.0280	  0.2588	  0.0087
  0.0360	  0.0219	  0.0083
  0.0440	  0.0000	  0.0000
  0.0520	  0.1509	  0.0087
  0.0600	  0.5058	  0.0096
  0.0680	  1.0325	  0.0111
  0.0760	  1.6774	  0.0134
  0.0840	  2.4514	  0.0174
  0.0920	  3.1416	  0.0234
  0.1000	  3.7339	  0.0306
  0.1080	  4.2696	  0.0382
  0.1160	  4.6111	  0.0429
  0.1240	  5.0804	  0.0513
  0.1320	  5.5758	  0.0607
  0.1400	  5.7569	  0.0625
  0.1480	  6.1060	  0.0700
  0.1560	  6.2545	  0.0708
  0.1640	  6.8366	  0.0854
  0.1720	  6.7485	  0.0807
  0.1800	  7.0323	  0.0861
  0.1880	  7.0284	  0.0832
  0.1960	  6.9987	  0.0783
  0.2040	  7.3038	  0.0839
  0.2120	  7.0985	  0.0739
  0.2200	  7.1326	  0.0712
  0.2280	  7.1195	  0.0681
  0.2360	  7.1280	  0.0631
  0.2440	  7.0576	  0.0587
  0.2520	  7.0541	  0.0555
  0.2600	  6.9214	  0.0492
  0.2680	  6.8790	  0.0449
  0.2760	  6.8673	  0.0417
  0.2840	  6.8329	  0.0382
  0.2920	  6.7579	  0.0342
  0.3000	  6.7837	  0.0321
  0.3080	  6.8015	  0.0298
  0.3160	  6.8078	  0.0275
  0.3240	  6.8953	  0.0265
  0.3320	  6.9521	  0.0250
  0.3400	  7.1220	  0.0248
  0.3480	  7.2184	  0.0238
  0.3560	  7.3655	  0.0235
  0.3640	  7.4883	  0.0227
  0.3720	  7.7028	  0.0229
  0.3800	  7.9427	  0.0233
  0.3880	  8.2119	  0.0241
  0.3960	  8.3578	  0.0236
  0.4040	  8.6122	  0.0242
  0.4120	  8.8386	  0.0244
  0.4200	  9.1285	  0.0253
  0.4280	  9.3904	  0.0261
  0.4360	  9.6939	  0.0270
  0.4440	  9.9525	  0.0277
  0.4520	 10.2151	  0.0281
  0.4600	 10.4998	  0.0290
  0.4680	 10.8416	  0.0306
  0.4760	 11.0653	  0.0305
  0.4840	 11.3972	  0.0320
  0.4920	 11.6355	  0.0320
  0.5000	 11.9666	  0.0333
  0.5080	 12.2348	  0.0338
  0.5160	 12.5535	  0.0349
  0.5240	 12.8473	  0.0353
  0.5320	 13.0237	  0.0337
  0.5400	 13.1171	  0.0314
  0.5480	 13.1714	  0.0286
  0.5560	 13.1581	  0.0257
  0.5640	 13.0670	  0.0224
  0.5720	 13.0660	  0.0202
  0.5800	 13.1081	  0.0186
  0.5880	 13.2226	  0.0177
  0.5960	 13.3659	  0.0169
  0.6040	 13.5466	  0.0163
  0.6120	 13.7903	  0.0161
  0.6200	 14.0713	  0.0160
  0.6280	 14.4094	  0.0162
  0.6360	 14.7592	  0.0164
  0.6440	 15.1183	  0.0167
  0.6520	 15.5102	  0.0171
  0.6600	 15.9140	  0.0176
  0.6680	 16.3218	  0.0181
  0.6760	 16.7639	  0.0188
  0.6840	 17.1752	  0.0194
  0.6920	 17.5585	  0.0198
  0.7000	 17.9879	  0.0205
  0.7080	 18.4314	  0.0214
  0.7160	 18.8734	  0.0222
  0.7240	 19.3299	  0.0232
  0.7320	 19.8410	  0.0248
  0.7400	 20.2873	  0.0258
  0.7480	 20.8118	  0.0278
  0.7560	 21.2525	  0.0288
  0.7640	 21.7922	  0.0312
  0.7720	 22.2760	  0.0329
  0.7800	 22.7817	  0.0352
  0.7880	 23.3407	  0.0385
  0.7960	 22.8297	  0.0226
