# distance (nm)	f (kT)	df (kT)
  0.0040	  7.9432	  0.0351
  0.0120	  5.8791	  0.0201
  0.0200	  4.7946	  0.0178
  0.0280	  4.1462	  0.0171
  0.0360	  3.7982	  0.0168
  0.0440	  3.7139	  0.0168
  0.0520	  3.8593	  0.0170
  0.0600	  4.2611	  0.0175
  0.0680	  4.8416	  0.0189
  0.0760	  5.4788	  0.0221
  0.0840	  6.0975	  0.0281
  0.0920	  6.5153	  0.0344
  0.1000	  6.8565	  0.0412
  0.1080	  7.2257	  0.0492
  0.1160	  7.4303	  0.0546
  0.1240	  7.7297	  0.0647
  0.1320	  8.1412	  0.0784
  0.1400	  8.1498	  0.0803
  0.1480	  8.3116	  0.0896
  0.1560	  8.2352	  0.0900
  0.1640	  8.7327	  0.1202
  0.1720	  8.2580	  0.1037
  0.1800	  8.3838	  0.1136
  0.1880	  8.0189	  0.1062
  0.1960	  7.6887	  0.0988
  0.2040	  7.8078	  0.1110
  0.2120	  7.1603	  0.0949
  0.2200	  6.9189	  0.0894
  0.2280	  6.5203	  0.0841
  0.2360	  6.2663	  0.0818
  0.2440	  5.7758	  0.0739
  0.2520	  5.4188	  0.0686
  0.2600	  4.9260	  0.0594
  0.2680	  4.5481	  0.0547
  0.2760	  4.1839	  0.0501
  0.2840	  3.7868	  0.0456
  0.2920	  3.3416	  0.0404
  0.3000	  3.0541	  0.0377
  0.3080	  2.7485	  0.0350
  0.3160	  2.4568	  0.0325
  0.3240	  2.2201	  0.0309
  0.3320	  1.9845	  0.0293
  0.3400	  1.8594	  0.0289
  0.3480	  1.6825	  0.0279
  0.3560	  1.5668	  0.0273
  0.3640	  1.3878	  0.0264
  0.3720	  1.3349	  0.0265
  0.3800	  1.3299	  0.0270
  0.3880	  1.3394	  0.0276
  0.3960	  1.2406	  0.0271
  0.4040	  1.2545	  0.0276
  0.4120	  1.2377	  0.0279
  0.4200	  1.2727	  0.0287
  0.4280	  1.3236	  0.0294
  0.4360	  1.3463	  0.0303
  0.4440	  1.4011	  0.0311
  0.4520	  1.3928	  0.0315
  0.4600	  1.4539	  0.0325
  0.4680	  1.5464	  0.0341
  0.4760	  1.5404	  0.0341
  0.4840	  1.6189	  0.0355
  0.4920	  1.6168	  0.0356
  0.5000	  1.7158	  0.0373
  0.5080	  1.7322	  0.0377
  0.5160	  1.8558	  0.0394
  0.5240	  1.8776	  0.0402
  0.5320	  1.8616	  0.0397
  0.5400	  1.8289	  0.0382
  0.5480	  1.8150	  0.0362
  0.5560	  1.5778	  0.0320
  0.5640	  1.2079	  0.0273
  0.5720	  0.8718	  0.0244
  0.5800	  0.5909	  0.0223
  0.5880	  0.3774	  0.0209
  0.5960	  0.1981	  0.0198
  0.6040	  0.0603	  0.0190
  0.6120	  0.0010	  0.0187
  0.6200	  0.0000	  0.0000
  0.6280	  0.0553	  0.0186
  0.6360	  0.1471	  0.0188
  0.6440	  0.2429	  0.0190
  0.6520	  0.3882	  0.0194
  0.6600	  0.5343	  0.0199
  0.6680	  0.6951	  0.0204
  0.6760	  0.9000	  0.0212
  0.6840	  1.0613	  0.0218
  0.6920	  1.2071	  0.0223
  0.7000	  1.3785	  0.0229
  0.7080	  1.5837	  0.0239
  0.7160	  1.7585	  0.0247
  0.7240	  1.9591	  0.0257
  0.7320	  2.2099	  0.0274
  0.7400	  2.3794	  0.0283
  0.7480	  2.6756	  0.0306
  0.7560	  2.8511	  0.0316
  0.7640	  3.1667	  0.0345
  0.7720	  3.3909	  0.0364
  0.7800	  3.6492	  0.0390
  0.7880	  3.9806	  0.0430
  0.7960	  2.5896	  0.0210
