# distance (nm)	f (kT)	df (kT)
  0.0040	  3.6644	  0.0318
  0.0120	  1.7093	  0.0137
  0.0200	  0.7466	  0.0099
  0.0280	  0.2229	  0.0086
  0.0360	  0.0000	  0.0000
  0.0440	  0.0415	  0.0083
  0.0520	  0.3127	  0.0088
  0.0600	  0.8402	  0.0099
  0.0680	  1.5472	  0.0122
  0.0760	  2.3133	  0.0168
  0.0840	  3.0612	  0.0242
  0.0920	  3.6084	  0.0313
  0.1000	  4.0774	  0.0386
  0.1080	  4.5766	  0.0472
  0.1160	  4.9105	  0.0528
  0.1240	  5.3360	  0.0632
  0.1320	  5.8741	  0.0771
  0.1400	  6.0116	  0.0791
  0.1480	  6.2992	  0.0886
  0.1560	  6.3621	  0.0888
  0.1640	  6.9860	  0.1191
  0.1720	  6.6433	  0.1026
  0.1800	  6.8908	  0.1128
  0.1880	  6.6625	  0.1052
  0.1960	  6.4582	  0.0975
  0.2040	  6.7019	  0.1101
  0.2120	  6.1886	  0.0940
  0.2200	  6.0763	  0.0884
  0.2280	  5.8047	  0.0830
  0.2360	  5.6822	  0.0806
  0.2440	  5.3140	  0.0727
  0.2520	  5.0820	  0.0674
  0.2600	  4.7202	  0.0580
  0.2680	  4.4685	  0.0532
  0.2760	  4.2351	  0.0485
  0.2840	  3.9672	  0.0439
  0.2920	  3.6493	  0.0386
  0.3000	  3.4901	  0.0358
  0.3080	  3.3124	  0.0329
  0.3160	  3.1484	  0.0303
  0.3240	  3.0390	  0.0286
  0.3320	  2.9313	  0.0270
  0.3400	  2.9364	  0.0265
  0.3480	  2.8849	  0.0255
  0.3560	  2.8960	  0.0250
  0.3640	  2.8468	  0.0240
  0.3720	  2.9221	  0.0241
  0.3800	  3.0454	  0.0247
  0.3880	  3.1828	  0.0255
  0.3960	  3.2122	  0.0249
  0.4040	  3.3533	  0.0256
  0.4120	  3.4657	  0.0259
  0.4200	  3.6303	  0.0268
  0.4280	  3.8074	  0.0276
  0.4360	  3.9592	  0.0286
  0.4440	  4.1394	  0.0295
  0.4520	  4.2601	  0.0299
  0.4600	  4.4494	  0.0310
  0.4680	  4.6696	  0.0327
  0.4760	  4.7952	  0.0328
  0.4840	  4.9995	  0.0343
  0.4920	  5.1273	  0.0344
  0.5000	  5.3550	  0.0362
  0.5080	  5.4992	  0.0366
  0.5160	  5.7528	  0.0384
  0.5240	  5.9002	  0.0393
  0.5320	  6.0141	  0.0387
  0.5400	  6.1083	  0.0372
  0.5480	  6.2282	  0.0352
  0.5560	  6.1188	  0.0309
  0.5640	  5.8772	  0.0260
  0.5720	  5.6681	  0.0230
  0.5800	  5.5148	  0.0208
  0.5880	  5.4288	  0.0192
  0.5960	  5.3777	  0.0181
  0.6040	  5.3672	  0.0173
  0.6120	  5.4350	  0.0170
  0.6200	  5.5628	  0.0168
  0.6280	  5.7463	  0.0170
  0.6360	  5.9654	  0.0172
  0.6440	  6.1894	  0.0175
  0.6520	  6.4630	  0.0180
  0.6600	  6.7370	  0.0185
  0.6680	  7.0247	  0.0191
  0.6760	  7.3590	  0.0199
  0.6840	  7.6479	  0.0206
  0.6920	  7.9216	  0.0211
  0.7000	  8.2218	  0.0218
  0.7080	  8.5557	  0.0228
  0.7160	  8.8571	  0.0237
  0.7240	  9.1867	  0.0248
  0.7320	  9.5663	  0.0265
  0.7400	  9.8627	  0.0275
  0.7480	 10.2860	  0.0298
  0.7560	 10.5922	  0.0308
  0.7640	 11.0357	  0.0338
  0.7720	 11.3884	  0.0358
  0.7800	 11.7723	  0.0384
  0.7880	 12.2347	  0.0424
  0.7960	 11.3580	  0.0225
