# distance (nm)	f (kT)	df (kT)
  0.0040	  3.3737	  0.0319
  0.0120	  1.5421	  0.0138
  0.0200	  0.6818	  0.0100
  0.0280	  0.2220	  0.0087
  0.0360	  0.0099	  0.0083
  0.0440	  0.0000	  0.0000
  0.0520	  0.1467	  0.0087
  0.0600	  0.4811	  0.0096
  0.0680	  0.9753	  0.0111
  0.0760	  1.5837	  0.0131
  0.0840	  2.3421	  0.0165
  0.0920	  3.0811	  0.0215
  0.1000	  3.7521	  0.0281
  0.1080	  4.3551	  0.0357
  0.1160	  4.7489	  0.0408
  0.1240	  5.2583	  0.0485
  0.1320	  5.7743	  0.0575
  0.1400	  6.0013	  0.0593
  0.1480	  6.3926	  0.0661
  0.1560	  6.5969	  0.0669
  0.1640	  7.1850	  0.0799
  0.1720	  7.2051	  0.0762
  0.1800	  7.5253	  0.0812
  0.1880	  7.6149	  0.0788
  0.1960	  7.6684	  0.0750
  0.2040	  8.0028	  0.0791
  0.2120	  7.9120	  0.0702
  0.2200	  8.0220	  0.0680
  0.2280	  8.1037	  0.0651
  0.2360	  8.1658	  0.0602
  0.2440	  8.1964	  0.0559
  0.2520	  8.2843	  0.0531
  0.2600	  8.2541	  0.0476
  0.2680	  8.2903	  0.0436
  0.2760	  8.3665	  0.0406
  0.2840	  8.4273	  0.0375
  0.2920	  8.4445	  0.0337
  0.3000	  8.5517	  0.0317
  0.3080	  8.6526	  0.0296
  0.3160	  8.7277	  0.0274
  0.3240	  8.9036	  0.0265
  0.3320	  9.0298	  0.0250
  0.3400	  9.2772	  0.0249
  0.3480	  9.4385	  0.0240
  0.3560	  9.6543	  0.0236
  0.3640	  9.8498	  0.0228
  0.3720	 10.1334	  0.0231
  0.3800	 10.4291	  0.0235
  0.3880	 10.7634	  0.0243
  0.3960	 10.9717	  0.0238
  0.4040	 11.2831	  0.0243
  0.4120	 11.5681	  0.0246
  0.4200	 11.9218	  0.0255
  0.4280	 12.2364	  0.0262
  0.4360	 12.6072	  0.0272
  0.4440	 12.9167	  0.0278
  0.4520	 13.2458	  0.0283
  0.4600	 13.5855	  0.0292
  0.4680	 13.9893	  0.0308
  0.4760	 14.2638	  0.0306
  0.4840	 14.6617	  0.0321
  0.4920	 14.9578	  0.0322
  0.5000	 15.3359	  0.0333
  0.5080	 15.6710	  0.0338
  0.5160	 16.0267	  0.0347
  0.5240	 16.3715	  0.0348
  0.5320	 16.5710	  0.0328
  0.5400	 16.6890	  0.0305
  0.5480	 16.7632	  0.0278
  0.5560	 16.8232	  0.0251
  0.5640	 16.8191	  0.0220
  0.5720	 16.9047	  0.0200
  0.5800	 17.0338	  0.0185
  0.5880	 17.2389	  0.0176
  0.5960	 17.4661	  0.0169
  0.6040	 17.7313	  0.0164
  0.6120	 18.0532	  0.0161
  0.6200	 18.4055	  0.0161
  0.6280	 18.8153	  0.0163
  0.6360	 19.2279	  0.0165
  0.6440	 19.6537	  0.0168
  0.6520	 20.1036	  0.0172
  0.6600	 20.5729	  0.0177
  0.6680	 21.0401	  0.0182
  0.6760	 21.5417	  0.0189
  0.6840	 22.0165	  0.0195
  0.6920	 22.4582	  0.0199
  0.7000	 22.9531	  0.0206
  0.7080	 23.4555	  0.0215
  0.7160	 23.9648	  0.0223
  0.7240	 24.4848	  0.0233
  0.7320	 25.0595	  0.0248
  0.7400	 25.5750	  0.0259
  0.7480	 26.1572	  0.0279
  0.7560	 26.6651	  0.0289
  0.7640	 27.2554	  0.0313
  0.7720	 27.8035	  0.0331
  0.7800	 28.3674	  0.0353
  0.7880	 28.9803	  0.0386
  0.7960	 28.6278	  0.0234
