# distance (nm)	f (kT)	df (kT)
  0.0040	  4.3216	  0.0322
  0.0120	  2.3671	  0.0141
  0.0200	  1.3543	  0.0105
  0.0280	  0.7234	  0.0093
  0.0360	  0.3203	  0.0088
  0.0440	  0.0959	  0.0089
  0.0520	  0.0000	  0.0000
  0.0600	  0.0632	  0.0101
  0.0680	  0.2592	  0.0115
  0.0760	  0.5494	  0.0135
  0.0840	  0.9897	  0.0165
  0.0920	  1.4927	  0.0205
  0.1000	  2.0053	  0.0254
  0.1080	  2.4881	  0.0318
  0.1160	  2.8075	  0.0377
  0.1240	  3.1569	  0.0450
  0.1320	  3.5066	  0.0540
  0.1400	  3.5862	  0.0560
  0.1480	  3.7917	  0.0612
  0.1560	  3.8500	  0.0626
  0.1640	  4.2230	  0.0747
  0.1720	  4.1722	  0.0710
  0.1800	  4.3439	  0.0765
  0.1880	  4.3351	  0.0741
  0.1960	  4.3117	  0.0714
  0.2040	  4.4438	  0.0746
  0.2120	  4.3021	  0.0672
  0.2200	  4.3013	  0.0648
  0.2280	  4.2987	  0.0622
  0.2360	  4.2165	  0.0581
  0.2440	  4.1636	  0.0539
  0.2520	  4.1678	  0.0515
  0.2600	  4.0902	  0.0470
  0.2680	  4.0255	  0.0436
  0.2760	  3.9973	  0.0407
  0.2840	  3.9951	  0.0382
  0.2920	  3.9236	  0.0347
  0.3000	  3.9376	  0.0330
  0.3080	  3.9315	  0.0309
  0.3160	  3.8805	  0.0288
  0.3240	  3.9783	  0.0280
  0.3320	  3.9838	  0.0267
  0.3400	  4.1253	  0.0267
  0.3480	  4.1635	  0.0259
  0.3560	  4.2593	  0.0254
  0.3640	  4.3328	  0.0248
  0.3720	  4.4944	  0.0251
  0.3800	  4.6446	  0.0256
  0.3880	  4.8467	  0.0265
  0.3960	  4.9359	  0.0259
  0.4040	  5.0938	  0.0265
  0.4120	  5.2492	  0.0268
  0.4200	  5.4685	  0.0278
  0.4280	  5.6314	  0.0283
  0.4360	  5.8801	  0.0296
  0.4440	  6.0375	  0.0300
  0.4520	  6.2470	  0.0308
  0.4600	  6.4403	  0.0316
  0.4680	  6.7139	  0.0333
  0.4760	  6.8255	  0.0331
  0.4840	  7.0951	  0.0345
  0.4920	  7.2499	  0.0345
  0.5000	  7.4557	  0.0358
  0.5080	  7.6591	  0.0361
  0.5160	  7.8023	  0.0363
  0.5240	  7.9525	  0.0364
  0.5320	  7.9271	  0.0341
  0.5400	  7.8727	  0.0312
  0.5480	  7.7803	  0.0281
  0.5560	  7.7508	  0.0254
  0.5640	  7.6755	  0.0225
  0.5720	  7.6795	  0.0207
  0.5800	  7.7331	  0.0193
  0.5880	  7.8558	  0.0185
  0.5960	  7.9925	  0.0178
  0.6040	  8.1732	  0.0174
  0.6120	  8.3934	  0.0172
  0.6200	  8.6268	  0.0172
  0.6280	  8.9197	  0.0174
  0.6360	  9.1987	  0.0176
  0.6440	  9.5062	  0.0180
  0.6520	  9.8094	  0.0184
  0.6600	 10.1517	  0.0189
  0.6680	 10.4813	  0.0195
  0.6760	 10.8462	  0.0203
  0.6840	 11.1968	  0.0209
  0.6920	 11.5060	  0.0213
  0.7000	 11.8705	  0.0221
  0.7080	 12.2476	  0.0231
  0.7160	 12.6260	  0.0240
  0.7240	 13.0097	  0.0250
  0.7320	 13.4538	  0.0267
  0.7400	 13.8476	  0.0279
  0.7480	 14.2863	  0.0299
  0.7560	 14.6809	  0.0312
  0.7640	 15.1186	  0.0337
  0.7720	 15.5354	  0.0357
  0.7800	 15.9520	  0.0380
  0.7880	 16.4291	  0.0417
  0.7960	 15.7077	  0.0226
