# distance (nm)	f (kT)	df (kT)
  0.0040	 18.3671	  0.0360
  0.0120	 16.2063	  0.0215
  0.0200	 15.0256	  0.0192
  0.0280	 14.2921	  0.0186
  0.0360	 13.8760	  0.0184
  0.0440	 13.7429	  0.0184
  0.0520	 13.8610	  0.0186
  0.0600	 14.2503	  0.0192
  0.0680	 14.7983	  0.0210
  0.0760	 15.3508	  0.0250
  0.0840	 15.8442	  0.0315
  0.0920	 16.1546	  0.0378
  0.1000	 16.3987	  0.0448
  0.1080	 16.6919	  0.0538
  0.1160	 16.8239	  0.0598
  0.1240	 17.0331	  0.0705
  0.1320	 17.3810	  0.0870
  0.1400	 17.3007	  0.0885
  0.1480	 17.3651	  0.0994
  0.1560	 17.1717	  0.0985
  0.1640	 17.5764	  0.1403
  0.1720	 16.9493	  0.1160
  0.1800	 16.9785	  0.1266
  0.1880	 16.4492	  0.1177
  0.1960	 15.9738	  0.1098
  0.2040	 15.9752	  0.1230
  0.2120	 15.1270	  0.1054
  0.2200	 14.7582	  0.0989
  0.2280	 14.1793	  0.0926
  0.2360	 13.7688	  0.0917
  0.2440	 13.0880	  0.0806
  0.2520	 12.5663	  0.0745
  0.2600	 11.9075	  0.0646
  0.2680	 11.3610	  0.0593
  0.2760	 10.8301	  0.0542
  0.2840	 10.2573	  0.0494
  0.2920	  9.6404	  0.0434
  0.3000	  9.2027	  0.0404
  0.3080	  8.7411	  0.0375
  0.3160	  8.2999	  0.0349
  0.3240	  7.9128	  0.0331
  0.3320	  7.5294	  0.0314
  0.3400	  7.2631	  0.0309
  0.3480	  6.9473	  0.0299
  0.3560	  6.7036	  0.0293
  0.3640	  6.3767	  0.0283
  0.3720	  6.1922	  0.0284
  0.3800	  6.0590	  0.0289
  0.3880	  5.9403	  0.0295
  0.3960	  5.7164	  0.0290
  0.4040	  5.6073	  0.0296
  0.4120	  5.4650	  0.0298
  0.4200	  5.3724	  0.0306
  0.4280	  5.3136	  0.0315
  0.4360	  5.1961	  0.0323
  0.4440	  5.1445	  0.0331
  0.4520	  5.0005	  0.0335
  0.4600	  4.9463	  0.0345
  0.4680	  4.9129	  0.0362
  0.4760	  4.7829	  0.0363
  0.4840	  4.7377	  0.0377
  0.4920	  4.6101	  0.0379
  0.5000	  4.5833	  0.0397
  0.5080	  4.4770	  0.0400
  0.5160	  4.4889	  0.0420
  0.5240	  4.3717	  0.0427
  0.5320	  4.2367	  0.0422
  0.5400	  4.1083	  0.0414
  0.5480	  4.0248	  0.0404
  0.5560	  3.6909	  0.0358
  0.5640	  3.2094	  0.0302
  0.5720	  2.7192	  0.0269
  0.5800	  2.2853	  0.0246
  0.5880	  1.9241	  0.0229
  0.5960	  1.5930	  0.0218
  0.6040	  1.3054	  0.0209
  0.6120	  1.1024	  0.0204
  0.6200	  0.9626	  0.0202
  0.6280	  0.8802	  0.0203
  0.6360	  0.8416	  0.0204
  0.6440	  0.8066	  0.0206
  0.6520	  0.8252	  0.0210
  0.6600	  0.8431	  0.0215
  0.6680	  0.8785	  0.0220
  0.6760	  0.9623	  0.0228
  0.6840	  0.9984	  0.0234
  0.6920	  1.0225	  0.0238
  0.7000	  1.0658	  0.0245
  0.7080	  1.1461	  0.0255
  0.7160	  1.1931	  0.0263
  0.7240	  1.2663	  0.0273
  0.7320	  1.3870	  0.0290
  0.7400	  1.4203	  0.0299
  0.7480	  1.6006	  0.0323
  0.7560	  1.6434	  0.0333
  0.7640	  1.8363	  0.0365
  0.7720	  1.9309	  0.0385
  0.7800	  2.0630	  0.0412
  0.7880	  2.2729	  0.0454
  0.7960	  0.0000	  0.0000
