# distance (nm)	f (kT)	df (kT)
  0.0040	  3.8651	  0.0033
  0.0120	  1.8543	  0.0014
  0.0200	  0.8613	  0.0010
  0.0280	  0.3033	  0.0009
  0.0360	  0.0326	  0.0008
  0.0440	  0.0000	  0.0000
  0.0520	  0.1903	  0.0009
  0.0600	  0.5968	  0.0010
  0.0680	  1.2002	  0.0012
  0.0760	  1.9227	  0.0015
  0.0840	  2.6314	  0.0021
  0.0920	  3.2126	  0.0029
  0.1000	  3.6782	  0.0036
  0.1080	  4.0863	  0.0043
  0.1160	  4.4651	  0.0051
  0.1240	  4.8063	  0.0059
  0.1320	  5.1181	  0.0066
  0.1400	  5.4046	  0.0074
  0.1480	  5.6106	  0.0081
  0.1560	  5.7994	  0.0088
  0.1640	  5.9277	  0.0093
  0.1720	  5.9913	  0.0095
  0.1800	  6.0261	  0.0098
  0.1880	  6.0054	  0.0098
  0.1960	  5.9094	  0.0095
  0.2040	  5.8070	  0.0093
  0.2120	  5.6607	  0.0089
  0.2200	  5.4860	  0.0085
  0.2280	  5.2797	  0.0079
  0.2360	  5.0316	  0.0072
  0.2440	  4.7945	  0.0067
  0.2520	  4.5448	  0.0061
  0.2600	  4.2851	  0.0055
  0.2680	  4.0416	  0.0050
  0.2760	  3.8172	  0.0045
  0.2840	  3.5894	  0.0041
  0.2920	  3.3894	  0.0037
  0.3000	  3.2104	  0.0034
  0.3080	  3.0598	  0.0032
  0.3160	  2.9379	  0.0029
  0.3240	  2.8422	  0.0028
  0.3320	  2.7647	  0.0026
  0.3400	  2.7198	  0.0025
  0.3480	  2.7083	  0.0025
  0.3560	  2.7164	  0.0024
  0.3640	  2.7445	  0.0024
  0.3720	  2.7981	  0.0024
  0.3800	  2.8713	  0.0024
  0.3880	  2.9689	  0.0024
  0.3960	  3.0696	  0.0024
  0.4040	  3.1896	  0.0025
  0.4120	  3.3222	  0.0025
  0.4200	  3.4648	  0.0026
  0.4280	  3.6188	  0.0027
  0.4360	  3.7715	  0.0028
  0.4440	  3.9410	  0.0028
  0.4520	  4.0977	  0.0029
  0.4600	  4.2746	  0.0030
  0.4680	  4.4501	  0.0031
  0.4760	  4.6211	  0.0032
  0.4840	  4.7970	  0.0033
  0.4920	  4.9740	  0.0034
  0.5000	  5.1403	  0.0035
  0.5080	  5.3136	  0.0036
  0.5160	  5.4884	  0.0037
  0.5240	  5.6438	  0.0037
  0.5320	  5.7849	  0.0037
  0.5400	  5.8570	  0.0035
  0.5480	  5.8432	  0.0032
  0.5560	  5.7151	  0.0028
  0.5640	  5.5304	  0.0025
  0.5720	  5.3462	  0.0022
  0.5800	  5.2026	  0.0020
  0.5880	  5.1153	  0.0018
  0.5960	  5.0859	  0.0017
  0.6040	  5.1178	  0.0017
  0.6120	  5.2028	  0.0017
  0.6200	  5.3392	  0.0016
  0.6280	  5.5161	  0.0016
  0.6360	  5.7312	  0.0017
  0.6440	  5.9757	  0.0017
  0.6520	  6.2410	  0.0018
  0.6600	  6.5215	  0.0018
  0.6680	  6.8089	  0.0019
  0.6760	  7.1039	  0.0019
  0.6840	  7.4007	  0.0020
  0.6920	  7.7020	  0.0021
  0.7000	  8.0027	  0.0021
  0.7080	  8.3089	  0.0022
  0.7160	  8.6266	  0.0023
  0.7240	  8.9522	  0.0024
  0.7320	  9.2938	  0.0025
  0.7400	  9.6462	  0.0027
  0.7480	 10.0212	  0.0028
  0.7560	 10.3941	  0.0030
  0.7640	 10.7765	  0.0032
  0.7720	 11.1544	  0.0035
  0.7800	 11.5344	  0.0037
  0.7880	 11.9265	  0.0040
  0.7960	 11.1203	  0.0022
