# distance (nm)	f (kT)	df (kT)
  0.0040	  3.6695	  0.0033
  0.0120	  1.6416	  0.0014
  0.0200	  0.6631	  0.0010
  0.0280	  0.1624	  0.0009
  0.0360	  0.0000	  0.0000
  0.0440	  0.1353	  0.0008
  0.0520	  0.5556	  0.0009
  0.0600	  1.2323	  0.0011
  0.0680	  2.0671	  0.0015
  0.0760	  2.8630	  0.0022
  0.0840	  3.5192	  0.0030
  0.0920	  4.0870	  0.0038
  0.1000	  4.6055	  0.0047
  0.1080	  5.1038	  0.0056
  0.1160	  5.5745	  0.0066
  0.1240	  5.9950	  0.0077
  0.1320	  6.3808	  0.0089
  0.1400	  6.7271	  0.0101
  0.1480	  6.9659	  0.0110
  0.1560	  7.1564	  0.0120
  0.1640	  7.2714	  0.0128
  0.1720	  7.2971	  0.0131
  0.1800	  7.2726	  0.0135
  0.1880	  7.1697	  0.0135
  0.1960	  6.9634	  0.0131
  0.2040	  6.7309	  0.0127
  0.2120	  6.4392	  0.0121
  0.2200	  6.0880	  0.0114
  0.2280	  5.7110	  0.0105
  0.2360	  5.2688	  0.0095
  0.2440	  4.8406	  0.0086
  0.2520	  4.3960	  0.0078
  0.2600	  3.9401	  0.0069
  0.2680	  3.5034	  0.0062
  0.2760	  3.0934	  0.0055
  0.2840	  2.6849	  0.0049
  0.2920	  2.3172	  0.0044
  0.3000	  1.9783	  0.0040
  0.3080	  1.6780	  0.0037
  0.3160	  1.4206	  0.0034
  0.3240	  1.1961	  0.0032
  0.3320	  1.0004	  0.0030
  0.3400	  0.8472	  0.0029
  0.3480	  0.7391	  0.0028
  0.3560	  0.6591	  0.0027
  0.3640	  0.6054	  0.0027
  0.3720	  0.5828	  0.0026
  0.3800	  0.5879	  0.0026
  0.3880	  0.6234	  0.0027
  0.3960	  0.6652	  0.0027
  0.4040	  0.7303	  0.0028
  0.4120	  0.8097	  0.0028
  0.4200	  0.8977	  0.0029
  0.4280	  1.0066	  0.0030
  0.4360	  1.1087	  0.0031
  0.4440	  1.2303	  0.0032
  0.4520	  1.3405	  0.0033
  0.4600	  1.4708	  0.0034
  0.4680	  1.5975	  0.0035
  0.4760	  1.7219	  0.0036
  0.4840	  1.8503	  0.0038
  0.4920	  1.9764	  0.0039
  0.5000	  2.0925	  0.0040
  0.5080	  2.2168	  0.0041
  0.5160	  2.3436	  0.0042
  0.5240	  2.4536	  0.0043
  0.5320	  2.5689	  0.0043
  0.5400	  2.6479	  0.0043
  0.5480	  2.6884	  0.0042
  0.5560	  2.6102	  0.0037
  0.5640	  2.3980	  0.0031
  0.5720	  2.1094	  0.0027
  0.5800	  1.8310	  0.0024
  0.5880	  1.6068	  0.0021
  0.5960	  1.4468	  0.0020
  0.6040	  1.3566	  0.0019
  0.6120	  1.3300	  0.0018
  0.6200	  1.3660	  0.0018
  0.6280	  1.4528	  0.0018
  0.6360	  1.5879	  0.0018
  0.6440	  1.7623	  0.0019
  0.6520	  1.9632	  0.0019
  0.6600	  2.1859	  0.0020
  0.6680	  2.4181	  0.0021
  0.6760	  2.6614	  0.0021
  0.6840	  2.9091	  0.0022
  0.6920	  3.1586	  0.0023
  0.7000	  3.4058	  0.0024
  0.7080	  3.6545	  0.0025
  0.7160	  3.9081	  0.0026
  0.7240	  4.1658	  0.0027
  0.7320	  4.4366	  0.0028
  0.7400	  4.7247	  0.0030
  0.7480	  5.0377	  0.0032
  0.7560	  5.3536	  0.0034
  0.7640	  5.6794	  0.0037
  0.7720	  6.0031	  0.0040
  0.7800	  6.3236	  0.0043
  0.7880	  6.6632	  0.0046
  0.7960	  5.6659	  0.0023
