# distance (nm)	f (kT)	df (kT)
  0.0040	  3.4294	  0.0033
  0.0120	  1.4563	  0.0014
  0.0200	  0.5386	  0.0010
  0.0280	  0.0999	  0.0009
  0.0360	  0.0000	  0.0000
  0.0440	  0.1979	  0.0008
  0.0520	  0.6809	  0.0009
  0.0600	  1.4204	  0.0011
  0.0680	  2.3190	  0.0015
  0.0760	  3.1798	  0.0022
  0.0840	  3.9007	  0.0030
  0.0920	  4.5330	  0.0038
  0.1000	  5.1158	  0.0047
  0.1080	  5.6784	  0.0056
  0.1160	  6.2132	  0.0067
  0.1240	  6.6981	  0.0077
  0.1320	  7.1483	  0.0089
  0.1400	  7.5589	  0.0101
  0.1480	  7.8623	  0.0110
  0.1560	  8.1173	  0.0120
  0.1640	  8.2973	  0.0128
  0.1720	  8.3878	  0.0131
  0.1800	  8.4271	  0.0135
  0.1880	  8.3887	  0.0135
  0.1960	  8.2470	  0.0131
  0.2040	  8.0791	  0.0127
  0.2120	  7.8520	  0.0121
  0.2200	  7.5650	  0.0114
  0.2280	  7.2524	  0.0105
  0.2360	  6.8745	  0.0095
  0.2440	  6.5102	  0.0086
  0.2520	  6.1300	  0.0078
  0.2600	  5.7381	  0.0069
  0.2680	  5.3655	  0.0062
  0.2760	  5.0196	  0.0055
  0.2840	  4.6750	  0.0049
  0.2920	  4.3712	  0.0044
  0.3000	  4.0962	  0.0040
  0.3080	  3.8600	  0.0037
  0.3160	  3.6665	  0.0034
  0.3240	  3.5058	  0.0032
  0.3320	  3.3741	  0.0030
  0.3400	  3.2849	  0.0029
  0.3480	  3.2408	  0.0028
  0.3560	  3.2245	  0.0027
  0.3640	  3.2349	  0.0027
  0.3720	  3.2762	  0.0026
  0.3800	  3.3453	  0.0026
  0.3880	  3.4449	  0.0027
  0.3960	  3.5507	  0.0027
  0.4040	  3.6798	  0.0028
  0.4120	  3.8233	  0.0028
  0.4200	  3.9755	  0.0029
  0.4280	  4.1483	  0.0030
  0.4360	  4.3145	  0.0031
  0.4440	  4.5002	  0.0032
  0.4520	  4.6746	  0.0033
  0.4600	  4.8690	  0.0034
  0.4680	  5.0598	  0.0035
  0.4760	  5.2483	  0.0036
  0.4840	  5.4409	  0.0038
  0.4920	  5.6309	  0.0039
  0.5000	  5.8113	  0.0040
  0.5080	  5.9998	  0.0041
  0.5160	  6.1907	  0.0042
  0.5240	  6.3648	  0.0043
  0.5320	  6.5445	  0.0043
  0.5400	  6.6876	  0.0043
  0.5480	  6.7927	  0.0042
  0.5560	  6.7795	  0.0037
  0.5640	  6.6320	  0.0031
  0.5720	  6.4077	  0.0027
  0.5800	  6.1930	  0.0024
  0.5880	  6.0328	  0.0021
  0.5960	  5.9365	  0.0020
  0.6040	  5.9101	  0.0019
  0.6120	  5.9473	  0.0018
  0.6200	  6.0472	  0.0018
  0.6280	  6.1978	  0.0018
  0.6360	  6.3968	  0.0018
  0.6440	  6.6352	  0.0019
  0.6520	  6.9000	  0.0019
  0.6600	  7.1868	  0.0020
  0.6680	  7.4831	  0.0021
  0.6760	  7.7905	  0.0021
  0.6840	  8.1023	  0.0022
  0.6920	  8.4159	  0.0023
  0.7000	  8.7272	  0.0024
  0.7080	  9.0402	  0.0025
  0.7160	  9.3578	  0.0026
  0.7240	  9.6795	  0.0027
  0.7320	 10.0144	  0.0028
  0.7400	 10.3666	  0.0030
  0.7480	 10.7435	  0.0032
  0.7560	 11.1237	  0.0034
  0.7640	 11.5133	  0.0037
  0.7720	 11.9012	  0.0040
  0.7800	 12.2859	  0.0043
  0.7880	 12.6897	  0.0046
  0.7960	 11.9218	  0.0025
