# distance (nm)	f (kT)	df (kT)
  0.0040	  4.0387	  0.0033
  0.0120	  2.0174	  0.0014
  0.0200	  1.0037	  0.0010
  0.0280	  0.4131	  0.0009
  0.0360	  0.0957	  0.0008
  0.0440	  0.0000	  0.0000
  0.0520	  0.1087	  0.0009
  0.0600	  0.4161	  0.0010
  0.0680	  0.9125	  0.0011
  0.0760	  1.5495	  0.0014
  0.0840	  2.2286	  0.0019
  0.0920	  2.8196	  0.0026
  0.1000	  3.2802	  0.0034
  0.1080	  3.6579	  0.0041
  0.1160	  3.9970	  0.0047
  0.1240	  4.3003	  0.0055
  0.1320	  4.5752	  0.0062
  0.1400	  4.8279	  0.0069
  0.1480	  5.0077	  0.0074
  0.1560	  5.1770	  0.0081
  0.1640	  5.2891	  0.0085
  0.1720	  5.3462	  0.0088
  0.1800	  5.3781	  0.0090
  0.1880	  5.3601	  0.0090
  0.1960	  5.2764	  0.0087
  0.2040	  5.1897	  0.0085
  0.2120	  5.0639	  0.0082
  0.2200	  4.9166	  0.0078
  0.2280	  4.7371	  0.0073
  0.2360	  4.5225	  0.0067
  0.2440	  4.3188	  0.0062
  0.2520	  4.1028	  0.0057
  0.2600	  3.8777	  0.0052
  0.2680	  3.6681	  0.0047
  0.2760	  3.4753	  0.0043
  0.2840	  3.2785	  0.0039
  0.2920	  3.1062	  0.0036
  0.3000	  2.9529	  0.0033
  0.3080	  2.8250	  0.0030
  0.3160	  2.7222	  0.0029
  0.3240	  2.6435	  0.0027
  0.3320	  2.5803	  0.0026
  0.3400	  2.5473	  0.0025
  0.3480	  2.5445	  0.0024
  0.3560	  2.5585	  0.0024
  0.3640	  2.5905	  0.0023
  0.3720	  2.6474	  0.0023
  0.3800	  2.7206	  0.0023
  0.3880	  2.8168	  0.0024
  0.3960	  2.9154	  0.0024
  0.4040	  3.0319	  0.0024
  0.4120	  3.1606	  0.0025
  0.4200	  3.2998	  0.0025
  0.4280	  3.4475	  0.0026
  0.4360	  3.5958	  0.0027
  0.4440	  3.7597	  0.0028
  0.4520	  3.9107	  0.0029
  0.4600	  4.0815	  0.0030
  0.4680	  4.2518	  0.0030
  0.4760	  4.4170	  0.0031
  0.4840	  4.5869	  0.0032
  0.4920	  4.7592	  0.0033
  0.5000	  4.9208	  0.0034
  0.5080	  5.0888	  0.0035
  0.5160	  5.2564	  0.0035
  0.5240	  5.4008	  0.0036
  0.5320	  5.5161	  0.0035
  0.5400	  5.5490	  0.0033
  0.5480	  5.4934	  0.0030
  0.5560	  5.3448	  0.0027
  0.5640	  5.1662	  0.0024
  0.5720	  5.0036	  0.0021
  0.5800	  4.8848	  0.0019
  0.5880	  4.8216	  0.0018
  0.5960	  4.8140	  0.0017
  0.6040	  4.8651	  0.0017
  0.6120	  4.9648	  0.0016
  0.6200	  5.1119	  0.0016
  0.6280	  5.2960	  0.0016
  0.6360	  5.5154	  0.0016
  0.6440	  5.7609	  0.0017
  0.6520	  6.0255	  0.0017
  0.6600	  6.3033	  0.0018
  0.6680	  6.5872	  0.0018
  0.6760	  6.8775	  0.0019
  0.6840	  7.1696	  0.0019
  0.6920	  7.4675	  0.0020
  0.7000	  7.7657	  0.0021
  0.7080	  8.0710	  0.0022
  0.7160	  8.3896	  0.0022
  0.7240	  8.7163	  0.0023
  0.7320	  9.0596	  0.0025
  0.7400	  9.4113	  0.0026
  0.7480	  9.7849	  0.0028
  0.7560	 10.1547	  0.0030
  0.7640	 10.5345	  0.0032
  0.7720	 10.9084	  0.0034
  0.7800	 11.2867	  0.0036
  0.7880	 11.6745	  0.0039
  0.7960	 10.8543	  0.0021
