# distance (nm)	f (kT)	df (kT)
  0.0040	  7.5962	  0.0036
  0.0120	  5.4995	  0.0021
  0.0200	  4.4325	  0.0018
  0.0280	  3.8258	  0.0018
  0.0360	  3.5382	  0.0017
  0.0440	  3.5266	  0.0017
  0.0520	  3.7785	  0.0018
  0.0600	  4.2771	  0.0018
  0.0680	  4.9603	  0.0020
  0.0760	  5.6671	  0.0024
  0.0840	  6.2535	  0.0031
  0.0920	  6.7198	  0.0038
  0.1000	  7.1217	  0.0045
  0.1080	  7.4962	  0.0053
  0.1160	  7.8447	  0.0062
  0.1240	  8.1476	  0.0071
  0.1320	  8.4180	  0.0081
  0.1400	  8.6545	  0.0091
  0.1480	  8.7928	  0.0099
  0.1560	  8.8955	  0.0108
  0.1640	  8.9279	  0.0115
  0.1720	  8.8786	  0.0118
  0.1800	  8.7899	  0.0121
  0.1880	  8.6297	  0.0121
  0.1960	  8.3761	  0.0117
  0.2040	  8.1041	  0.0114
  0.2120	  7.7790	  0.0109
  0.2200	  7.4065	  0.0103
  0.2280	  7.0052	  0.0096
  0.2360	  6.5475	  0.0087
  0.2440	  6.1026	  0.0080
  0.2520	  5.6429	  0.0072
  0.2600	  5.1720	  0.0065
  0.2680	  4.7194	  0.0058
  0.2760	  4.2908	  0.0053
  0.2840	  3.8616	  0.0048
  0.2920	  3.4684	  0.0044
  0.3000	  3.1008	  0.0040
  0.3080	  2.7681	  0.0037
  0.3160	  2.4735	  0.0035
  0.3240	  2.2091	  0.0033
  0.3320	  1.9695	  0.0031
  0.3400	  1.7686	  0.0030
  0.3480	  1.6085	  0.0029
  0.3560	  1.4739	  0.0029
  0.3640	  1.3630	  0.0028
  0.3720	  1.2812	  0.0028
  0.3800	  1.2242	  0.0028
  0.3880	  1.1954	  0.0028
  0.3960	  1.1718	  0.0028
  0.4040	  1.1699	  0.0029
  0.4120	  1.1818	  0.0029
  0.4200	  1.2024	  0.0030
  0.4280	  1.2412	  0.0031
  0.4360	  1.2746	  0.0031
  0.4440	  1.3267	  0.0032
  0.4520	  1.3669	  0.0033
  0.4600	  1.4272	  0.0034
  0.4680	  1.4847	  0.0035
  0.4760	  1.5393	  0.0036
  0.4840	  1.5981	  0.0037
  0.4920	  1.6560	  0.0038
  0.5000	  1.7031	  0.0039
  0.5080	  1.7581	  0.0040
  0.5160	  1.8161	  0.0041
  0.5240	  1.8566	  0.0042
  0.5320	  1.8991	  0.0042
  0.5400	  1.8974	  0.0042
  0.5480	  1.8387	  0.0039
  0.5560	  1.6518	  0.0035
  0.5640	  1.3524	  0.0030
  0.5720	  1.0076	  0.0026
  0.5800	  0.6882	  0.0024
  0.5880	  0.4249	  0.0022
  0.5960	  0.2236	  0.0021
  0.6040	  0.0890	  0.0020
  0.6120	  0.0150	  0.0020
  0.6200	  0.0000	  0.0000
  0.6280	  0.0323	  0.0020
  0.6360	  0.1095	  0.0020
  0.6440	  0.2224	  0.0020
  0.6520	  0.3598	  0.0020
  0.6600	  0.5166	  0.0021
  0.6680	  0.6821	  0.0022
  0.6760	  0.8574	  0.0022
  0.6840	  1.0358	  0.0023
  0.6920	  1.2170	  0.0024
  0.7000	  1.3961	  0.0024
  0.7080	  1.5776	  0.0025
  0.7160	  1.7668	  0.0026
  0.7240	  1.9617	  0.0027
  0.7320	  2.1708	  0.0028
  0.7400	  2.3953	  0.0030
  0.7480	  2.6440	  0.0032
  0.7560	  2.8937	  0.0034
  0.7640	  3.1532	  0.0036
  0.7720	  3.4096	  0.0038
  0.7800	  3.6647	  0.0041
  0.7880	  3.9361	  0.0044
  0.7960	  2.6409	  0.0022
