# distance (nm)	f (kT)	df (kT)
  0.0040	  4.1919	  0.0033
  0.0120	  2.1996	  0.0014
  0.0200	  1.1958	  0.0010
  0.0280	  0.5870	  0.0009
  0.0360	  0.2175	  0.0009
  0.0440	  0.0298	  0.0009
  0.0520	  0.0000	  0.0000
  0.0600	  0.1200	  0.0010
  0.0680	  0.3872	  0.0011
  0.0760	  0.7920	  0.0013
  0.0840	  1.3126	  0.0016
  0.0920	  1.8948	  0.0021
  0.1000	  2.4493	  0.0026
  0.1080	  2.9105	  0.0033
  0.1160	  3.2697	  0.0040
  0.1240	  3.5636	  0.0047
  0.1320	  3.8188	  0.0053
  0.1400	  4.0565	  0.0058
  0.1480	  4.2353	  0.0063
  0.1560	  4.4189	  0.0068
  0.1640	  4.5509	  0.0071
  0.1720	  4.6559	  0.0073
  0.1800	  4.7428	  0.0075
  0.1880	  4.7894	  0.0075
  0.1960	  4.7984	  0.0074
  0.2040	  4.8091	  0.0072
  0.2120	  4.7953	  0.0070
  0.2200	  4.7694	  0.0067
  0.2280	  4.7168	  0.0063
  0.2360	  4.6435	  0.0059
  0.2440	  4.5819	  0.0055
  0.2520	  4.5090	  0.0051
  0.2600	  4.4291	  0.0047
  0.2680	  4.3648	  0.0043
  0.2760	  4.3089	  0.0040
  0.2840	  4.2506	  0.0037
  0.2920	  4.2079	  0.0034
  0.3000	  4.1796	  0.0032
  0.3080	  4.1700	  0.0030
  0.3160	  4.1767	  0.0028
  0.3240	  4.2010	  0.0027
  0.3320	  4.2349	  0.0026
  0.3400	  4.2941	  0.0025
  0.3480	  4.3756	  0.0025
  0.3560	  4.4661	  0.0024
  0.3640	  4.5678	  0.0024
  0.3720	  4.6951	  0.0024
  0.3800	  4.8303	  0.0024
  0.3880	  4.9846	  0.0024
  0.3960	  5.1393	  0.0025
  0.4040	  5.3080	  0.0025
  0.4120	  5.4886	  0.0026
  0.4200	  5.6811	  0.0026
  0.4280	  5.8728	  0.0027
  0.4360	  6.0727	  0.0028
  0.4440	  6.2828	  0.0029
  0.4520	  6.4801	  0.0029
  0.4600	  6.6959	  0.0030
  0.4680	  6.9140	  0.0031
  0.4760	  7.1257	  0.0032
  0.4840	  7.3400	  0.0033
  0.4920	  7.5615	  0.0034
  0.5000	  7.7689	  0.0034
  0.5080	  7.9755	  0.0035
  0.5160	  8.1596	  0.0035
  0.5240	  8.2895	  0.0034
  0.5320	  8.3447	  0.0033
  0.5400	  8.3193	  0.0030
  0.5480	  8.2570	  0.0028
  0.5560	  8.1751	  0.0025
  0.5640	  8.1143	  0.0022
  0.5720	  8.0926	  0.0020
  0.5800	  8.1156	  0.0019
  0.5880	  8.1881	  0.0018
  0.5960	  8.3069	  0.0017
  0.6040	  8.4756	  0.0017
  0.6120	  8.6778	  0.0017
  0.6200	  8.9157	  0.0017
  0.6280	  9.1808	  0.0017
  0.6360	  9.4734	  0.0017
  0.6440	  9.7827	  0.0017
  0.6520	 10.1067	  0.0018
  0.6600	 10.4377	  0.0018
  0.6680	 10.7741	  0.0019
  0.6760	 11.1135	  0.0019
  0.6840	 11.4589	  0.0020
  0.6920	 11.8140	  0.0021
  0.7000	 12.1731	  0.0021
  0.7080	 12.5430	  0.0022
  0.7160	 12.9286	  0.0023
  0.7240	 13.3198	  0.0024
  0.7320	 13.7297	  0.0025
  0.7400	 14.1425	  0.0027
  0.7480	 14.5720	  0.0028
  0.7560	 14.9964	  0.0030
  0.7640	 15.4306	  0.0032
  0.7720	 15.8550	  0.0034
  0.7800	 16.2907	  0.0036
  0.7880	 16.7273	  0.0039
  0.7960	 16.0672	  0.0022
