# distance (nm)	f (kT)	df (kT)
  0.0040	  4.6592	  0.0039
  0.0120	  2.5735	  0.0026
  0.0200	  1.4799	  0.0024
  0.0280	  0.7971	  0.0023
  0.0360	  0.3746	  0.0023
  0.0440	  0.1586	  0.0023
  0.0520	  0.1300	  0.0023
  0.0600	  0.2830	  0.0023
  0.0680	  0.6123	  0.0024
  0.0760	  1.0895	  0.0025
  0.0840	  1.6496	  0.0027
  0.0920	  2.1767	  0.0032
  0.1000	  2.5847	  0.0038
  0.1080	  2.8852	  0.0043
  0.1160	  3.1293	  0.0049
  0.1240	  3.3355	  0.0055
  0.1320	  3.5131	  0.0061
  0.1400	  3.6714	  0.0068
  0.1480	  3.7629	  0.0073
  0.1560	  3.8499	  0.0078
  0.1640	  3.8820	  0.0082
  0.1720	  3.8690	  0.0084
  0.1800	  3.8337	  0.0086
  0.1880	  3.7524	  0.0086
  0.1960	  3.6154	  0.0084
  0.2040	  3.4774	  0.0082
  0.2120	  3.3053	  0.0079
  0.2200	  3.1169	  0.0076
  0.2280	  2.8964	  0.0072
  0.2360	  2.6471	  0.0067
  0.2440	  2.4089	  0.0062
  0.2520	  2.1584	  0.0058
  0.2600	  1.8997	  0.0053
  0.2680	  1.6563	  0.0049
  0.2760	  1.4272	  0.0046
  0.2840	  1.1941	  0.0043
  0.2920	  0.9824	  0.0040
  0.3000	  0.7877	  0.0038
  0.3080	  0.6160	  0.0036
  0.3160	  0.4664	  0.0034
  0.3240	  0.3387	  0.0033
  0.3320	  0.2241	  0.0032
  0.3400	  0.1376	  0.0031
  0.3480	  0.0784	  0.0031
  0.3560	  0.0335	  0.0031
  0.3640	  0.0043	  0.0030
  0.3720	  0.0000	  0.0000
  0.3800	  0.0087	  0.0030
  0.3880	  0.0392	  0.0031
  0.3960	  0.0713	  0.0031
  0.4040	  0.1200	  0.0031
  0.4120	  0.1806	  0.0031
  0.4200	  0.2523	  0.0032
  0.4280	  0.3295	  0.0032
  0.4360	  0.4094	  0.0033
  0.4440	  0.5035	  0.0034
  0.4520	  0.5845	  0.0034
  0.4600	  0.6850	  0.0035
  0.4680	  0.7859	  0.0036
  0.4760	  0.8811	  0.0037
  0.4840	  0.9806	  0.0037
  0.4920	  1.0841	  0.0038
  0.5000	  1.1764	  0.0039
  0.5080	  1.2743	  0.0039
  0.5160	  1.3680	  0.0040
  0.5240	  1.4310	  0.0040
  0.5320	  1.4468	  0.0039
  0.5400	  1.3714	  0.0037
  0.5480	  1.2163	  0.0034
  0.5560	  0.9941	  0.0032
  0.5640	  0.7644	  0.0030
  0.5720	  0.5618	  0.0028
  0.5800	  0.4047	  0.0027
  0.5880	  0.3017	  0.0026
  0.5960	  0.2517	  0.0026
  0.6040	  0.2575	  0.0025
  0.6120	  0.3072	  0.0025
  0.6200	  0.4003	  0.0025
  0.6280	  0.5270	  0.0025
  0.6360	  0.6861	  0.0025
  0.6440	  0.8680	  0.0025
  0.6520	  1.0675	  0.0026
  0.6600	  1.2779	  0.0026
  0.6680	  1.4940	  0.0026
  0.6760	  1.7152	  0.0027
  0.6840	  1.9390	  0.0027
  0.6920	  2.1698	  0.0028
  0.7000	  2.4023	  0.0028
  0.7080	  2.6431	  0.0029
  0.7160	  2.8988	  0.0029
  0.7240	  3.1622	  0.0030
  0.7320	  3.4426	  0.0031
  0.7400	  3.7293	  0.0032
  0.7480	  4.0370	  0.0033
  0.7560	  4.3394	  0.0035
  0.7640	  4.6524	  0.0037
  0.7720	  4.9578	  0.0038
  0.7800	  5.2702	  0.0040
  0.7880	  5.5890	  0.0042
  0.7960	  4.5152	  0.0028
