# distance (nm)	f (kT)	df (kT)
  0.0040	 19.2529	  0.0036
  0.0120	 17.0214	  0.0021
  0.0200	 15.7842	  0.0018
  0.0280	 14.9767	  0.0018
  0.0360	 14.4550	  0.0017
  0.0440	 14.1707	  0.0017
  0.0520	 14.1093	  0.0017
  0.0600	 14.2638	  0.0018
  0.0680	 14.6143	  0.0019
  0.0760	 15.0814	  0.0021
  0.0840	 15.5318	  0.0026
  0.0920	 15.8534	  0.0033
  0.1000	 16.0606	  0.0039
  0.1080	 16.2114	  0.0046
  0.1160	 16.3334	  0.0053
  0.1240	 16.4175	  0.0061
  0.1320	 16.4718	  0.0068
  0.1400	 16.5011	  0.0076
  0.1480	 16.4493	  0.0082
  0.1560	 16.3808	  0.0089
  0.1640	 16.2504	  0.0094
  0.1720	 16.0560	  0.0097
  0.1800	 15.8353	  0.0099
  0.1880	 15.5562	  0.0099
  0.1960	 15.2029	  0.0096
  0.2040	 14.8418	  0.0094
  0.2120	 14.4386	  0.0090
  0.2200	 14.0076	  0.0086
  0.2280	 13.5435	  0.0080
  0.2360	 13.0385	  0.0074
  0.2440	 12.5452	  0.0068
  0.2520	 12.0384	  0.0062
  0.2600	 11.5222	  0.0057
  0.2680	 11.0225	  0.0051
  0.2760	 10.5421	  0.0047
  0.2840	 10.0581	  0.0043
  0.2920	  9.6023	  0.0039
  0.3000	  9.1671	  0.0036
  0.3080	  8.7601	  0.0034
  0.3160	  8.3828	  0.0032
  0.3240	  8.0313	  0.0031
  0.3320	  7.6976	  0.0029
  0.3400	  7.3967	  0.0028
  0.3480	  7.1290	  0.0028
  0.3560	  6.8817	  0.0027
  0.3640	  6.6534	  0.0027
  0.3720	  6.4514	  0.0027
  0.3800	  6.2682	  0.0027
  0.3880	  6.1097	  0.0027
  0.3960	  5.9543	  0.0027
  0.4040	  5.8180	  0.0027
  0.4120	  5.6943	  0.0028
  0.4200	  5.5800	  0.0028
  0.4280	  5.4784	  0.0029
  0.4360	  5.3747	  0.0030
  0.4440	  5.2877	  0.0031
  0.4520	  5.1879	  0.0031
  0.4600	  5.1081	  0.0032
  0.4680	  5.0271	  0.0033
  0.4760	  4.9418	  0.0034
  0.4840	  4.8610	  0.0035
  0.4920	  4.7820	  0.0036
  0.5000	  4.6915	  0.0036
  0.5080	  4.6080	  0.0037
  0.5160	  4.5266	  0.0038
  0.5240	  4.4251	  0.0038
  0.5320	  4.3084	  0.0038
  0.5400	  4.1225	  0.0036
  0.5480	  3.8498	  0.0034
  0.5560	  3.4632	  0.0030
  0.5640	  3.0213	  0.0026
  0.5720	  2.5813	  0.0024
  0.5800	  2.1824	  0.0022
  0.5880	  1.8397	  0.0020
  0.5960	  1.5550	  0.0020
  0.6040	  1.3314	  0.0019
  0.6120	  1.1612	  0.0019
  0.6200	  1.0421	  0.0018
  0.6280	  0.9633	  0.0018
  0.6360	  0.9227	  0.0019
  0.6440	  0.9110	  0.0019
  0.6520	  0.9203	  0.0019
  0.6600	  0.9443	  0.0020
  0.6680	  0.9754	  0.0020
  0.6760	  1.0140	  0.0021
  0.6840	  1.0543	  0.0021
  0.6920	  1.0992	  0.0022
  0.7000	  1.1435	  0.0022
  0.7080	  1.1929	  0.0023
  0.7160	  1.2547	  0.0024
  0.7240	  1.3242	  0.0025
  0.7320	  1.4094	  0.0026
  0.7400	  1.5053	  0.0028
  0.7480	  1.6245	  0.0029
  0.7560	  1.7405	  0.0031
  0.7640	  1.8672	  0.0033
  0.7720	  1.9883	  0.0035
  0.7800	  2.1120	  0.0037
  0.7880	  2.2469	  0.0040
  0.7960	  0.0000	  0.0000
