# distance (nm)	f (kT)	df (kT)
  0.0040	 20.6555	  0.0036
  0.0120	 18.3949	  0.0020
  0.0200	 17.1005	  0.0018
  0.0280	 16.2031	  0.0017
  0.0360	 15.5532	  0.0017
  0.0440	 15.0961	  0.0017
  0.0520	 14.8106	  0.0017
  0.0600	 14.6902	  0.0017
  0.0680	 14.7317	  0.0018
  0.0760	 14.9184	  0.0019
  0.0840	 15.2107	  0.0022
  0.0920	 15.5223	  0.0026
  0.1000	 15.7525	  0.0032
  0.1080	 15.8671	  0.0038
  0.1160	 15.9011	  0.0045
  0.1240	 15.8886	  0.0051
  0.1320	 15.8445	  0.0056
  0.1400	 15.7834	  0.0062
  0.1480	 15.6603	  0.0067
  0.1560	 15.5379	  0.0072
  0.1640	 15.3619	  0.0076
  0.1720	 15.1508	  0.0078
  0.1800	 14.9201	  0.0080
  0.1880	 14.6453	  0.0080
  0.1960	 14.3252	  0.0078
  0.2040	 14.0045	  0.0076
  0.2120	 13.6559	  0.0074
  0.2200	 13.2945	  0.0071
  0.2280	 12.9010	  0.0067
  0.2360	 12.4852	  0.0062
  0.2440	 12.0804	  0.0058
  0.2520	 11.6634	  0.0053
  0.2600	 11.2392	  0.0049
  0.2680	 10.8307	  0.0045
  0.2760	 10.4337	  0.0042
  0.2840	 10.0331	  0.0039
  0.2920	  9.6510	  0.0036
  0.3000	  9.2842	  0.0034
  0.3080	  8.9383	  0.0032
  0.3160	  8.6122	  0.0030
  0.3240	  8.3055	  0.0029
  0.3320	  8.0096	  0.0028
  0.3400	  7.7403	  0.0027
  0.3480	  7.4955	  0.0026
  0.3560	  7.2630	  0.0026
  0.3640	  7.0434	  0.0026
  0.3720	  6.8495	  0.0026
  0.3800	  6.6649	  0.0026
  0.3880	  6.5014	  0.0026
  0.3960	  6.3387	  0.0026
  0.4040	  6.1913	  0.0026
  0.4120	  6.0553	  0.0027
  0.4200	  5.9310	  0.0027
  0.4280	  5.8094	  0.0028
  0.4360	  5.6931	  0.0029
  0.4440	  5.5888	  0.0029
  0.4520	  5.4717	  0.0030
  0.4600	  5.3733	  0.0031
  0.4680	  5.2763	  0.0032
  0.4760	  5.1736	  0.0032
  0.4840	  5.0739	  0.0033
  0.4920	  4.9805	  0.0034
  0.5000	  4.8743	  0.0035
  0.5080	  4.7718	  0.0035
  0.5160	  4.6583	  0.0036
  0.5240	  4.5021	  0.0035
  0.5320	  4.2807	  0.0034
  0.5400	  3.9690	  0.0032
  0.5480	  3.5964	  0.0029
  0.5560	  3.1829	  0.0026
  0.5640	  2.7794	  0.0024
  0.5720	  2.4111	  0.0022
  0.5800	  2.0885	  0.0020
  0.5880	  1.8178	  0.0019
  0.5960	  1.5972	  0.0018
  0.6040	  1.4292	  0.0018
  0.6120	  1.3001	  0.0018
  0.6200	  1.2104	  0.0018
  0.6280	  1.1509	  0.0018
  0.6360	  1.1211	  0.0018
  0.6440	  1.1105	  0.0018
  0.6520	  1.1165	  0.0018
  0.6600	  1.1308	  0.0019
  0.6680	  1.1507	  0.0019
  0.6760	  1.1745	  0.0020
  0.6840	  1.2024	  0.0020
  0.6920	  1.2384	  0.0021
  0.7000	  1.2778	  0.0021
  0.7080	  1.3264	  0.0022
  0.7160	  1.3913	  0.0023
  0.7240	  1.4626	  0.0024
  0.7320	  1.5517	  0.0025
  0.7400	  1.6448	  0.0026
  0.7480	  1.7579	  0.0028
  0.7560	  1.8645	  0.0030
  0.7640	  1.9824	  0.0031
  0.7720	  2.0905	  0.0033
  0.7800	  2.2088	  0.0036
  0.7880	  2.3296	  0.0038
  0.7960	  0.0000	  0.0000
