# distance (nm)	f (kT)	df (kT)
  0.0133	  1.2228	  0.0681
  0.0400	  0.0000	  0.0000
  0.0667	  1.4900	  0.0641
  0.0933	  3.6684	  0.1515
  0.1200	  5.9025	  0.3763
  0.1467	  7.5660	  0.4355
  0.1733	  7.7187	  0.5592
  0.2000	  7.1601	  0.3817
  0.2267	  7.0366	  0.4182
  0.2533	  6.4437	  0.3763
  0.2800	  5.4283	  0.2215
  0.3067	  5.4527	  0.2007
  0.3333	  5.3320	  0.1657
  0.3600	  5.5388	  0.1552
  0.3867	  5.6707	  0.1406
  0.4133	  6.3338	  0.1524
  0.4400	  7.1713	  0.1783
  0.4667	  7.7562	  0.1816
  0.4933	  8.3251	  0.1845
  0.5200	  9.4647	  0.2283
  0.5467	  9.8298	  0.1977
  0.5733	  9.5809	  0.1399
  0.6000	  9.6294	  0.1216
  0.6267	 10.0550	  0.1165
  0.6533	 10.9337	  0.1213
  0.6800	 12.1549	  0.1343
  0.7067	 13.3357	  0.1425
  0.7333	 14.6058	  0.1650
  0.7600	 16.1215	  0.2019
  0.7867	 17.2328	  0.1919
