# distance (nm)	f (kT)	df (kT)
  0.0133	  2.2941	  0.0841
  0.0400	  0.2665	  0.0646
  0.0667	  0.0000	  0.0000
  0.0933	  0.7862	  0.1204
  0.1200	  2.8151	  0.3150
  0.1467	  2.3777	  0.3267
  0.1733	  2.6199	  0.3894
  0.2000	  1.9636	  0.2875
  0.2267	  2.1845	  0.3160
  0.2533	  2.0932	  0.2946
  0.2800	  1.7251	  0.2187
  0.3067	  1.3672	  0.1946
  0.3333	  1.5501	  0.1799
  0.3600	  1.4493	  0.1679
  0.3867	  1.4496	  0.1589
  0.4133	  1.6527	  0.1633
  0.4400	  2.5174	  0.2028
  0.4667	  2.3482	  0.1914
  0.4933	  2.6937	  0.1997
  0.5200	  3.3749	  0.2378
  0.5467	  3.0344	  0.1821
  0.5733	  2.8796	  0.1446
  0.6000	  2.9237	  0.1305
  0.6267	  3.5724	  0.1282
  0.6533	  4.2779	  0.1352
  0.6800	  5.1358	  0.1464
  0.7067	  6.1513	  0.1599
  0.7333	  7.0931	  0.1806
  0.7600	  8.2329	  0.2071
  0.7867	  8.8863	  0.1960
