# distance (nm)	f (kT)	df (kT)
  0.0133	  1.1330	  0.0681
  0.0400	  0.0000	  0.0000
  0.0667	  1.3386	  0.0613
  0.0933	  3.7168	  0.1325
  0.1200	  6.1732	  0.3362
  0.1467	  7.6158	  0.3933
  0.1733	  8.3744	  0.4940
  0.2000	  8.3380	  0.3080
  0.2267	  8.8845	  0.3440
  0.2533	  9.1141	  0.3073
  0.2800	  8.7900	  0.2067
  0.3067	  9.2456	  0.1817
  0.3333	  9.6458	  0.1577
  0.3600	 10.2453	  0.1481
  0.3867	 10.8641	  0.1365
  0.4133	 11.8406	  0.1449
  0.4400	 13.1894	  0.1731
  0.4667	 14.0580	  0.1715
  0.4933	 15.1216	  0.1744
  0.5200	 16.6683	  0.2161
  0.5467	 17.3316	  0.1800
  0.5733	 17.4849	  0.1339
  0.6000	 18.0033	  0.1183
  0.6267	 18.9343	  0.1146
  0.6533	 20.2761	  0.1198
  0.6800	 21.8626	  0.1322
  0.7067	 23.5282	  0.1407
  0.7333	 25.1873	  0.1608
  0.7600	 27.0013	  0.1909
  0.7867	 28.6460	  0.1959
