# distance (nm)	f (kT)	df (kT)
  0.0133	 16.3320	  0.1382
  0.0400	 14.3469	  0.1270
  0.0667	 14.9347	  0.1331
  0.0933	 16.0214	  0.1934
  0.1200	 17.3005	  0.3862
  0.1467	 17.7832	  0.4574
  0.1733	 16.9457	  0.5208
  0.2000	 14.8419	  0.4339
  0.2267	 13.7610	  0.4372
  0.2533	 12.0833	  0.4017
  0.2800	  9.9695	  0.2445
  0.3067	  9.0396	  0.2203
  0.3333	  7.8440	  0.1872
  0.3600	  7.0225	  0.1751
  0.3867	  6.0550	  0.1601
  0.4133	  5.7365	  0.1676
  0.4400	  5.4726	  0.1889
  0.4667	  5.0296	  0.1911
  0.4933	  4.4938	  0.1912
  0.5200	  4.4935	  0.2341
  0.5467	  3.7856	  0.1975
  0.5733	  2.4326	  0.1428
  0.6000	  1.4760	  0.1208
  0.6267	  0.8667	  0.1129
  0.6533	  0.7172	  0.1147
  0.6800	  0.9210	  0.1251
  0.7067	  0.8863	  0.1310
  0.7333	  1.2122	  0.1526
  0.7600	  1.7141	  0.1874
  0.7867	  0.0000	  0.0000
