# distance (nm)	f (kT)	df (kT)
  0.0133	  1.3794	  0.0681
  0.0400	  0.0000	  0.0000
  0.0667	  0.9161	  0.0601
  0.0933	  2.9416	  0.1226
  0.1200	  5.1626	  0.3227
  0.1467	  6.0987	  0.3701
  0.1733	  6.7095	  0.4506
  0.2000	  6.3734	  0.2950
  0.2267	  6.8205	  0.3287
  0.2533	  6.9570	  0.2928
  0.2800	  6.5583	  0.2003
  0.3067	  6.7983	  0.1741
  0.3333	  7.0490	  0.1544
  0.3600	  7.4337	  0.1444
  0.3867	  7.8553	  0.1336
  0.4133	  8.5902	  0.1421
  0.4400	  9.7555	  0.1693
  0.4667	 10.3509	  0.1659
  0.4933	 11.2056	  0.1702
  0.5200	 12.5125	  0.2099
  0.5467	 12.8690	  0.1705
  0.5733	 12.8222	  0.1304
  0.6000	 13.1743	  0.1162
  0.6267	 13.9458	  0.1137
  0.6533	 15.1047	  0.1185
  0.6800	 16.4688	  0.1303
  0.7067	 17.8909	  0.1385
  0.7333	 19.3527	  0.1572
  0.7600	 20.9145	  0.1867
  0.7867	 22.2670	  0.1868
