# distance (nm)	f (kT)	df (kT)
  0.0133	  1.2849	  0.0680
  0.0400	  0.0000	  0.0000
  0.0667	  1.1529	  0.0609
  0.0933	  3.3239	  0.1321
  0.1200	  5.5775	  0.3352
  0.1467	  6.7894	  0.3909
  0.1733	  7.3417	  0.4840
  0.2000	  7.0302	  0.3104
  0.2267	  7.3681	  0.3453
  0.2533	  7.3832	  0.3062
  0.2800	  6.8414	  0.2042
  0.3067	  7.0972	  0.1799
  0.3333	  7.2840	  0.1564
  0.3600	  7.6792	  0.1466
  0.3867	  8.0805	  0.1351
  0.4133	  8.8560	  0.1436
  0.4400	  9.9842	  0.1715
  0.4667	 10.6540	  0.1696
  0.4933	 11.4909	  0.1729
  0.5200	 12.8190	  0.2138
  0.5467	 13.2566	  0.1779
  0.5733	 13.1982	  0.1326
  0.6000	 13.5152	  0.1173
  0.6267	 14.2374	  0.1139
  0.6533	 15.3706	  0.1190
  0.6800	 16.7535	  0.1311
  0.7067	 18.1776	  0.1391
  0.7333	 19.6440	  0.1590
  0.7600	 21.2523	  0.1889
  0.7867	 22.6246	  0.1884
