# distance (nm)	f (kT)	df (kT)
  0.0133	  3.0408	  0.1280
  0.0400	  1.0015	  0.1160
  0.0667	  0.9216	  0.1208
  0.0933	  1.9815	  0.1506
  0.1200	  3.6646	  0.3258
  0.1467	  3.3756	  0.3418
  0.1733	  3.4003	  0.4035
  0.2000	  2.3621	  0.2979
  0.2267	  2.3498	  0.3284
  0.2533	  1.9711	  0.2956
  0.2800	  1.1567	  0.2124
  0.3067	  0.7010	  0.1854
  0.3333	  0.4816	  0.1692
  0.3600	  0.2109	  0.1567
  0.3867	  0.0078	  0.1437
  0.4133	  0.0574	  0.1488
  0.4400	  0.6435	  0.1749
  0.4667	  0.4741	  0.1663
  0.4933	  0.6707	  0.1694
  0.5200	  1.2835	  0.2049
  0.5467	  0.7564	  0.1583
  0.5733	  0.1966	  0.1210
  0.6000	  0.0000	  0.0000
  0.6267	  0.2704	  0.1028
  0.6533	  0.8208	  0.1065
  0.6800	  1.5217	  0.1171
  0.7067	  2.2466	  0.1273
  0.7333	  3.0878	  0.1473
  0.7600	  3.9881	  0.1790
  0.7867	  4.3664	  0.1560
