# distance (nm)	f (kT)	df (kT)
  0.0080	 13.8427	  0.0551
  0.0240	 11.4108	  0.0436
  0.0400	 10.1772	  0.0425
  0.0560	  9.5020	  0.0431
  0.0720	  9.3872	  0.0464
  0.0880	  9.7037	  0.0548
  0.1040	 10.3138	  0.0753
  0.1200	 10.4390	  0.0986
  0.1360	 10.5988	  0.1358
  0.1520	 10.3118	  0.1494
  0.1680	 10.1377	  0.1727
  0.1840	  9.7849	  0.1794
  0.2000	  9.1432	  0.1595
  0.2160	  8.8002	  0.1621
  0.2320	  8.2644	  0.1495
  0.2480	  7.6809	  0.1316
  0.2640	  6.9390	  0.1080
  0.2800	  6.4116	  0.1000
  0.2960	  5.7425	  0.0820
  0.3120	  5.2099	  0.0746
  0.3280	  4.9005	  0.0703
  0.3440	  4.3599	  0.0633
  0.3600	  4.0222	  0.0620
  0.3760	  3.7245	  0.0609
  0.3920	  3.6337	  0.0642
  0.4080	  3.3434	  0.0633
  0.4240	  3.2103	  0.0673
  0.4400	  3.1235	  0.0703
  0.4560	  2.9362	  0.0722
  0.4720	  2.9396	  0.0793
  0.4880	  2.8108	  0.0804
  0.5040	  2.6950	  0.0844
  0.5200	  2.3933	  0.0804
  0.5360	  2.0743	  0.0786
  0.5520	  1.3678	  0.0631
  0.5680	  0.6778	  0.0506
  0.5840	  0.3572	  0.0457
  0.6000	  0.1189	  0.0429
  0.6160	  0.0000	  0.0000
  0.6320	  0.0902	  0.0427
  0.6480	  0.1462	  0.0438
  0.6640	  0.2994	  0.0462
  0.6800	  0.4504	  0.0482
  0.6960	  0.6688	  0.0521
  0.7120	  0.8192	  0.0541
  0.7280	  1.0771	  0.0580
  0.7440	  1.5043	  0.0681
  0.7600	  1.8517	  0.0757
  0.7760	  2.1529	  0.0853
  0.7920	  1.0080	  0.0497
