# distance (nm)	f (kT)	df (kT)
  0.0080	  4.3192	  0.0579
  0.0240	  2.1124	  0.0472
  0.0400	  1.1170	  0.0461
  0.0560	  0.6870	  0.0466
  0.0720	  0.8200	  0.0496
  0.0880	  1.3830	  0.0575
  0.1040	  2.2494	  0.0769
  0.1200	  2.6280	  0.0995
  0.1360	  3.0457	  0.1359
  0.1520	  3.0310	  0.1492
  0.1680	  3.1264	  0.1726
  0.1840	  3.0280	  0.1791
  0.2000	  2.6383	  0.1595
  0.2160	  2.5534	  0.1623
  0.2320	  2.2721	  0.1499
  0.2480	  1.9510	  0.1322
  0.2640	  1.4519	  0.1090
  0.2800	  1.1912	  0.1011
  0.2960	  0.7770	  0.0837
  0.3120	  0.5001	  0.0765
  0.3280	  0.4508	  0.0723
  0.3440	  0.1583	  0.0658
  0.3600	  0.0834	  0.0644
  0.3760	  0.0297	  0.0634
  0.3920	  0.2017	  0.0666
  0.4080	  0.1634	  0.0658
  0.4240	  0.2871	  0.0696
  0.4400	  0.4674	  0.0724
  0.4560	  0.5273	  0.0740
  0.4720	  0.7868	  0.0813
  0.4880	  0.9168	  0.0824
  0.5040	  1.0541	  0.0864
  0.5200	  1.0117	  0.0824
  0.5360	  0.9529	  0.0807
  0.5520	  0.5152	  0.0658
  0.5680	  0.0735	  0.0540
  0.5840	  0.0000	  0.0000
  0.6000	  0.0181	  0.0470
  0.6160	  0.1539	  0.0459
  0.6320	  0.5005	  0.0469
  0.6480	  0.8125	  0.0479
  0.6640	  1.2222	  0.0502
  0.6800	  1.6226	  0.0522
  0.6960	  2.0984	  0.0559
  0.7120	  2.5046	  0.0578
  0.7280	  3.0190	  0.0614
  0.7440	  3.6944	  0.0712
  0.7600	  4.3096	  0.0785
  0.7760	  4.8657	  0.0881
  0.7920	  4.5323	  0.0614
