# distance (nm)	f (kT)	df (kT)
  0.0080	  2.2844	  0.0392
  0.0240	  0.5205	  0.0207
  0.0400	  0.0000	  0.0000
  0.0560	  0.0602	  0.0207
  0.0720	  0.6884	  0.0275
  0.0880	  1.7464	  0.0407
  0.1040	  3.1234	  0.0655
  0.1200	  4.0101	  0.0911
  0.1360	  4.9446	  0.1299
  0.1520	  5.4699	  0.1441
  0.1680	  6.1061	  0.1690
  0.1840	  6.5151	  0.1760
  0.2000	  6.6307	  0.1558
  0.2160	  7.0629	  0.1591
  0.2320	  7.2907	  0.1465
  0.2480	  7.4947	  0.1281
  0.2640	  7.4809	  0.1043
  0.2800	  7.7533	  0.0960
  0.2960	  7.8464	  0.0780
  0.3120	  8.0840	  0.0703
  0.3280	  8.5543	  0.0656
  0.3440	  8.7593	  0.0590
  0.3600	  9.2084	  0.0577
  0.3760	  9.6427	  0.0569
  0.3920	 10.3410	  0.0611
  0.4080	 10.8082	  0.0605
  0.4240	 11.4448	  0.0650
  0.4400	 12.1571	  0.0683
  0.4560	 12.7124	  0.0699
  0.4720	 13.4845	  0.0784
  0.4880	 14.1308	  0.0802
  0.5040	 14.7774	  0.0845
  0.5200	 15.2508	  0.0806
  0.5360	 15.7105	  0.0792
  0.5520	 15.8127	  0.0638
  0.5680	 15.8685	  0.0514
  0.5840	 16.2870	  0.0468
  0.6000	 16.8202	  0.0438
  0.6160	 17.4648	  0.0428
  0.6320	 18.3234	  0.0442
  0.6480	 19.1478	  0.0452
  0.6640	 20.0710	  0.0480
  0.6800	 20.9706	  0.0503
  0.6960	 21.9604	  0.0543
  0.7120	 22.8784	  0.0564
  0.7280	 23.9062	  0.0602
  0.7440	 25.0776	  0.0707
  0.7600	 26.2284	  0.0782
  0.7760	 27.2943	  0.0886
  0.7920	 27.9052	  0.0725
