# distance (nm)	f (kT)	df (kT)
  0.0080	  2.3147	  0.0389
  0.0240	  0.4677	  0.0204
  0.0400	  0.0000	  0.0000
  0.0560	  0.3028	  0.0204
  0.0720	  1.3827	  0.0279
  0.0880	  2.7883	  0.0484
  0.1040	  3.8795	  0.0838
  0.1200	  4.6141	  0.1085
  0.1360	  5.5885	  0.1593
  0.1520	  5.9217	  0.1708
  0.1680	  6.4920	  0.2063
  0.1840	  6.6296	  0.2116
  0.2000	  6.4900	  0.1919
  0.2160	  6.3750	  0.1865
  0.2320	  6.2368	  0.1662
  0.2480	  5.9499	  0.1459
  0.2640	  5.5019	  0.1114
  0.2800	  5.5465	  0.1056
  0.2960	  5.0359	  0.0776
  0.3120	  4.9957	  0.0694
  0.3280	  4.9293	  0.0624
  0.3440	  4.8740	  0.0552
  0.3600	  5.0507	  0.0536
  0.3760	  5.2323	  0.0523
  0.3920	  5.6733	  0.0563
  0.4080	  5.9180	  0.0557
  0.4240	  6.3924	  0.0600
  0.4400	  6.8073	  0.0631
  0.4560	  7.1877	  0.0655
  0.4720	  7.8076	  0.0739
  0.4880	  8.1863	  0.0752
  0.5040	  8.6644	  0.0790
  0.5200	  8.9976	  0.0781
  0.5360	  9.5111	  0.0817
  0.5520	  9.4790	  0.0667
  0.5680	  9.2005	  0.0523
  0.5840	  9.1105	  0.0452
  0.6000	  9.2483	  0.0422
  0.6160	  9.5354	  0.0409
  0.6320	 10.0906	  0.0420
  0.6480	 10.6538	  0.0430
  0.6640	 11.3575	  0.0452
  0.6800	 12.0333	  0.0475
  0.6960	 12.7980	  0.0510
  0.7120	 13.4723	  0.0533
  0.7280	 14.1867	  0.0564
  0.7440	 15.1703	  0.0659
  0.7600	 16.0086	  0.0726
  0.7760	 16.9186	  0.0825
  0.7920	 17.1364	  0.0643
