# distance (nm)	f (kT)	df (kT)
  0.0080	  3.2677	  0.0409
  0.0240	  1.2318	  0.0234
  0.0400	  0.3647	  0.0215
  0.0560	  0.0000	  0.0000
  0.0720	  0.1035	  0.0296
  0.0880	  0.5686	  0.0440
  0.1040	  1.4279	  0.0743
  0.1200	  2.0763	  0.1032
  0.1360	  2.8564	  0.1391
  0.1520	  3.0720	  0.1536
  0.1680	  3.4207	  0.1759
  0.1840	  3.5166	  0.1867
  0.2000	  3.3631	  0.1652
  0.2160	  3.6802	  0.1693
  0.2320	  3.5924	  0.1651
  0.2480	  3.5319	  0.1504
  0.2640	  3.4948	  0.1169
  0.2800	  3.3912	  0.1118
  0.2960	  3.4122	  0.0936
  0.3120	  3.3340	  0.0867
  0.3280	  3.6560	  0.0859
  0.3440	  3.6574	  0.0737
  0.3600	  3.7989	  0.0755
  0.3760	  4.0155	  0.0728
  0.3920	  4.4313	  0.0795
  0.4080	  4.6430	  0.0779
  0.4240	  5.0114	  0.0795
  0.4400	  5.4480	  0.0867
  0.4560	  5.7143	  0.0879
  0.4720	  6.1421	  0.1008
  0.4880	  6.5065	  0.1050
  0.5040	  6.8120	  0.1117
  0.5200	  6.8994	  0.1068
  0.5360	  7.0015	  0.0965
  0.5520	  6.8654	  0.0755
  0.5680	  6.7582	  0.0597
  0.5840	  7.0868	  0.0545
  0.6000	  7.3828	  0.0524
  0.6160	  7.8461	  0.0505
  0.6320	  8.3908	  0.0544
  0.6480	  8.9809	  0.0549
  0.6640	  9.6644	  0.0578
  0.6800	 10.2756	  0.0624
  0.6960	 11.0332	  0.0660
  0.7120	 11.6362	  0.0706
  0.7280	 12.4524	  0.0767
  0.7440	 13.3168	  0.0920
  0.7600	 14.2531	  0.1014
  0.7760	 15.0151	  0.1140
  0.7920	 15.1652	  0.0844
