# distance (nm)	f (kT)	df (kT)
  0.0080	  2.9093	  0.0628
  0.0240	  0.8427	  0.0532
  0.0400	  0.1414	  0.0522
  0.0560	  0.2042	  0.0526
  0.0720	  1.0399	  0.0556
  0.0880	  2.1879	  0.0682
  0.1040	  3.0186	  0.0962
  0.1200	  3.4971	  0.1183
  0.1360	  4.2185	  0.1653
  0.1520	  4.3028	  0.1750
  0.1680	  4.5871	  0.2106
  0.1840	  4.4588	  0.2169
  0.2000	  4.0810	  0.1958
  0.2160	  3.6999	  0.1914
  0.2320	  3.2971	  0.1723
  0.2480	  2.7554	  0.1524
  0.2640	  2.0633	  0.1195
  0.2800	  1.8382	  0.1136
  0.2960	  1.0702	  0.0883
  0.3120	  0.7734	  0.0809
  0.3280	  0.4529	  0.0747
  0.3440	  0.1451	  0.0686
  0.3600	  0.0614	  0.0671
  0.3760	  0.0000	  0.0000
  0.3920	  0.1780	  0.0689
  0.4080	  0.1695	  0.0682
  0.4240	  0.3874	  0.0717
  0.4400	  0.5414	  0.0741
  0.4560	  0.6781	  0.0760
  0.4720	  1.0341	  0.0832
  0.4880	  1.1550	  0.0843
  0.5040	  1.3780	  0.0876
  0.5200	  1.4555	  0.0867
  0.5360	  1.7100	  0.0898
  0.5520	  1.4040	  0.0767
  0.5680	  0.8721	  0.0646
  0.5840	  0.5327	  0.0591
  0.6000	  0.4184	  0.0568
  0.6160	  0.4526	  0.0559
  0.6320	  0.7518	  0.0567
  0.6480	  1.0638	  0.0574
  0.6640	  1.5075	  0.0591
  0.6800	  1.9323	  0.0609
  0.6960	  2.4406	  0.0636
  0.7120	  2.8596	  0.0655
  0.7280	  3.3183	  0.0680
  0.7440	  4.0544	  0.0759
  0.7600	  4.6268	  0.0817
  0.7760	  5.2758	  0.0905
  0.7920	  4.9912	  0.0696
