# distance (nm)	f (kT)	df (kT)
  0.0080	 11.3447	  0.0555
  0.0240	  9.1494	  0.0443
  0.0400	  8.4103	  0.0431
  0.0560	  8.5542	  0.0437
  0.0720	  9.5334	  0.0492
  0.0880	 10.5412	  0.0714
  0.1040	 11.0844	  0.1012
  0.1200	 11.5399	  0.1298
  0.1360	 12.1898	  0.1960
  0.1520	 12.1829	  0.1984
  0.1680	 12.2633	  0.2479
  0.1840	 11.8385	  0.2690
  0.2000	 11.2050	  0.2342
  0.2160	 10.3488	  0.2174
  0.2320	  9.6129	  0.2022
  0.2480	  8.5942	  0.1674
  0.2640	  7.5576	  0.1297
  0.2800	  6.9828	  0.1233
  0.2960	  5.8133	  0.0900
  0.3120	  5.1810	  0.0811
  0.3280	  4.4836	  0.0711
  0.3440	  3.9085	  0.0636
  0.3600	  3.5347	  0.0616
  0.3760	  3.2155	  0.0600
  0.3920	  3.1447	  0.0632
  0.4080	  2.8945	  0.0622
  0.4240	  2.8854	  0.0667
  0.4400	  2.7838	  0.0690
  0.4560	  2.6964	  0.0712
  0.4720	  2.8262	  0.0802
  0.4880	  2.6895	  0.0812
  0.5040	  2.6608	  0.0861
  0.5200	  2.5382	  0.0851
  0.5360	  2.6270	  0.0913
  0.5520	  2.1898	  0.0760
  0.5680	  1.4184	  0.0578
  0.5840	  0.7128	  0.0484
  0.6000	  0.2716	  0.0441
  0.6160	  0.0025	  0.0420
  0.6320	  0.0000	  0.0000
  0.6480	  0.0445	  0.0434
  0.6640	  0.2455	  0.0458
  0.6800	  0.4502	  0.0482
  0.6960	  0.7041	  0.0520
  0.7120	  0.8910	  0.0545
  0.7280	  1.0624	  0.0575
  0.7440	  1.5636	  0.0681
  0.7600	  1.8713	  0.0751
  0.7760	  2.2914	  0.0865
  0.7920	  1.2956	  0.0524
