# distance (nm)	f (kT)	df (kT)
  0.0020	  6.4176	  0.0092
  0.0060	  4.3938	  0.0036
  0.0100	  3.3277	  0.0024
  0.0140	  2.6040	  0.0019
  0.0180	  2.0524	  0.0017
  0.0220	  1.6152	  0.0016
  0.0260	  1.2566	  0.0015
  0.0300	  0.9586	  0.0015
  0.0340	  0.7120	  0.0014
  0.0380	  0.5075	  0.0014
  0.0420	  0.3425	  0.0014
  0.0460	  0.2094	  0.0014
  0.0500	  0.1120	  0.0015
  0.0540	  0.0435	  0.0015
  0.0580	  0.0074	  0.0016
  0.0620	  0.0000	  0.0000
  0.0660	  0.0230	  0.0017
  0.0700	  0.0756	  0.0018
  0.0740	  0.1564	  0.0020
  0.0780	  0.2635	  0.0021
  0.0820	  0.3983	  0.0023
  0.0860	  0.5580	  0.0026
  0.0900	  0.7403	  0.0029
  0.0940	  0.9337	  0.0032
  0.0980	  1.1374	  0.0036
  0.1020	  1.3439	  0.0040
  0.1060	  1.5573	  0.0044
  0.1100	  1.7335	  0.0049
  0.1140	  1.9074	  0.0053
  0.1180	  2.0566	  0.0058
  0.1220	  2.1801	  0.0062
  0.1260	  2.2965	  0.0067
  0.1300	  2.3826	  0.0071
  0.1340	  2.4632	  0.0076
  0.1380	  2.5396	  0.0080
  0.1420	  2.6025	  0.0084
  0.1460	  2.6369	  0.0086
  0.1500	  2.6762	  0.0089
  0.1540	  2.7354	  0.0093
  0.1580	  2.7678	  0.0096
  0.1620	  2.7876	  0.0098
  0.1660	  2.7994	  0.0100
  0.1700	  2.8118	  0.0101
  0.1740	  2.8370	  0.0103
  0.1780	  2.8299	  0.0103
  0.1820	  2.8511	  0.0105
  0.1860	  2.8214	  0.0104
  0.1900	  2.8213	  0.0105
  0.1940	  2.7764	  0.0103
  0.1980	  2.7778	  0.0103
  0.2020	  2.7432	  0.0102
  0.2060	  2.7247	  0.0101
  0.2100	  2.7027	  0.0099
  0.2140	  2.6571	  0.0097
  0.2180	  2.6229	  0.0095
  0.2220	  2.5995	  0.0094
  0.2260	  2.5579	  0.0092
  0.2300	  2.4956	  0.0088
  0.2340	  2.4511	  0.0086
  0.2380	  2.3966	  0.0083
  0.2420	  2.3583	  0.0081
  0.2460	  2.3110	  0.0078
  0.2500	  2.2644	  0.0076
  0.2540	  2.2018	  0.0073
  0.2580	  2.1570	  0.0071
  0.2620	  2.1028	  0.0068
  0.2660	  2.0669	  0.0066
  0.2700	  2.0129	  0.0063
  0.2740	  1.9769	  0.0062
  0.2780	  1.9295	  0.0059
  0.2820	  1.8870	  0.0057
  0.2860	  1.8491	  0.0055
  0.2900	  1.8111	  0.0054
  0.2940	  1.7694	  0.0052
  0.2980	  1.7442	  0.0050
  0.3020	  1.7139	  0.0049
  0.3060	  1.6919	  0.0048
  0.3100	  1.6699	  0.0046
  0.3140	  1.6516	  0.0045
  0.3180	  1.6405	  0.0045
  0.3220	  1.6268	  0.0044
  0.3260	  1.6194	  0.0043
  0.3300	  1.6068	  0.0042
  0.3340	  1.6091	  0.0041
  0.3380	  1.6149	  0.0041
  0.3420	  1.6154	  0.0040
  0.3460	  1.6402	  0.0040
  0.3500	  1.6423	  0.0040
  0.3540	  1.6613	  0.0040
  0.3580	  1.6850	  0.0039
  0.3620	  1.6979	  0.0039
  0.3660	  1.7196	  0.0039
  0.3700	  1.7549	  0.0039
  0.3740	  1.7917	  0.0039
  0.3780	  1.8261	  0.0039
  0.3820	  1.8584	  0.0040
  0.3860	  1.9033	  0.0040
  0.3900	  1.9494	  0.0040
  0.3940	  1.9883	  0.0040
  0.3980	  2.0353	  0.0041
  0.4020	  2.0790	  0.0041
  0.4060	  2.1329	  0.0041
  0.4100	  2.1892	  0.0042
  0.4140	  2.2415	  0.0042
  0.4180	  2.3037	  0.0043
  0.4220	  2.3630	  0.0043
  0.4260	  2.4240	  0.0044
  0.4300	  2.4687	  0.0044
  0.4340	  2.5401	  0.0045
  0.4380	  2.6099	  0.0046
  0.4420	  2.6763	  0.0046
  0.4460	  2.7375	  0.0047
  0.4500	  2.7880	  0.0047
  0.4540	  2.8670	  0.0048
  0.4580	  2.9343	  0.0049
  0.4620	  2.9938	  0.0050
  0.4660	  3.0734	  0.0050
  0.4700	  3.1395	  0.0051
  0.4740	  3.2086	  0.0052
  0.4780	  3.2739	  0.0052
  0.4820	  3.3457	  0.0053
  0.4860	  3.4034	  0.0054
  0.4900	  3.4786	  0.0054
  0.4940	  3.5550	  0.0055
  0.4980	  3.6006	  0.0055
  0.5020	  3.6563	  0.0056
  0.5060	  3.7032	  0.0056
  0.5100	  3.7374	  0.0057
  0.5140	  3.7568	  0.0057
  0.5180	  3.7639	  0.0057
  0.5220	  3.7422	  0.0056
  0.5260	  3.7230	  0.0055
  0.5300	  3.6770	  0.0053
  0.5340	  3.6206	  0.0051
  0.5380	  3.5534	  0.0048
  0.5420	  3.4942	  0.0046
  0.5460	  3.4384	  0.0043
  0.5500	  3.3805	  0.0041
  0.5540	  3.3296	  0.0038
  0.5580	  3.2809	  0.0036
  0.5620	  3.2495	  0.0034
  0.5660	  3.2215	  0.0033
  0.5700	  3.2111	  0.0031
  0.5740	  3.2037	  0.0030
  0.5780	  3.2114	  0.0029
  0.5820	  3.2283	  0.0028
  0.5860	  3.2551	  0.0027
  0.5900	  3.2943	  0.0027
  0.5940	  3.3362	  0.0026
  0.5980	  3.3949	  0.0026
  0.6020	  3.4650	  0.0026
  0.6060	  3.5368	  0.0026
  0.6100	  3.6157	  0.0025
  0.6140	  3.7030	  0.0025
  0.6180	  3.7961	  0.0025
  0.6220	  3.8994	  0.0025
  0.6260	  4.0005	  0.0026
  0.6300	  4.1107	  0.0026
  0.6340	  4.2254	  0.0026
  0.6380	  4.3485	  0.0026
  0.6420	  4.4685	  0.0027
  0.6460	  4.5883	  0.0027
  0.6500	  4.7189	  0.0027
  0.6540	  4.8468	  0.0028
  0.6580	  4.9793	  0.0028
  0.6620	  5.1029	  0.0029
  0.6660	  5.2412	  0.0029
  0.6700	  5.3715	  0.0029
  0.6740	  5.5098	  0.0030
  0.6780	  5.6361	  0.0030
  0.6820	  5.7811	  0.0031
  0.6860	  5.9206	  0.0031
  0.6900	  6.0711	  0.0032
  0.6940	  6.2118	  0.0032
  0.6980	  6.3624	  0.0033
  0.7020	  6.5114	  0.0034
  0.7060	  6.6668	  0.0034
  0.7100	  6.8228	  0.0035
  0.7140	  6.9847	  0.0036
  0.7180	  7.1503	  0.0037
  0.7220	  7.3068	  0.0038
  0.7260	  7.4762	  0.0039
  0.7300	  7.6508	  0.0040
  0.7340	  7.8212	  0.0041
  0.7380	  7.9943	  0.0042
  0.7420	  8.1687	  0.0043
  0.7460	  8.3480	  0.0045
  0.7500	  8.5292	  0.0046
  0.7540	  8.7047	  0.0048
  0.7580	  8.8768	  0.0049
  0.7620	  9.0623	  0.0051
  0.7660	  9.2420	  0.0053
  0.7700	  9.4169	  0.0054
  0.7740	  9.5911	  0.0056
  0.7780	  9.7720	  0.0058
  0.7820	  9.9584	  0.0060
  0.7860	 10.1329	  0.0062
  0.7900	 10.3237	  0.0064
  0.7940	 10.4809	  0.0066
  0.7980	  8.7963	  0.0026
