# distance (nm)	f (kT)	df (kT)
  0.0020	 20.1565	  0.0093
  0.0060	 18.0427	  0.0039
  0.0100	 16.8966	  0.0028
  0.0140	 16.1114	  0.0024
  0.0180	 15.5195	  0.0023
  0.0220	 15.0670	  0.0022
  0.0260	 14.7189	  0.0021
  0.0300	 14.4595	  0.0021
  0.0340	 14.2830	  0.0021
  0.0380	 14.1817	  0.0021
  0.0420	 14.1565	  0.0021
  0.0460	 14.2014	  0.0021
  0.0500	 14.3218	  0.0021
  0.0540	 14.5091	  0.0021
  0.0580	 14.7601	  0.0022
  0.0620	 15.0601	  0.0023
  0.0660	 15.3908	  0.0025
  0.0700	 15.7209	  0.0029
  0.0740	 16.0219	  0.0033
  0.0780	 16.2825	  0.0038
  0.0820	 16.5094	  0.0043
  0.0860	 16.7125	  0.0048
  0.0900	 16.8993	  0.0054
  0.0940	 17.0681	  0.0059
  0.0980	 17.2330	  0.0065
  0.1020	 17.3838	  0.0071
  0.1060	 17.5427	  0.0078
  0.1100	 17.6848	  0.0084
  0.1140	 17.8235	  0.0092
  0.1180	 17.9598	  0.0099
  0.1220	 18.0588	  0.0106
  0.1260	 18.1780	  0.0115
  0.1300	 18.2556	  0.0123
  0.1340	 18.3660	  0.0131
  0.1380	 18.4168	  0.0139
  0.1420	 18.5107	  0.0148
  0.1460	 18.4908	  0.0153
  0.1500	 18.5248	  0.0160
  0.1540	 18.5089	  0.0168
  0.1580	 18.5007	  0.0173
  0.1620	 18.4762	  0.0181
  0.1660	 18.3754	  0.0183
  0.1700	 18.3282	  0.0186
  0.1740	 18.1887	  0.0187
  0.1780	 18.0931	  0.0190
  0.1820	 17.9900	  0.0194
  0.1860	 17.8166	  0.0193
  0.1900	 17.6751	  0.0190
  0.1940	 17.4388	  0.0185
  0.1980	 17.2568	  0.0186
  0.2020	 17.0378	  0.0184
  0.2060	 16.8097	  0.0176
  0.2100	 16.5727	  0.0175
  0.2140	 16.3089	  0.0168
  0.2180	 16.0360	  0.0163
  0.2220	 15.7594	  0.0160
  0.2260	 15.4917	  0.0153
  0.2300	 15.1697	  0.0146
  0.2340	 14.8713	  0.0139
  0.2380	 14.5241	  0.0132
  0.2420	 14.2325	  0.0127
  0.2460	 13.9173	  0.0120
  0.2500	 13.6048	  0.0115
  0.2540	 13.2730	  0.0108
  0.2580	 12.9539	  0.0102
  0.2620	 12.6268	  0.0096
  0.2660	 12.3200	  0.0091
  0.2700	 12.0017	  0.0086
  0.2740	 11.7158	  0.0082
  0.2780	 11.4012	  0.0077
  0.2820	 11.1047	  0.0073
  0.2860	 10.8087	  0.0069
  0.2900	 10.5309	  0.0066
  0.2940	 10.2602	  0.0063
  0.2980	  9.9869	  0.0060
  0.3020	  9.7394	  0.0057
  0.3060	  9.4944	  0.0055
  0.3100	  9.2469	  0.0053
  0.3140	  9.0303	  0.0051
  0.3180	  8.8101	  0.0049
  0.3220	  8.6017	  0.0048
  0.3260	  8.4040	  0.0046
  0.3300	  8.2042	  0.0045
  0.3340	  8.0247	  0.0044
  0.3380	  7.8506	  0.0043
  0.3420	  7.6868	  0.0042
  0.3460	  7.5485	  0.0042
  0.3500	  7.3882	  0.0041
  0.3540	  7.2572	  0.0040
  0.3580	  7.1342	  0.0040
  0.3620	  7.0100	  0.0040
  0.3660	  6.8893	  0.0040
  0.3700	  6.7812	  0.0039
  0.3740	  6.6883	  0.0039
  0.3780	  6.5917	  0.0039
  0.3820	  6.5036	  0.0039
  0.3860	  6.4281	  0.0040
  0.3900	  6.3533	  0.0040
  0.3940	  6.2740	  0.0040
  0.3980	  6.2070	  0.0040
  0.4020	  6.1412	  0.0041
  0.4060	  6.0852	  0.0041
  0.4100	  6.0253	  0.0041
  0.4140	  5.9754	  0.0042
  0.4180	  5.9276	  0.0042
  0.4220	  5.8641	  0.0043
  0.4260	  5.8327	  0.0043
  0.4300	  5.7930	  0.0044
  0.4340	  5.7383	  0.0044
  0.4380	  5.7069	  0.0045
  0.4420	  5.6694	  0.0046
  0.4460	  5.6340	  0.0047
  0.4500	  5.5888	  0.0047
  0.4540	  5.5504	  0.0048
  0.4580	  5.5269	  0.0049
  0.4620	  5.4875	  0.0050
  0.4660	  5.4591	  0.0051
  0.4700	  5.4242	  0.0051
  0.4740	  5.3896	  0.0052
  0.4780	  5.3583	  0.0053
  0.4820	  5.3300	  0.0054
  0.4860	  5.2897	  0.0054
  0.4900	  5.2538	  0.0055
  0.4940	  5.2337	  0.0056
  0.4980	  5.1844	  0.0057
  0.5020	  5.1503	  0.0057
  0.5060	  5.1176	  0.0058
  0.5100	  5.0798	  0.0059
  0.5140	  5.0483	  0.0060
  0.5180	  5.0193	  0.0061
  0.5220	  4.9696	  0.0061
  0.5260	  4.9322	  0.0061
  0.5300	  4.9002	  0.0062
  0.5340	  4.8476	  0.0062
  0.5380	  4.7932	  0.0062
  0.5420	  4.7270	  0.0061
  0.5460	  4.6615	  0.0061
  0.5500	  4.5539	  0.0058
  0.5540	  4.4255	  0.0055
  0.5580	  4.2493	  0.0051
  0.5620	  4.0476	  0.0047
  0.5660	  3.8197	  0.0043
  0.5700	  3.5766	  0.0040
  0.5740	  3.3299	  0.0037
  0.5780	  3.0889	  0.0035
  0.5820	  2.8742	  0.0033
  0.5860	  2.6594	  0.0032
  0.5900	  2.4695	  0.0031
  0.5940	  2.2908	  0.0029
  0.5980	  2.1328	  0.0029
  0.6020	  1.9936	  0.0028
  0.6060	  1.8645	  0.0027
  0.6100	  1.7574	  0.0027
  0.6140	  1.6631	  0.0027
  0.6180	  1.5858	  0.0026
  0.6220	  1.5224	  0.0026
  0.6260	  1.4690	  0.0026
  0.6300	  1.4292	  0.0026
  0.6340	  1.4000	  0.0026
  0.6380	  1.3849	  0.0027
  0.6420	  1.3795	  0.0027
  0.6460	  1.3698	  0.0027
  0.6500	  1.3772	  0.0028
  0.6540	  1.3905	  0.0028
  0.6580	  1.4080	  0.0028
  0.6620	  1.4203	  0.0029
  0.6660	  1.4415	  0.0029
  0.6700	  1.4672	  0.0030
  0.6740	  1.4921	  0.0030
  0.6780	  1.5187	  0.0031
  0.6820	  1.5482	  0.0031
  0.6860	  1.5729	  0.0032
  0.6900	  1.6031	  0.0032
  0.6940	  1.6326	  0.0033
  0.6980	  1.6554	  0.0034
  0.7020	  1.6902	  0.0034
  0.7060	  1.7193	  0.0035
  0.7100	  1.7377	  0.0035
  0.7140	  1.7764	  0.0036
  0.7180	  1.8039	  0.0037
  0.7220	  1.8358	  0.0038
  0.7260	  1.8762	  0.0039
  0.7300	  1.9139	  0.0040
  0.7340	  1.9546	  0.0041
  0.7380	  2.0051	  0.0042
  0.7420	  2.0560	  0.0043
  0.7460	  2.1205	  0.0045
  0.7500	  2.1833	  0.0046
  0.7540	  2.2476	  0.0048
  0.7580	  2.3020	  0.0049
  0.7620	  2.3685	  0.0051
  0.7660	  2.4505	  0.0053
  0.7700	  2.5045	  0.0055
  0.7740	  2.5763	  0.0057
  0.7780	  2.6320	  0.0059
  0.7820	  2.7054	  0.0061
  0.7860	  2.7876	  0.0064
  0.7900	  2.8423	  0.0066
  0.7940	  2.9180	  0.0068
  0.7980	  0.0000	  0.0000
