# distance (nm)	f (kT)	df (kT)
  0.0020	  4.7623	  0.0091
  0.0060	  2.7835	  0.0035
  0.0100	  1.7841	  0.0023
  0.0140	  1.1458	  0.0017
  0.0180	  0.6983	  0.0015
  0.0220	  0.3869	  0.0013
  0.0260	  0.1758	  0.0013
  0.0300	  0.0490	  0.0012
  0.0340	  0.0000	  0.0000
  0.0380	  0.0211	  0.0012
  0.0420	  0.1122	  0.0012
  0.0460	  0.2677	  0.0012
  0.0500	  0.4932	  0.0012
  0.0540	  0.7815	  0.0013
  0.0580	  1.1326	  0.0014
  0.0620	  1.5367	  0.0015
  0.0660	  1.9829	  0.0017
  0.0700	  2.4465	  0.0020
  0.0740	  2.8993	  0.0025
  0.0780	  3.3220	  0.0030
  0.0820	  3.7086	  0.0036
  0.0860	  4.0610	  0.0041
  0.0900	  4.3890	  0.0047
  0.0940	  4.6935	  0.0052
  0.0980	  4.9932	  0.0058
  0.1020	  5.2761	  0.0063
  0.1060	  5.5642	  0.0069
  0.1100	  5.8384	  0.0075
  0.1140	  6.1085	  0.0082
  0.1180	  6.3750	  0.0089
  0.1220	  6.6103	  0.0095
  0.1260	  6.8634	  0.0103
  0.1300	  7.0781	  0.0109
  0.1340	  7.3216	  0.0117
  0.1380	  7.5142	  0.0124
  0.1420	  7.7423	  0.0131
  0.1460	  7.8712	  0.0136
  0.1500	  8.0438	  0.0142
  0.1540	  8.1831	  0.0149
  0.1580	  8.3211	  0.0154
  0.1620	  8.4477	  0.0160
  0.1660	  8.5068	  0.0162
  0.1700	  8.6086	  0.0165
  0.1740	  8.6348	  0.0166
  0.1780	  8.6939	  0.0168
  0.1820	  8.7556	  0.0171
  0.1860	  8.7477	  0.0170
  0.1900	  8.7677	  0.0169
  0.1940	  8.7017	  0.0164
  0.1980	  8.6940	  0.0165
  0.2020	  8.6510	  0.0163
  0.2060	  8.5892	  0.0157
  0.2100	  8.5333	  0.0155
  0.2140	  8.4440	  0.0149
  0.2180	  8.3548	  0.0146
  0.2220	  8.2627	  0.0143
  0.2260	  8.1714	  0.0137
  0.2300	  8.0327	  0.0130
  0.2340	  7.9153	  0.0125
  0.2380	  7.7606	  0.0119
  0.2420	  7.6499	  0.0114
  0.2460	  7.5184	  0.0108
  0.2500	  7.3922	  0.0103
  0.2540	  7.2435	  0.0097
  0.2580	  7.1117	  0.0093
  0.2620	  6.9665	  0.0087
  0.2660	  6.8461	  0.0083
  0.2700	  6.7106	  0.0078
  0.2740	  6.6071	  0.0075
  0.2780	  6.4763	  0.0070
  0.2820	  6.3613	  0.0067
  0.2860	  6.2465	  0.0063
  0.2900	  6.1485	  0.0060
  0.2940	  6.0552	  0.0057
  0.2980	  5.9623	  0.0054
  0.3020	  5.8895	  0.0052
  0.3060	  5.8217	  0.0050
  0.3100	  5.7492	  0.0048
  0.3140	  5.7052	  0.0046
  0.3180	  5.6586	  0.0044
  0.3220	  5.6222	  0.0043
  0.3260	  5.5959	  0.0042
  0.3300	  5.5670	  0.0040
  0.3340	  5.5557	  0.0039
  0.3380	  5.5507	  0.0039
  0.3420	  5.5540	  0.0038
  0.3460	  5.5814	  0.0037
  0.3500	  5.5874	  0.0037
  0.3540	  5.6212	  0.0036
  0.3580	  5.6616	  0.0036
  0.3620	  5.7014	  0.0036
  0.3660	  5.7442	  0.0035
  0.3700	  5.7985	  0.0035
