# distance (nm)	f (kT)	df (kT)
  0.0020	  5.0329	  0.0091
  0.0060	  3.0486	  0.0035
  0.0100	  2.0376	  0.0022
  0.0140	  1.3818	  0.0017
  0.0180	  0.9105	  0.0015
  0.0220	  0.5683	  0.0013
  0.0260	  0.3193	  0.0012
  0.0300	  0.1466	  0.0012
  0.0340	  0.0430	  0.0012
  0.0380	  0.0000	  0.0000
  0.0420	  0.0169	  0.0012
  0.0460	  0.0875	  0.0012
  0.0500	  0.2175	  0.0012
  0.0540	  0.4005	  0.0013
  0.0580	  0.6396	  0.0013
  0.0620	  0.9301	  0.0014
  0.0660	  1.2699	  0.0015
  0.0700	  1.6473	  0.0017
  0.0740	  2.0462	  0.0020
  0.0780	  2.4487	  0.0023
  0.0820	  2.8381	  0.0028
  0.0860	  3.1946	  0.0033
  0.0900	  3.5155	  0.0039
  0.0940	  3.7978	  0.0044
  0.0980	  4.0640	  0.0049
  0.1020	  4.3042	  0.0054
  0.1060	  4.5436	  0.0059
  0.1100	  4.7676	  0.0064
  0.1140	  4.9910	  0.0069
  0.1180	  5.2051	  0.0075
  0.1220	  5.3992	  0.0080
  0.1260	  5.6070	  0.0086
  0.1300	  5.7812	  0.0091
  0.1340	  5.9763	  0.0097
  0.1380	  6.1373	  0.0102
  0.1420	  6.3205	  0.0108
  0.1460	  6.4295	  0.0112
  0.1500	  6.5656	  0.0116
  0.1540	  6.6945	  0.0122
  0.1580	  6.8053	  0.0126
  0.1620	  6.9125	  0.0130
  0.1660	  6.9709	  0.0132
  0.1700	  7.0519	  0.0134
  0.1740	  7.0873	  0.0136
  0.1780	  7.1357	  0.0136
  0.1820	  7.2017	  0.0139
  0.1860	  7.1992	  0.0138
  0.1900	  7.2245	  0.0138
  0.1940	  7.1736	  0.0134
  0.1980	  7.1873	  0.0135
  0.2020	  7.1662	  0.0133
  0.2060	  7.1194	  0.0129
  0.2100	  7.0917	  0.0127
  0.2140	  7.0303	  0.0124
  0.2180	  6.9775	  0.0121
  0.2220	  6.9231	  0.0118
  0.2260	  6.8589	  0.0114
  0.2300	  6.7596	  0.0109
  0.2340	  6.6784	  0.0105
  0.2380	  6.5728	  0.0100
  0.2420	  6.4979	  0.0096
  0.2460	  6.4065	  0.0092
  0.2500	  6.3219	  0.0088
  0.2540	  6.2125	  0.0083
  0.2580	  6.1247	  0.0080
  0.2620	  6.0183	  0.0075
  0.2660	  5.9406	  0.0072
  0.2700	  5.8430	  0.0068
  0.2740	  5.7763	  0.0065
  0.2780	  5.6862	  0.0062
  0.2820	  5.6070	  0.0059
  0.2860	  5.5276	  0.0056
  0.2900	  5.4633	  0.0054
  0.2940	  5.3987	  0.0051
  0.2980	  5.3395	  0.0049
  0.3020	  5.2922	  0.0047
  0.3060	  5.2526	  0.0045
  0.3100	  5.2060	  0.0043
  0.3140	  5.1825	  0.0042
  0.3180	  5.1596	  0.0041
  0.3220	  5.1427	  0.0039
  0.3260	  5.1357	  0.0038
  0.3300	  5.1245	  0.0037
  0.3340	  5.1270	  0.0036
  0.3380	  5.1374	  0.0036
  0.3420	  5.1523	  0.0035
  0.3460	  5.1893	  0.0035
  0.3500	  5.2056	  0.0034
  0.3540	  5.2470	  0.0034
  0.3580	  5.2922	  0.0033
  0.3620	  5.3380	  0.0033
  0.3660	  5.3857	  0.0033
  0.3700	  5.4439	  0.0033
  0.3740	  5.5156	  0.0033
  0.3780	  5.5818	  0.0033
  0.3820	  5.6522	  0.0033
  0.3860	  5.7367	  0.0033
  0.3900	  5.8209	  0.0033
  0.3940	  5.8991	  0.0034
  0.3980	  5.9886	  0.0034
  0.4020	  6.0784	  0.0034
  0.4060	  6.1776	  0.0035
  0.4100	  6.2725	  0.0035
  0.4140	  6.3772	  0.0035
  0.4180	  6.4851	  0.0036
  0.4220	  6.5775	  0.0036
  0.4260	  6.6956	  0.0037
  0.4300	  6.8038	  0.0037
  0.4340	  6.9062	  0.0038
  0.4380	  7.0277	  0.0039
  0.4420	  7.1416	  0.0039
  0.4460	  7.2588	  0.0040
  0.4500	  7.3624	  0.0040
  0.4540	  7.4803	  0.0041
  0.4580	  7.6049	  0.0042
  0.4620	  7.7192	  0.0042
  0.4660	  7.8436	  0.0043
  0.4700	  7.9596	  0.0044
  0.4740	  8.0773	  0.0045
  0.4780	  8.1966	  0.0045
  0.4820	  8.3196	  0.0046
  0.4860	  8.4342	  0.0047
  0.4900	  8.5532	  0.0047
  0.4940	  8.6835	  0.0048
  0.4980	  8.7886	  0.0048
  0.5020	  8.9087	  0.0049
  0.5060	  9.0269	  0.0050
  0.5100	  9.1446	  0.0050
  0.5140	  9.2636	  0.0051
  0.5180	  9.3868	  0.0051
  0.5220	  9.4875	  0.0052
  0.5260	  9.6010	  0.0052
  0.5300	  9.7061	  0.0052
  0.5340	  9.7928	  0.0051
  0.5380	  9.8620	  0.0050
  0.5420	  9.9083	  0.0048
  0.5460	  9.9383	  0.0046
  0.5500	  9.9334	  0.0043
  0.5540	  9.9003	  0.0041
  0.5580	  9.8452	  0.0038
  0.5620	  9.7855	  0.0035
  0.5660	  9.7196	  0.0033
  0.5700	  9.6581	  0.0031
  0.5740	  9.6060	  0.0029
  0.5780	  9.5625	  0.0027
  0.5820	  9.5414	  0.0026
  0.5860	  9.5252	  0.0025
  0.5900	  9.5318	  0.0024
  0.5940	  9.5465	  0.0023
  0.5980	  9.5796	  0.0023
  0.6020	  9.6306	  0.0022
  0.6060	  9.6876	  0.0022
  0.6100	  9.7649	  0.0022
  0.6140	  9.8521	  0.0022
  0.6180	  9.9525	  0.0021
  0.6220	 10.0663	  0.0021
  0.6260	 10.1852	  0.0022
  0.6300	 10.3161	  0.0022
  0.6340	 10.4552	  0.0022
  0.6380	 10.6056	  0.0022
  0.6420	 10.7621	  0.0022
  0.6460	 10.9163	  0.0022
  0.6500	 11.0835	  0.0023
  0.6540	 11.2545	  0.0023
  0.6580	 11.4292	  0.0024
  0.6620	 11.5981	  0.0024
  0.6660	 11.7762	  0.0024
  0.6700	 11.9550	  0.0025
  0.6740	 12.1352	  0.0025
  0.6780	 12.3140	  0.0026
  0.6820	 12.4959	  0.0026
  0.6860	 12.6753	  0.0027
  0.6900	 12.8600	  0.0027
  0.6940	 13.0423	  0.0028
  0.6980	 13.2223	  0.0028
  0.7020	 13.4100	  0.0029
  0.7060	 13.5964	  0.0029
  0.7100	 13.7760	  0.0030
  0.7140	 13.9718	  0.0031
  0.7180	 14.1653	  0.0031
  0.7220	 14.3571	  0.0032
  0.7260	 14.5601	  0.0033
  0.7300	 14.7619	  0.0034
  0.7340	 14.9668	  0.0035
  0.7380	 15.1761	  0.0036
  0.7420	 15.3863	  0.0037
  0.7460	 15.6105	  0.0038
  0.7500	 15.8313	  0.0040
  0.7540	 16.0504	  0.0041
  0.7580	 16.2646	  0.0042
  0.7620	 16.4878	  0.0044
  0.7660	 16.7219	  0.0046
  0.7700	 16.9331	  0.0047
  0.7740	 17.1601	  0.0049
  0.7780	 17.3759	  0.0050
  0.7820	 17.6058	  0.0052
  0.7860	 17.8391	  0.0054
  0.7900	 18.0537	  0.0056
  0.7940	 18.2808	  0.0058
  0.7980	 16.8568	  0.0024
