# distance (nm)	f (kT)	df (kT)
  0.0020	  4.4727	  0.0948
  0.0060	  2.3796	  0.0344
  0.0100	  1.4877	  0.0228
  0.0140	  0.8765	  0.0176
  0.0180	  0.4809	  0.0151
  0.0220	  0.2305	  0.0137
  0.0260	  0.0642	  0.0129
  0.0300	  0.0000	  0.0000
  0.0340	  0.0011	  0.0121
  0.0380	  0.1048	  0.0121
  0.0420	  0.2736	  0.0121
  0.0460	  0.4977	  0.0124
  0.0500	  0.8138	  0.0128
  0.0540	  1.1797	  0.0134
  0.0580	  1.6491	  0.0147
  0.0620	  2.1366	  0.0165
  0.0660	  2.6325	  0.0193
  0.0700	  3.1915	  0.0238
  0.0740	  3.6633	  0.0283
  0.0780	  4.0650	  0.0339
  0.0820	  4.5498	  0.0397
  0.0860	  4.9594	  0.0456
  0.0900	  5.3079	  0.0502
  0.0940	  5.6724	  0.0564
  0.0980	  5.9540	  0.0599
  0.1020	  6.3742	  0.0697
  0.1060	  6.7031	  0.0770
  0.1100	  7.0999	  0.0827
  0.1140	  7.3434	  0.0887
  0.1180	  7.6110	  0.0911
  0.1220	  7.8933	  0.1011
  0.1260	  8.3501	  0.1131
  0.1300	  8.6832	  0.1211
  0.1340	  9.1596	  0.1538
  0.1380	  9.0765	  0.1309
  0.1420	  9.4456	  0.1436
  0.1460	  9.4799	  0.1453
  0.1500	 10.0321	  0.1711
  0.1540	  9.9684	  0.1489
  0.1580	  9.9823	  0.1503
  0.1620	 10.7899	  0.2143
  0.1660	 10.7554	  0.2441
  0.1700	 10.6206	  0.1844
  0.1740	 10.4691	  0.1778
  0.1780	 10.8566	  0.1919
  0.1820	 11.0662	  0.2017
  0.1860	 10.9842	  0.1989
  0.1900	 10.6628	  0.1699
  0.1940	 10.7478	  0.1705
  0.1980	 10.6463	  0.1686
  0.2020	 11.1384	  0.2006
  0.2060	 10.9999	  0.1825
  0.2100	 10.5833	  0.1727
  0.2140	 10.5072	  0.1583
  0.2180	 10.7483	  0.1720
  0.2220	 10.4155	  0.1413
  0.2260	 10.4538	  0.1481
  0.2300	 10.1956	  0.1365
  0.2340	 10.5088	  0.1534
  0.2380	 10.0632	  0.1327
  0.2420	  9.9083	  0.1254
  0.2460	  9.8437	  0.1185
  0.2500	  9.6285	  0.1122
  0.2540	  9.7353	  0.1142
  0.2580	  9.5044	  0.0994
  0.2620	  9.2696	  0.0938
  0.2660	  9.0789	  0.0864
  0.2700	  9.2482	  0.0897
  0.2740	  8.9848	  0.0817
  0.2780	  8.9832	  0.0780
  0.2820	  8.8013	  0.0728
  0.2860	  8.6956	  0.0703
  0.2900	  8.4940	  0.0625
  0.2940	  8.4348	  0.0602
  0.2980	  8.4477	  0.0591
  0.3020	  8.3281	  0.0546
  0.3060	  8.2714	  0.0530
  0.3100	  8.2759	  0.0510
  0.3140	  8.1743	  0.0479
  0.3180	  8.2086	  0.0472
  0.3220	  8.1801	  0.0455
  0.3260	  8.1462	  0.0435
  0.3300	  8.1113	  0.0420
  0.3340	  8.1675	  0.0412
  0.3380	  8.2728	  0.0420
  0.3420	  8.2320	  0.0396
  0.3460	  8.2564	  0.0388
  0.3500	  8.3394	  0.0392
  0.3540	  8.3274	  0.0373
  0.3580	  8.5430	  0.0390
  0.3620	  8.4210	  0.0361
  0.3660	  8.5325	  0.0363
  0.3700	  8.6042	  0.0361
  0.3740	  8.7422	  0.0367
  0.3780	  8.8766	  0.0373
  0.3820	  8.9689	  0.0372
  0.3860	  9.1375	  0.0383
  0.3900	  9.2366	  0.0385
  0.3940	  9.2877	  0.0375
  0.3980	  9.4139	  0.0377
  0.4020	  9.5345	  0.0380
  0.4060	  9.7236	  0.0393
  0.4100	  9.7949	  0.0386
  0.4140	  9.9600	  0.0395
  0.4180	 10.1484	  0.0407
  0.4220	 10.1995	  0.0401
  0.4260	 10.4382	  0.0417
  0.4300	 10.5850	  0.0423
  0.4340	 10.7002	  0.0429
  0.4380	 10.8402	  0.0435
  0.4420	 11.0082	  0.0438
  0.4460	 11.2259	  0.0458
  0.4500	 11.2535	  0.0445
  0.4540	 11.4521	  0.0464
  0.4580	 11.5846	  0.0463
  0.4620	 11.8071	  0.0482
  0.4660	 11.9314	  0.0483
  0.4700	 12.1685	  0.0513
  0.4740	 12.2833	  0.0504
  0.4780	 12.3468	  0.0498
  0.4820	 12.5279	  0.0509
  0.4860	 12.7841	  0.0539
  0.4900	 12.8524	  0.0529
  0.4940	 12.9808	  0.0527
  0.4980	 13.2230	  0.0558
  0.5020	 13.3348	  0.0553
  0.5060	 13.5176	  0.0567
  0.5100	 13.6010	  0.0560
  0.5140	 13.9392	  0.0602
  0.5180	 14.0191	  0.0594
  0.5220	 14.1755	  0.0604
  0.5260	 14.2802	  0.0607
  0.5300	 14.4044	  0.0598
  0.5340	 14.5801	  0.0601
  0.5380	 14.6647	  0.0581
  0.5420	 14.8766	  0.0609
  0.5460	 15.1655	  0.0643
  0.5500	 15.1029	  0.0564
  0.5540	 15.2529	  0.0568
  0.5580	 15.1911	  0.0497
  0.5620	 15.1631	  0.0456
  0.5660	 15.1462	  0.0408
  0.5700	 15.0712	  0.0378
  0.5740	 14.9872	  0.0352
  0.5780	 14.9697	  0.0333
  0.5820	 14.9320	  0.0313
  0.5860	 14.9396	  0.0298
  0.5900	 14.9655	  0.0287
  0.5940	 14.9652	  0.0276
  0.5980	 14.9950	  0.0265
  0.6020	 15.0206	  0.0256
  0.6060	 15.0861	  0.0251
  0.6100	 15.1439	  0.0245
  0.6140	 15.2875	  0.0244
  0.6180	 15.4079	  0.0242
  0.6220	 15.4953	  0.0240
  0.6260	 15.6877	  0.0243
  0.6300	 15.7986	  0.0241
  0.6340	 16.0030	  0.0246
  0.6380	 16.1645	  0.0247
  0.6420	 16.3393	  0.0249
  0.6460	 16.5224	  0.0252
  0.6500	 16.7560	  0.0257
  0.6540	 16.9133	  0.0259
  0.6580	 17.1560	  0.0267
  0.6620	 17.3142	  0.0266
  0.6660	 17.5325	  0.0272
  0.6700	 17.7822	  0.0282
  0.6740	 18.0247	  0.0290
  0.6780	 18.2449	  0.0293
  0.6820	 18.4384	  0.0298
  0.6860	 18.6778	  0.0306
  0.6900	 18.8504	  0.0307
  0.6940	 19.0936	  0.0314
  0.6980	 19.2909	  0.0320
  0.7020	 19.5112	  0.0325
  0.7060	 19.7385	  0.0334
  0.7100	 20.0105	  0.0346
  0.7140	 20.1575	  0.0343
  0.7180	 20.4508	  0.0363
  0.7220	 20.6392	  0.0362
  0.7260	 20.8865	  0.0378
  0.7300	 21.1625	  0.0395
  0.7340	 21.3688	  0.0399
  0.7380	 21.5512	  0.0407
  0.7420	 21.7948	  0.0418
  0.7460	 22.0889	  0.0436
  0.7500	 22.4166	  0.0468
  0.7540	 22.5570	  0.0461
  0.7580	 22.8015	  0.0474
  0.7620	 23.1596	  0.0520
  0.7660	 23.3488	  0.0520
  0.7700	 23.5911	  0.0539
  0.7740	 23.8845	  0.0566
  0.7780	 24.0558	  0.0567
  0.7820	 24.4553	  0.0623
  0.7860	 24.7236	  0.0650
  0.7900	 24.9928	  0.0672
  0.7940	 25.0293	  0.0640
  0.7980	 23.9461	  0.0289
