# distance (nm)	f (kT)	df (kT)
  0.0020	  4.3547	  0.0947
  0.0060	  2.2878	  0.0343
  0.0100	  1.4195	  0.0228
  0.0140	  0.8293	  0.0176
  0.0180	  0.4513	  0.0151
  0.0220	  0.2152	  0.0137
  0.0260	  0.0589	  0.0128
  0.0300	  0.0000	  0.0000
  0.0340	  0.0015	  0.0120
  0.0380	  0.1001	  0.0120
  0.0420	  0.2574	  0.0121
  0.0460	  0.4659	  0.0122
  0.0500	  0.7585	  0.0126
  0.0540	  1.0981	  0.0132
  0.0580	  1.5378	  0.0141
  0.0620	  2.0018	  0.0155
  0.0660	  2.4935	  0.0176
  0.0700	  3.0536	  0.0209
  0.0740	  3.5412	  0.0247
  0.0780	  3.9945	  0.0301
  0.0820	  4.4941	  0.0357
  0.0860	  4.9264	  0.0416
  0.0900	  5.2784	  0.0458
  0.0940	  5.6561	  0.0515
  0.0980	  5.9499	  0.0554
  0.1020	  6.3766	  0.0638
  0.1060	  6.7166	  0.0705
  0.1100	  7.0915	  0.0751
  0.1140	  7.3490	  0.0801
  0.1180	  7.6140	  0.0833
  0.1220	  7.9289	  0.0929
  0.1260	  8.3612	  0.1021
  0.1300	  8.6913	  0.1089
  0.1340	  9.2037	  0.1371
  0.1380	  9.1186	  0.1182
  0.1420	  9.4845	  0.1292
  0.1460	  9.5507	  0.1289
  0.1500	 10.1033	  0.1522
  0.1540	 10.0613	  0.1369
  0.1580	 10.1109	  0.1369
  0.1620	 10.9058	  0.1862
  0.1660	 10.9617	  0.2050
  0.1700	 10.8219	  0.1654
  0.1740	 10.7204	  0.1562
  0.1780	 11.1168	  0.1738
  0.1820	 11.3410	  0.1799
  0.1860	 11.3176	  0.1783
  0.1900	 11.0470	  0.1532
  0.1940	 11.1478	  0.1513
  0.1980	 11.1342	  0.1526
  0.2020	 11.6167	  0.1788
  0.2060	 11.5349	  0.1670
  0.2100	 11.2246	  0.1531
  0.2140	 11.1675	  0.1420
  0.2180	 11.4354	  0.1534
  0.2220	 11.1450	  0.1268
  0.2260	 11.2532	  0.1348
  0.2300	 11.0498	  0.1223
  0.2340	 11.3986	  0.1371
  0.2380	 11.0292	  0.1179
  0.2420	 10.9580	  0.1150
  0.2460	 10.9276	  0.1084
  0.2500	 10.7894	  0.1028
  0.2540	 10.9287	  0.1042
  0.2580	 10.7398	  0.0915
  0.2620	 10.5830	  0.0857
  0.2660	 10.4565	  0.0794
  0.2700	 10.6584	  0.0829
  0.2740	 10.4667	  0.0752
