# distance (nm)	f (kT)	df (kT)
  0.0020	 14.1674	  0.0968
  0.0060	 11.9304	  0.0396
  0.0100	 10.8789	  0.0301
  0.0140	 10.1010	  0.0264
  0.0180	  9.5324	  0.0247
  0.0220	  9.1055	  0.0239
  0.0260	  8.7584	  0.0234
  0.0300	  8.5076	  0.0231
  0.0340	  8.3194	  0.0230
  0.0380	  8.2257	  0.0229
  0.0420	  8.1927	  0.0229
  0.0460	  8.2097	  0.0230
  0.0500	  8.3107	  0.0232
  0.0540	  8.4588	  0.0235
  0.0580	  8.7071	  0.0240
  0.0620	  8.9798	  0.0248
  0.0660	  9.2783	  0.0261
  0.0700	  9.6464	  0.0285
  0.0740	  9.9422	  0.0314
  0.0780	 10.2007	  0.0357
  0.0820	 10.5101	  0.0405
  0.0860	 10.7458	  0.0457
  0.0900	 10.9092	  0.0496
  0.0940	 11.0911	  0.0550
  0.0980	 11.1907	  0.0586
  0.1020	 11.4315	  0.0667
  0.1060	 11.5778	  0.0729
  0.1100	 11.7536	  0.0775
  0.1140	 11.8191	  0.0823
  0.1180	 11.8997	  0.0852
  0.1220	 12.0185	  0.0948
  0.1260	 12.2572	  0.1037
  0.1300	 12.3947	  0.1109
  0.1340	 12.7154	  0.1377
  0.1380	 12.4388	  0.1195
  0.1420	 12.6219	  0.1305
  0.1460	 12.4985	  0.1295
  0.1500	 12.8375	  0.1537
  0.1540	 12.5976	  0.1385
  0.1580	 12.4666	  0.1382
  0.1620	 13.0805	  0.1860
  0.1660	 12.9222	  0.2047
  0.1700	 12.5996	  0.1657
  0.1740	 12.2976	  0.1590
  0.1780	 12.5110	  0.1750
  0.1820	 12.5431	  0.1819
  0.1860	 12.3210	  0.1796
  0.1900	 11.8630	  0.1541
  0.1940	 11.7709	  0.1531
  0.1980	 11.5497	  0.1539
  0.2020	 11.8606	  0.1795
  0.2060	 11.5918	  0.1673
  0.2100	 11.0580	  0.1549
  0.2140	 10.8271	  0.1428
  0.2180	 10.8992	  0.1540
  0.2220	 10.4211	  0.1280
  0.2260	 10.3244	  0.1361
  0.2300	  9.9446	  0.1241
  0.2340	 10.0929	  0.1389
  0.2380	  9.5295	  0.1194
  0.2420	  9.2661	  0.1165
  0.2460	  9.0497	  0.1102
  0.2500	  8.7218	  0.1041
  0.2540	  8.6646	  0.1052
  0.2580	  8.2911	  0.0932
  0.2620	  7.9392	  0.0873
  0.2660	  7.6117	  0.0814
  0.2700	  7.6206	  0.0847
  0.2740	  7.2380	  0.0776
  0.2780	  7.0707	  0.0741
  0.2820	  6.7648	  0.0698
  0.2860	  6.5339	  0.0676
  0.2900	  6.1892	  0.0612
  0.2940	  5.9986	  0.0593
  0.2980	  5.8585	  0.0582
  0.3020	  5.5910	  0.0542
  0.3060	  5.3980	  0.0529
  0.3100	  5.2440	  0.0510
  0.3140	  5.0012	  0.0485
  0.3180	  4.8836	  0.0478
  0.3220	  4.7121	  0.0464
  0.3260	  4.5308	  0.0448
  0.3300	  4.3503	  0.0435
  0.3340	  4.2478	  0.0428
  0.3380	  4.2019	  0.0436
  0.3420	  4.0014	  0.0414
  0.3460	  3.8754	  0.0408
  0.3500	  3.8126	  0.0411
  0.3540	  3.6409	  0.0395
  0.3580	  3.6857	  0.0408
  0.3620	  3.4278	  0.0386
  0.3660	  3.3753	  0.0388
  0.3700	  3.2946	  0.0386
  0.3740	  3.2672	  0.0390
  0.3780	  3.2488	  0.0396
  0.3820	  3.1761	  0.0394
  0.3860	  3.1844	  0.0405
  0.3900	  3.1300	  0.0405
  0.3940	  3.0165	  0.0396
  0.3980	  2.9781	  0.0398
  0.4020	  2.9403	  0.0400
  0.4060	  2.9629	  0.0411
  0.4100	  2.8730	  0.0406
  0.4140	  2.8748	  0.0413
  0.4180	  2.8964	  0.0423
  0.4220	  2.7984	  0.0419
  0.4260	  2.8573	  0.0431
  0.4300	  2.8436	  0.0436
  0.4340	  2.8074	  0.0442
  0.4380	  2.7877	  0.0449
  0.4420	  2.7822	  0.0450
  0.4460	  2.8355	  0.0467
  0.4500	  2.7060	  0.0455
  0.4540	  2.7528	  0.0474
  0.4580	  2.7151	  0.0472
  0.4620	  2.7632	  0.0486
  0.4660	  2.7320	  0.0490
  0.4700	  2.8084	  0.0515
  0.4740	  2.7502	  0.0507
  0.4780	  2.6622	  0.0501
  0.4820	  2.6809	  0.0513
  0.4860	  2.7665	  0.0537
  0.4900	  2.6800	  0.0528
  0.4940	  2.6409	  0.0527
  0.4980	  2.7239	  0.0554
  0.5020	  2.6727	  0.0552
  0.5060	  2.6951	  0.0562
  0.5100	  2.6172	  0.0554
  0.5140	  2.7695	  0.0591
  0.5180	  2.6966	  0.0583
  0.5220	  2.6972	  0.0594
  0.5260	  2.6592	  0.0600
  0.5300	  2.6094	  0.0590
  0.5340	  2.6064	  0.0590
  0.5380	  2.5165	  0.0568
  0.5420	  2.5700	  0.0589
  0.5460	  2.6629	  0.0606
  0.5500	  2.4059	  0.0532
  0.5540	  2.3888	  0.0529
  0.5580	  2.1392	  0.0473
  0.5620	  1.9448	  0.0440
  0.5660	  1.7429	  0.0401
  0.5700	  1.5292	  0.0381
