# distance (nm)	f (kT)	df (kT)
  0.0020	 18.2568	  0.0975
  0.0060	 16.0088	  0.0396
  0.0100	 14.9190	  0.0298
  0.0140	 14.0822	  0.0260
  0.0180	 13.4303	  0.0243
  0.0220	 12.9033	  0.0235
  0.0260	 12.4333	  0.0230
  0.0300	 12.0320	  0.0227
  0.0340	 11.6657	  0.0225
  0.0380	 11.3643	  0.0224
  0.0420	 11.0886	  0.0225
  0.0460	 10.8364	  0.0225
  0.0500	 10.6143	  0.0227
  0.0540	 10.4157	  0.0229
  0.0580	 10.2736	  0.0233
  0.0620	 10.1355	  0.0238
  0.0660	 10.0450	  0.0245
  0.0700	  9.9595	  0.0254
  0.0740	  9.8795	  0.0264
  0.0780	  9.8640	  0.0278
  0.0820	  9.8645	  0.0297
  0.0860	  9.8742	  0.0319
  0.0900	  9.9252	  0.0348
  0.0940	  9.9813	  0.0380
  0.0980	 10.0097	  0.0413
  0.1020	 10.1341	  0.0473
  0.1060	 10.1388	  0.0515
  0.1100	 10.2833	  0.0562
  0.1140	 10.3042	  0.0610
  0.1180	 10.3898	  0.0648
  0.1220	 10.4137	  0.0726
  0.1260	 10.4094	  0.0748
  0.1300	 10.5465	  0.0820
  0.1340	 10.5982	  0.0908
  0.1380	 10.4537	  0.0840
  0.1420	 10.4030	  0.0918
  0.1460	 10.2497	  0.0904
  0.1500	 10.3588	  0.1023
  0.1540	 10.3024	  0.0999
  0.1580	  9.9927	  0.0929
  0.1620	 10.4310	  0.1164
  0.1660	  9.9860	  0.1091
  0.1700	  9.9778	  0.1116
  0.1740	  9.8268	  0.1070
  0.1780	  9.9057	  0.1157
  0.1820	  9.7886	  0.1163
  0.1860	  9.6520	  0.1165
  0.1900	  9.4897	  0.1120
  0.1940	  9.4012	  0.1093
  0.1980	  9.2763	  0.1113
  0.2020	  9.3034	  0.1159
  0.2060	  9.0226	  0.1121
  0.2100	  9.0289	  0.1094
  0.2140	  8.6717	  0.0983
  0.2180	  8.7252	  0.1092
  0.2220	  8.4159	  0.0951
  0.2260	  8.3782	  0.1004
  0.2300	  8.2553	  0.0981
  0.2340	  8.0939	  0.0949
  0.2380	  7.8910	  0.0887
  0.2420	  7.8342	  0.0896
  0.2460	  7.5816	  0.0839
  0.2500	  7.4572	  0.0828
  0.2540	  7.4789	  0.0859
  0.2580	  7.3898	  0.0810
  0.2620	  7.0721	  0.0748
  0.2660	  6.9668	  0.0698
  0.2700	  6.9012	  0.0742
  0.2740	  6.6630	  0.0695
  0.2780	  6.6016	  0.0693
  0.2820	  6.5615	  0.0667
  0.2860	  6.3457	  0.0639
  0.2900	  6.1440	  0.0608
  0.2940	  6.1435	  0.0606
  0.2980	  6.0138	  0.0583
  0.3020	  5.8617	  0.0582
  0.3060	  5.7506	  0.0589
  0.3100	  5.5302	  0.0559
  0.3140	  5.3623	  0.0528
  0.3180	  5.3468	  0.0526
  0.3220	  5.2434	  0.0539
