# distance (nm)	f (kT)	df (kT)
  0.0080	 11.6973	  0.1743
  0.0240	  9.3007	  0.1378
  0.0400	  8.7819	  0.1356
  0.0560	  8.9742	  0.1380
  0.0720	 10.1014	  0.1584
  0.0880	 10.5927	  0.2062
  0.1040	 11.4381	  0.3248
  0.1200	 12.3743	  0.5038
  0.1360	 13.3609	  0.5712
  0.1520	 13.0815	  0.6580
  0.1680	 12.1206	  0.6104
  0.1840	 11.9867	  0.5287
  0.2000	 11.0711	  0.5837
  0.2160	 10.0686	  0.5155
  0.2320	  9.4262	  0.5070
  0.2480	  9.0788	  0.5937
  0.2640	  7.4972	  0.4120
  0.2800	  6.7693	  0.3345
  0.2960	  5.8466	  0.2622
  0.3120	  5.3582	  0.2510
  0.3280	  4.8890	  0.2402
  0.3440	  4.2124	  0.2060
  0.3600	  3.9840	  0.2071
  0.3760	  3.6533	  0.2051
  0.3920	  3.1556	  0.1866
  0.4080	  3.0618	  0.1910
  0.4240	  3.4007	  0.2355
  0.4400	  3.0102	  0.2209
  0.4560	  2.8743	  0.2229
  0.4720	  2.8998	  0.2436
  0.4880	  2.4835	  0.2252
  0.5040	  2.7914	  0.2690
  0.5200	  2.7795	  0.2864
  0.5360	  2.4883	  0.2702
  0.5520	  2.1812	  0.2346
  0.5680	  1.5338	  0.1888
  0.5840	  0.7009	  0.1516
  0.6000	  0.4520	  0.1451
  0.6160	  0.0313	  0.1329
  0.6320	  0.0018	  0.1344
  0.6480	  0.0000	  0.0000
  0.6640	  0.1512	  0.1415
  0.6800	  0.5127	  0.1568
  0.6960	  0.8594	  0.1754
  0.7120	  0.5026	  0.1548
  0.7280	  1.1554	  0.1929
  0.7440	  1.3508	  0.2023
  0.7600	  1.8392	  0.2324
  0.7760	  2.2015	  0.2670
  0.7920	  0.9489	  0.1479
